,form,station no,mir,БСП ЗА БЪЛГАРИЯ,БСП ЗА БЪЛГАРИЯ result,БСП ЗА БЪЛГАРИЯ result paper,БСП ЗА БЪЛГАРИЯ result machine,ГЕРБ-СДС,ГЕРБ-СДС result,ГЕРБ-СДС result paper,ГЕРБ-СДС result machine,ВЪЗРАЖДАНЕ,ВЪЗРАЖДАНЕ result,ВЪЗРАЖДАНЕ result paper,ВЪЗРАЖДАНЕ result machine,ПП ИМА ТАКЪВ НАРОД,ПП ИМА ТАКЪВ НАРОД result,ПП ИМА ТАКЪВ НАРОД result paper,ПП ИМА ТАКЪВ НАРОД result machine,ПП НАРОДНА ПАРТИЯ ИСТИНАТА И САМО ИСТИНАТА,ПП НАРОДНА ПАРТИЯ ИСТИНАТА И САМО ИСТИНАТА result,ПП НАРОДНА ПАРТИЯ ИСТИНАТА И САМО ИСТИНАТА result paper,ПП НАРОДНА ПАРТИЯ ИСТИНАТА И САМО ИСТИНАТА result machine,"КОАЛИЦИЯ НЕУТРАЛНА БЪЛГАРИЯ (АТАКА, РУСОФИЛИ, КОМУНИСТИ)","КОАЛИЦИЯ НЕУТРАЛНА БЪЛГАРИЯ (АТАКА, РУСОФИЛИ, КОМУНИСТИ) result","КОАЛИЦИЯ НЕУТРАЛНА БЪЛГАРИЯ (АТАКА, РУСОФИЛИ, КОМУНИСТИ) result paper","КОАЛИЦИЯ НЕУТРАЛНА БЪЛГАРИЯ (АТАКА, РУСОФИЛИ, КОМУНИСТИ) result machine",Българско Национално Обединение,Българско Национално Обединение result,Българско Национално Обединение result paper,Българско Национално Обединение result machine,ЗАЕДНО,ЗАЕДНО result,ЗАЕДНО result paper,ЗАЕДНО result machine,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ – НД,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ – НД result,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ – НД result paper,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ – НД result machine,НДСВ,НДСВ result,НДСВ result paper,НДСВ result machine,КОД /Консервативно Обединение на Десницата/,КОД /Консервативно Обединение на Десницата/ result,КОД /Консервативно Обединение на Десницата/ result paper,КОД /Консервативно Обединение на Десницата/ result machine,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ result,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ result paper,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ result machine,Движение за права и свободи – ДПС,Движение за права и свободи – ДПС result,Движение за права и свободи – ДПС result paper,Движение за права и свободи – ДПС result machine,ЛЕВИЦАТА!,ЛЕВИЦАТА! result,ЛЕВИЦАТА! result paper,ЛЕВИЦАТА! result machine,ПП БЪЛГАРСКИ ВЪЗХОД,ПП БЪЛГАРСКИ ВЪЗХОД result,ПП БЪЛГАРСКИ ВЪЗХОД result paper,ПП БЪЛГАРСКИ ВЪЗХОД result machine,МИР,МИР result,МИР result paper,МИР result machine,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА result,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА result paper,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА result machine,БСДД – Български Съюз за ДИРЕКТНА ДЕМОКРАЦИЯ,БСДД – Български Съюз за ДИРЕКТНА ДЕМОКРАЦИЯ result,БСДД – Български Съюз за ДИРЕКТНА ДЕМОКРАЦИЯ result paper,БСДД – Български Съюз за ДИРЕКТНА ДЕМОКРАЦИЯ result machine,ПП Глас Народен,ПП Глас Народен result,ПП Глас Народен result paper,ПП Глас Народен result machine,Социалистическа партия Български път,Социалистическа партия Български път result,Социалистическа партия Български път result paper,Социалистическа партия Български път result machine,ВЪН от ЕС и НАТО,ВЪН от ЕС и НАТО result,ВЪН от ЕС и НАТО result paper,ВЪН от ЕС и НАТО result machine,независим,независим result,независим result paper,независим result machine
3894,26,091600077,9,1,2,2,0,2,9,4,5,3,1,0,1,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,1,1,0,9,1,0,1,10,0,0,0,11,0,0,0,12,5,1,4,13,108,79,29,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3895,24,091600078,9,1,2,2,0,2,5,5,0,3,0,0,0,4,2,2,0,5,1,1,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,3,3,0,13,60,60,0,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,1,1,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3896,26,091600079,9,1,2,0,2,2,5,1,4,3,2,0,2,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,6,0,6,13,82,5,77,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3897,26,091600080,9,1,1,1,0,2,19,14,5,3,0,0,0,4,2,0,2,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,1,1,0,11,0,0,0,12,12,3,9,13,116,44,72,14,0,0,0,15,2,0,2,16,0,0,0,17,0,0,0,18,1,0,1,19,1,1,0,20,0,0,0,21,0,0,0,22,,,
3898,26,091600081,9,1,2,0,2,2,10,2,8,3,1,0,1,4,0,0,0,5,0,0,0,6,0,0,0,7,1,0,1,8,1,0,1,9,0,0,0,10,0,0,0,11,0,0,0,12,3,0,3,13,138,0,138,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3899,26,091600082,9,1,3,3,0,2,3,3,0,3,1,0,1,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,5,3,2,13,69,62,7,14,0,0,0,15,3,3,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3900,26,091600083,9,1,1,1,0,2,4,4,0,3,2,2,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,1,1,0,11,0,0,0,12,3,2,1,13,138,39,99,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3901,26,091600084,9,1,3,0,3,2,16,11,5,3,1,0,1,4,0,0,0,5,1,1,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,4,1,3,13,88,60,28,14,0,0,0,15,0,0,0,16,1,0,1,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,1,1,0,22,,,
3902,24,091600085,9,1,1,1,0,2,1,1,0,3,1,1,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,5,5,0,13,78,78,0,14,0,0,0,15,1,1,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3903,24,091600086,9,1,2,2,0,2,12,12,0,3,1,1,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,1,1,0,10,0,0,0,11,0,0,0,12,7,7,0,13,56,56,0,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3904,24,091600087,9,1,1,1,0,2,4,4,0,3,0,0,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,3,3,0,13,42,42,0,14,0,0,0,15,1,1,0,16,0,0,0,17,2,2,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3905,24,091600088,9,1,2,2,0,2,3,3,0,3,3,3,0,4,2,2,0,5,0,0,0,6,0,0,0,7,0,0,0,8,1,1,0,9,0,0,0,10,0,0,0,11,0,0,0,12,20,20,0,13,57,57,0,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3906,26,091600089,9,1,4,1,3,2,4,2,2,3,1,1,0,4,1,0,1,5,0,0,0,6,0,0,0,7,1,1,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,5,0,5,13,73,56,17,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3907,26,091600090,9,1,1,0,1,2,11,4,7,3,1,0,1,4,1,0,1,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,1,0,1,11,0,0,0,12,12,7,5,13,145,25,120,14,0,0,0,15,1,0,1,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3908,26,091600091,9,1,2,0,2,2,9,0,9,3,1,0,1,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,1,0,1,9,0,0,0,10,0,0,0,11,0,0,0,12,15,0,15,13,111,0,111,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,1,0,1,22,,,
3909,26,091600092,9,1,2,0,2,2,12,1,11,3,3,1,2,4,2,0,2,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,1,0,1,11,0,0,0,12,3,1,2,13,116,1,115,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3910,26,091600093,9,1,2,0,2,2,8,0,8,3,1,0,1,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,1,0,1,11,0,0,0,12,8,0,8,13,146,3,143,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3911,26,091600094,9,1,5,5,0,2,7,7,0,3,3,3,0,4,1,1,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,3,3,0,13,131,131,0,14,1,1,0,15,1,1,0,16,0,0,0,17,1,1,0,18,0,0,0,19,1,1,0,20,0,0,0,21,0,0,0,22,,,
3912,26,091600095,9,1,1,1,0,2,14,13,1,3,2,2,0,4,0,0,0,5,0,0,0,6,1,1,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,11,5,6,13,112,105,7,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3913,26,091600096,9,1,1,0,1,2,12,6,6,3,2,1,1,4,1,0,1,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,6,5,1,13,171,123,48,14,0,0,0,15,0,0,0,16,0,0,0,17,2,2,0,18,1,1,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3914,26,091600097,9,1,4,3,1,2,3,3,0,3,1,1,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,6,4,2,13,180,166,14,14,0,0,0,15,2,1,1,16,0,0,0,17,1,1,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3915,26,091600098,9,1,1,0,1,2,6,1,5,3,0,0,0,4,1,0,1,5,0,0,0,6,0,0,0,7,1,0,1,8,0,0,0,9,0,0,0,10,1,1,0,11,0,0,0,12,2,1,1,13,141,64,77,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3916,26,091600099,9,1,4,2,2,2,9,6,3,3,2,1,1,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,9,5,4,13,206,134,72,14,1,1,0,15,1,1,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,1,0,1,22,,,
3917,24,091600100,9,1,2,2,0,2,3,3,0,3,1,1,0,4,1,1,0,5,0,0,0,6,1,1,0,7,1,1,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,3,3,0,13,79,79,0,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,1,1,0,20,0,0,0,21,0,0,0,22,,,
3918,26,091600101,9,1,2,2,0,2,4,4,0,3,0,0,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,5,4,1,13,108,108,0,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3919,26,091600102,9,1,4,2,2,2,15,8,7,3,1,0,1,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,9,3,6,13,182,145,37,14,0,0,0,15,1,1,0,16,0,0,0,17,1,1,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3920,24,091600103,9,1,2,2,0,2,4,4,0,3,0,0,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,5,5,0,13,46,46,0,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3921,26,091600104,9,1,1,1,0,2,18,18,0,3,1,1,0,4,1,1,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,5,5,0,13,112,112,0,14,0,0,0,15,6,6,0,16,1,1,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3922,26,091600105,9,1,5,2,3,2,16,10,6,3,1,0,1,4,0,0,0,5,0,0,0,6,0,0,0,7,1,1,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,5,0,5,13,152,92,60,14,2,2,0,15,1,0,1,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3923,26,091600106,9,1,2,0,2,2,9,6,3,3,3,0,3,4,1,0,1,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,8,3,5,13,161,86,75,14,2,2,0,15,0,0,0,16,0,0,0,17,2,2,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3924,26,091600107,9,1,1,0,1,2,15,14,1,3,1,0,1,4,1,0,1,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,12,5,7,13,170,108,62,14,1,1,0,15,0,0,0,16,0,0,0,17,1,1,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3925,26,091600108,9,1,2,2,0,2,5,5,0,3,1,1,0,4,1,1,0,5,0,0,0,6,0,0,0,7,1,1,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,5,5,0,13,132,132,0,14,1,1,0,15,0,0,0,16,0,0,0,17,1,1,0,18,0,0,0,19,0,0,0,20,0,0,0,21,1,1,0,22,,,
3926,26,091600109,9,1,3,3,0,2,3,3,0,3,1,1,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,2,2,0,13,61,61,0,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3927,26,091600110,9,1,1,0,1,2,4,1,3,3,1,0,1,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,4,0,4,13,147,9,138,14,1,0,1,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,1,0,1,21,0,0,0,22,,,
3928,26,091600111,9,1,2,0,2,2,1,0,1,3,0,0,0,4,1,0,1,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,1,0,1,10,0,0,0,11,0,0,0,12,2,0,2,13,114,0,114,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3929,26,091600112,9,1,3,1,2,2,15,6,9,3,1,0,1,4,1,0,1,5,0,0,0,6,1,1,0,7,1,0,1,8,5,0,5,9,5,0,5,10,3,0,3,11,3,0,3,12,12,3,9,13,111,101,10,14,0,0,0,15,2,2,0,16,0,0,0,17,0,0,0,18,1,1,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3930,26,091600113,9,1,1,0,1,2,4,0,4,3,1,0,1,4,2,0,2,5,0,0,0,6,1,0,1,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,6,0,6,13,240,0,240,14,1,0,1,15,1,0,1,16,2,0,2,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,1,0,1,22,,,
3931,26,091600114,9,1,1,0,1,2,9,7,2,3,1,0,1,4,1,1,0,5,0,0,0,6,0,0,0,7,0,0,0,8,1,0,1,9,1,0,1,10,0,0,0,11,0,0,0,12,6,1,5,13,106,78,28,14,1,0,1,15,1,0,1,16,0,0,0,17,1,1,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3932,26,091600115,9,1,6,6,0,2,3,3,0,3,1,1,0,4,1,1,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,6,6,0,13,63,63,0,14,0,0,0,15,1,1,0,16,1,1,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3933,26,091600116,9,1,3,0,3,2,1,0,1,3,0,0,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,3,0,3,13,83,0,83,14,0,0,0,15,1,0,1,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3934,26,091600117,9,1,2,2,0,2,11,11,0,3,0,0,0,4,1,1,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,7,7,0,13,209,209,0,14,0,0,0,15,1,1,0,16,3,3,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3935,26,091600118,9,1,3,2,1,2,6,5,1,3,0,0,0,4,1,1,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,5,4,1,13,118,103,15,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3936,26,091600119,9,1,2,2,0,2,3,3,0,3,0,0,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,4,4,0,13,82,82,0,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3937,26,091600120,9,1,1,0,1,2,12,8,4,3,2,1,1,4,2,0,2,5,0,0,0,6,0,0,0,7,0,0,0,8,1,1,0,9,0,0,0,10,0,0,0,11,0,0,0,12,10,4,6,13,154,125,29,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3938,26,091600121,9,1,1,0,1,2,5,0,5,3,2,0,2,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,3,0,3,13,109,0,109,14,0,0,0,15,2,0,2,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3939,26,091600122,9,1,2,0,2,2,9,1,8,3,0,0,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,4,0,4,13,87,7,80,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3940,24,091600123,9,1,1,1,0,2,6,6,0,3,1,1,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,2,2,0,13,29,29,0,14,1,1,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3941,26,091600124,9,1,1,0,1,2,6,2,4,3,0,0,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,14,6,8,13,102,74,28,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,1,1,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3942,26,091600125,9,1,1,0,1,2,6,1,5,3,0,0,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,5,0,5,13,89,0,89,14,2,0,2,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3943,26,091600126,9,1,2,2,0,2,16,16,0,3,2,2,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,8,8,0,13,113,111,2,14,5,5,0,15,2,2,0,16,0,0,0,17,2,2,0,18,1,1,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3944,26,091600127,9,1,8,3,5,2,16,9,7,3,6,4,2,4,1,0,1,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,1,0,1,10,0,0,0,11,0,0,0,12,13,7,6,13,106,72,34,14,0,0,0,15,0,0,0,16,1,1,0,17,0,0,0,18,1,1,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3945,26,091600128,9,1,6,4,2,2,36,26,10,3,5,3,2,4,3,0,3,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,1,0,1,11,0,0,0,12,5,3,2,13,104,72,32,14,0,0,0,15,1,0,1,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3946,26,091600129,9,1,4,3,1,2,5,2,3,3,6,4,2,4,3,2,1,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,1,0,1,11,0,0,0,12,25,10,15,13,133,88,45,14,0,0,0,15,1,0,1,16,0,0,0,17,1,1,0,18,0,0,0,19,1,0,1,20,0,0,0,21,0,0,0,22,,,
3947,26,091600130,9,1,1,1,0,2,9,4,5,3,4,2,2,4,0,0,0,5,1,1,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,9,7,2,13,110,80,30,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3948,26,091600131,9,1,3,0,3,2,10,3,7,3,3,0,3,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,14,1,13,13,130,5,125,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3949,26,091600132,9,1,0,0,0,2,11,6,5,3,1,1,0,4,2,1,1,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,2,0,2,11,3,0,3,12,8,0,8,13,227,36,191,14,4,0,4,15,0,0,0,16,1,0,1,17,1,1,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3950,26,091600133,9,1,3,3,0,2,3,2,1,3,1,0,1,4,0,0,0,5,1,0,1,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,11,2,9,13,128,20,108,14,0,0,0,15,0,0,0,16,1,0,1,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3951,24,091600134,9,1,1,1,0,2,4,4,0,3,2,2,0,4,0,0,0,5,1,1,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,3,3,0,13,50,50,0,14,0,0,0,15,1,1,0,16,0,0,0,17,1,1,0,18,1,1,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3952,26,091600135,9,1,6,1,5,2,25,9,16,3,15,1,14,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,17,1,16,13,19,8,11,14,0,0,0,15,2,1,1,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3953,26,091600136,9,1,9,4,5,2,26,11,15,3,8,1,7,4,2,0,2,5,2,0,2,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,1,1,0,11,0,0,0,12,26,5,21,13,33,17,16,14,1,0,1,15,4,1,3,16,0,0,0,17,0,0,0,18,1,1,0,19,0,0,0,20,0,0,0,21,1,0,1,22,,,
3954,26,091600137,9,1,7,3,4,2,39,13,26,3,25,8,17,4,3,0,3,5,1,1,0,6,0,0,0,7,0,0,0,8,0,0,0,9,1,0,1,10,0,0,0,11,0,0,0,12,27,5,22,13,51,27,24,14,0,0,0,15,2,0,2,16,0,0,0,17,1,0,1,18,0,0,0,19,1,1,0,20,0,0,0,21,0,0,0,22,,,
3955,26,091600138,9,1,13,3,10,2,52,23,29,3,13,3,10,4,8,0,8,5,1,0,1,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,51,8,43,13,96,35,61,14,0,0,0,15,5,0,5,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
3956,26,091600139,9,1,3,1,2,2,22,5,17,3,6,0,6,4,3,0,3,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,27,5,22,13,52,16,36,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
