sid;ГЕРБ-СДС;ДПС;ПП/ДБ;ВЪЗР;БСП;ИТН;ВЕЛИЧИЕ;МЕЧ;npn;invalid;СИНЯ БЪЛГАРИЯ;СОЛИДАРНА БГ;ЦЕНТЪР;ВМРО БНД;ЛЕВИЦАТА;БВ;ЗЕЛЕНО ДВИЖЕНИЕ;ГЛАС НАРОДЕН;НИЕ ИДВАМЕ;ЗЕЛЕНИТЕ;ПРЯКА ДЕМОКРАЦИЯ;ЕДИНЕНИЕ;НИЕ ГРАЖДАНИТЕ;БЪЛГАРСКИ ГЛАСЪ;ГРАЖДАНСКИ БЛОК;НП ИСИ;НЕУТРАЛНА БЪЛГАРИЯ;ОБЩЕСТВО ЗА НОВА БГ;КОАЛИЦИЯ НА РОЗАТА;БНС-НД;ЗА ВЕЛИКА БЪЛГАРИЯ;БСДД;БНО;station_type;municipality;country_name;station;region_name;ekatte;place;address;municipality_name;eligible_voters
320480232;16;0;6;49;1;14;33;4;2;4;0;3;0;1;0;0;0;0;0;5;0;1;2;0;0;0;0;0;0;0;0;0;0;;4;Испания;232;32. Извън страната;119033;Испания, Мурсия;Испания, Мурсия;чужбина;50
320480233;8;1;8;18;0;10;10;8;1;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;4;Испания;233;32. Извън страната;119034;Испания, Олерия;Испания, Олерия;чужбина;7
320480234;4;5;13;6;0;8;13;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;;4;Испания;234;32. Извън страната;119035;Испания, Паленсия;Испания, Паленсия;чужбина;12
320480235;29;1;28;85;9;30;44;17;6;9;0;1;0;3;3;0;0;0;0;4;1;0;5;0;0;3;2;1;0;0;1;0;0;;4;Испания;235;32. Извън страната;119036;Испания, Палма де Майорка;Испания, Палма де Майорка 1;чужбина;50
320480236;33;1;36;64;4;34;59;7;0;0;0;2;0;0;0;2;0;0;5;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;4;Испания;236;32. Извън страната;119036;Испания, Палма де Майорка;Испания, Палма де Майорка 2;чужбина;5
320480237;22;15;37;39;0;33;20;35;2;0;0;1;3;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;;4;Испания;237;32. Извън страната;119037;Испания, Памплона;Испания, Памплона 1;чужбина;212
320480238;32;26;7;64;3;20;58;27;0;4;1;5;0;2;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;;4;Испания;238;32. Извън страната;119037;Испания, Памплона;Испания, Памплона 2;чужбина;6
320480239;13;0;5;25;0;8;20;6;1;2;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;4;Испания;239;32. Извън страната;119038;Испания, Пуерто де Сагунто;Испания, Пуерто де Сагунто;чужбина;0
320480240;7;0;7;22;1;8;21;6;6;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;;4;Испания;240;32. Извън страната;119039;Испания, Реус;Испания, Реус;чужбина;41
320480241;28;2;18;41;1;16;10;14;2;14;1;1;1;0;2;1;1;0;0;0;1;1;2;0;0;0;0;0;1;0;1;0;0;;4;Испания;241;32. Извън страната;119040;Испания, Салоу;Испания, Салоу;чужбина;24
320480242;7;0;3;17;0;3;17;0;0;0;0;0;2;0;0;1;2;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;;4;Испания;242;32. Извън страната;119041;Испания, Сантани;Испания, Сантани;чужбина;10
320480243;15;0;15;33;4;15;17;2;5;3;0;0;0;1;0;0;0;0;0;2;4;0;2;0;0;0;0;0;0;0;0;0;0;;4;Испания;243;32. Извън страната;119042;Испания, Сарагоса;Испания, Сарагоса;чужбина;45
320480244;0;0;14;25;1;6;20;8;5;0;1;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;;4;Испания;244;32. Извън страната;119043;Испания, Сарон;Испания, Сарон;чужбина;18
320480245;4;0;24;22;2;3;10;5;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;Испания;245;32. Извън страната;119044;Испания, Севиля;Испания, Севиля;чужбина;8
320480246;22;9;12;42;4;27;29;46;7;4;1;1;4;2;1;2;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;;4;Испания;246;32. Извън страната;119045;Испания, Сеговия;Испания, Сеговия;чужбина;6
320480247;3;1;0;5;1;4;0;10;2;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;Испания;247;32. Извън страната;119046;Испания, Сория;Испания, Сория;чужбина;0
320480248;4;9;3;5;4;11;11;2;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;;4;Испания;248;32. Извън страната;119047;Испания, Тафая;Испания, Тафая;чужбина;3
320480249;16;0;35;37;4;8;17;5;3;2;7;4;0;0;0;1;2;2;1;1;1;0;3;2;0;0;0;0;0;0;0;0;0;;4;Испания;249;32. Извън страната;119048;Испания, Тенерифе;Испания, Тенерифе;чужбина;32
320480250;39;4;30;89;7;49;64;9;3;0;0;4;5;1;0;1;0;0;1;0;1;0;0;0;0;0;2;0;1;0;0;1;0;;4;Испания;250;32. Извън страната;119049;Испания, Торевиеха;Испания, Торевиеха;чужбина;16
320480251;7;4;9;35;2;11;10;7;2;1;0;2;4;1;1;0;0;0;1;2;0;0;0;1;0;0;1;0;0;0;0;0;0;;4;Испания;251;32. Извън страната;119050;Испания, Тудела;Испания, Тудела;чужбина;36
320480252;15;1;11;16;2;17;15;13;4;4;0;0;4;0;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0;1;0;0;0;;4;Испания;252;32. Извън страната;119051;Испания, Уеркал - Овера;Испания, Уеркал – Овера;чужбина;2
320480253;8;0;2;10;2;9;16;6;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;Испания;253;32. Извън страната;119052;Испания, Фигерес;Испания, Фигерес;чужбина;47
320480254;3;13;2;8;0;21;4;7;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;Испания;254;32. Извън страната;119053;Испания, Фрага;Испания, Фрага;чужбина;5
320480255;21;2;5;59;2;16;23;6;3;3;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;4;0;0;0;0;1;0;0;;4;Испания;255;32. Извън страната;119054;Испания, Хатива;Испания, Хатива 1;чужбина;6
320480256;21;1;11;47;5;21;31;8;2;4;1;0;4;1;0;1;0;0;1;2;0;1;3;0;0;0;0;0;0;0;0;0;0;;4;Испания;256;32. Извън страната;119054;Испания, Хатива;Испания, Хатива 2;чужбина;0
320480257;39;3;55;92;5;59;71;18;4;6;1;1;2;0;3;0;4;0;0;2;2;0;2;0;0;0;0;0;1;0;1;0;0;;4;Испания;257;32. Извън страната;119055;Испания, Хетафе;Испания, Хетафе;чужбина;42
320490260;5;0;6;2;0;6;3;10;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;4;Италия;260;32. Извън страната;120002;Италия, Абадия ди Монтепулчано;Италия, Абадия ди Монтепулчано;чужбина;46
320490261;9;0;3;20;2;6;7;7;4;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;4;Италия;261;32. Извън страната;120003;Италия, Акония ди Куринга;Италия, Акония ди Куринга;чужбина;40
320490262;8;2;6;26;1;8;6;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;;4;Италия;262;32. Извън страната;120004;Италия, Анкона;Италия, Анкона;чужбина;44
320490263;18;0;48;23;4;6;16;5;2;0;0;2;3;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;;4;Италия;263;32. Извън страната;120005;Италия, Болоня;Италия, Болоня (Почетно консулство);чужбина;35
320490264;19;0;35;35;3;4;14;4;2;2;0;0;2;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;2;0;0;;4;Италия;264;32. Извън страната;120006;Италия, Верона;Италия, Верона;чужбина;33
320490265;6;1;5;23;3;14;16;4;3;4;1;0;2;1;0;2;1;1;1;4;1;0;3;0;0;0;0;0;0;0;2;0;0;;4;Италия;265;32. Извън страната;120007;Италия, Генуа;Италия, Генуа;чужбина;9
320490266;3;0;0;30;0;8;2;6;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;;4;Италия;266;32. Извън страната;120008;Италия, Колеферо;Италия, Колеферо ;чужбина;1
320490267;34;2;59;68;5;20;19;15;3;5;4;1;4;0;2;0;0;1;3;1;3;1;2;0;1;1;1;0;0;0;0;0;0;;4;Италия;267;32. Извън страната;120009;Италия, Милано;Италия, Милано (Българско училище 1);чужбина;64
320490268;26;1;39;58;11;17;23;18;7;6;5;1;5;1;4;0;3;0;2;1;1;0;1;0;0;0;0;0;0;0;0;2;0;;4;Италия;268;32. Извън страната;120009;Италия, Милано;Италия, Милано (Българско училище 2);чужбина;14
320490269;29;2;92;63;1;9;31;11;6;4;5;2;4;0;0;0;1;0;1;3;1;1;0;0;0;0;1;0;0;0;0;0;0;;4;Италия;269;32. Извън страната;120009;Италия, Милано;Италия, Милано (Българско училище 3);чужбина;12
320490270;23;1;32;39;4;9;6;6;0;6;2;0;0;1;0;0;2;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;;4;Италия;270;32. Извън страната;120010;Италия, Неапол;Италия, Неапол (Почетно консулство);чужбина;43
320490271;9;0;13;37;4;14;13;13;3;4;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;Италия;271;32. Извън страната;120011;Италия, Нетуно;Италия, Нетуно;чужбина;15
320490272;10;0;14;11;1;21;9;3;5;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;Италия;272;32. Извън страната;120012;Италия, Перуджа;Италия, Перуджа;чужбина;6
320490273;11;0;9;21;1;19;6;2;0;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;4;Италия;273;32. Извън страната;120013;Италия, Пескара;Италия, Пескара;чужбина;36
320490274;9;0;10;22;4;8;5;0;2;3;0;1;0;1;1;0;0;0;1;3;0;0;0;1;0;0;1;0;0;0;0;0;1;;4;Италия;274;32. Извън страната;120014;Италия, Понтедера;Италия, Понтедера;чужбина;3
320490258;21;1;48;34;4;14;16;3;8;0;7;1;5;3;2;0;2;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;;4;Италия;258;32. Извън страната;120001;Италия, Рим;Италия, Рим (Посолство 1);чужбина;51
320490259;19;3;53;29;3;7;12;3;5;1;2;3;0;0;1;0;2;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;4;Италия;259;32. Извън страната;120001;Италия, Рим;Италия, Рим (Посолство 2);чужбина;3
320490275;11;1;13;20;7;4;11;2;2;2;0;2;2;3;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;;4;Италия;275;32. Извън страната;120015;Италия, Римини;Италия, Римини;чужбина;15
320490276;6;0;4;6;1;3;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;Италия;276;32. Извън страната;120016;Италия, Салерно;Италия, Салерно;чужбина;43
320490277;7;0;6;11;2;1;5;6;3;1;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;4;Италия;277;32. Извън страната;120017;Италия, Сиена;Италия, Сиена;чужбина;19
320490278;6;0;26;13;0;7;7;2;7;3;1;0;2;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;;4;Италия;278;32. Извън страната;120018;Италия, Торино;Италия, Торино;чужбина;80
320490279;3;1;15;30;19;8;12;3;2;0;0;0;1;0;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;2;0;0;0;;4;Италия;279;32. Извън страната;120019;Италия, Тренто;Италия, Тренто;чужбина;69
320490280;7;0;25;37;3;9;15;1;5;3;1;1;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;;4;Италия;280;32. Извън страната;120020;Италия, Триест;Италия, Триест;чужбина;30
320490281;10;0;3;16;0;10;0;4;0;2;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;4;Италия;281;32. Извън страната;120021;Италия, Тури;Италия, Тури (Българско училище);чужбина;47
320490282;12;1;23;10;1;3;5;0;1;2;0;0;2;1;0;0;3;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;;4;Италия;282;32. Извън страната;120022;Италия, Флоренция;Италия, Флоренция;чужбина;7
320490283;5;1;3;19;1;4;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;4;Италия;283;32. Извън страната;120023;Италия, Фоджа;Италия, Фоджа;чужбина;51
320490284;27;4;8;46;7;20;9;36;6;8;0;1;2;1;0;1;0;0;0;2;1;0;1;0;0;0;1;0;0;0;0;0;0;;4;Италия;284;32. Извън страната;120024;Италия, Чезена;Италия, Чезена;чужбина;58
320500285;6;2;4;14;3;1;0;0;1;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;;5;Йордания;285;32. Извън страната;116001;Йордания, Аман;Йордания, Аман (Посолство);чужбина;9
320540287;33;0;56;105;7;26;52;2;8;1;0;4;1;0;0;0;3;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;;5;Канада;287;32. Извън страната;121002;Канада, Брамптън;Канада, Брамптън;чужбина;14
320540288;26;0;90;61;6;9;28;1;2;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;Канада;288;32. Извън страната;121003;Канада, Ванкувър;Канада, Ванкувър;чужбина;45
320540289;10;1;50;74;5;17;20;6;2;2;5;0;1;2;0;1;1;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;5;Канада;289;32. Извън страната;121004;Канада, Вон;Канада, Вон;чужбина;25
320540290;1;0;10;27;0;7;15;0;0;2;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;;5;Канада;290;32. Извън страната;121005;Канада, Едмънтън;Канада, Едмънтън;чужбина;15
320540291;8;0;46;44;2;4;26;1;0;5;2;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;;5;Канада;291;32. Извън страната;121006;Канада, Калгари;Канада, Калгари;чужбина;18
320540292;0;0;14;11;0;4;2;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;;5;Канада;292;32. Извън страната;121007;Канада, Квебек;Канада, Квебек;чужбина;41
320540293;2;0;21;18;5;1;8;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;5;Канада;293;32. Извън страната;121008;Канада, Китченер;Канада, Китченер;чужбина;14
320540294;15;0;82;140;2;26;48;2;4;4;2;0;0;4;0;0;2;1;1;0;5;2;3;0;0;0;0;0;0;1;1;0;0;;5;Канада;294;32. Извън страната;121009;Канада, Монреал;Канада, Монреал 1, Българска православна църква „Свети Иван Рилски“;чужбина;55
320540295;14;0;65;78;4;14;26;0;0;3;1;1;1;0;1;1;2;0;1;0;4;0;2;0;0;0;0;0;0;0;0;0;0;;5;Канада;295;32. Извън страната;121009;Канада, Монреал;Канада, Монреал 2, Кот де Неж;чужбина;13
320540296;8;0;50;45;4;13;9;1;2;1;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;5;Канада;296;32. Извън страната;121009;Канада, Монреал;Канада, Монреал 3, Гринфийлд парк;чужбина;24
320540297;5;0;27;30;3;10;12;3;0;2;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;;5;Канада;297;32. Извън страната;121009;Канада, Монреал;Канада, Монреал 4, Южен бряг;чужбина;13
320540298;6;0;42;39;2;10;17;2;3;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;Канада;298;32. Извън страната;121009;Канада, Монреал;Канада, Монреал 5, Западен бряг;чужбина;9
320540299;12;0;13;22;1;3;19;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;5;Канада;299;32. Извън страната;121010;Канада, Ниагара Фолс;Канада, Ниагара Фолс;чужбина;4
320540286;16;0;65;64;5;16;12;2;0;5;3;3;1;0;0;3;1;1;3;1;3;0;1;0;0;0;0;0;0;0;0;0;0;;5;Канада;286;32. Извън страната;121001;Канада, Отава;Канада, Отава (Посолство);чужбина;24
320540300;17;0;42;45;1;4;18;2;3;10;0;0;1;1;2;0;2;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;;5;Канада;300;32. Извън страната;121011;Канада, Торонто;Канада, Торонто (Генерално консулство 1);чужбина;38
320540301;17;1;72;69;0;9;39;8;2;1;4;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;5;Канада;301;32. Извън страната;121011;Канада, Торонто;Канада, Торонто (Генерално консулство 2);чужбина;7
320550302;5;0;23;7;2;4;1;0;3;2;1;0;1;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;;5;Катар;302;32. Извън страната;122001;Катар, Доха;Катар, Доха (Посолство);чужбина;6
320560305;20;7;3;10;0;5;10;2;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;Кипър;305;32. Извън страната;123002;Кипър, Дали;Кипър, Дали;чужбина;0
320560306;23;0;29;69;8;22;25;15;11;16;2;5;1;0;3;0;0;1;0;1;2;1;0;0;0;1;1;0;1;0;1;1;0;;5;Кипър;306;32. Извън страната;123003;Кипър, Ларнака;Кипър, Ларнака;чужбина;11
320560307;24;32;24;80;2;14;41;30;5;21;2;3;6;2;1;1;2;1;1;0;1;3;3;0;0;2;0;1;0;0;0;0;0;;5;Кипър;307;32. Извън страната;123004;Кипър, Лимасол;Кипър, Лимасол;чужбина;24
320560303;31;105;40;66;7;16;38;9;7;18;2;2;2;1;1;1;2;2;0;1;1;0;0;0;2;0;0;0;0;0;0;1;0;;5;Кипър;303;32. Извън страната;123001;Кипър, Никозия;Кипър, Никозия (Посолство 1);чужбина;67
320560304;10;7;5;25;1;9;25;4;2;2;0;2;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;Кипър;304;32. Извън страната;123001;Кипър, Никозия;Кипър, Никозия (Посолство 2);чужбина;16
320560308;30;2;15;75;2;30;19;15;3;30;7;1;1;2;1;1;3;0;1;4;4;0;0;0;0;0;0;0;0;0;2;0;0;;5;Кипър;308;32. Извън страната;123005;Кипър, Паралимни;Кипър, Паралимни;чужбина;24
320560309;27;2;41;67;6;18;37;11;3;25;3;3;1;0;0;0;2;1;0;1;3;1;0;2;0;0;0;0;0;0;0;0;0;;5;Кипър;309;32. Извън страната;123006;Кипър, Пафос;Кипър, Пафос;чужбина;21
320560310;20;2;6;16;5;8;3;6;6;1;1;0;2;3;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;;5;Кипър;310;32. Извън страната;123007;Кипър, Полис Хрисохус;Кипър, Полис Хрисохус;чужбина;0
320570311;5;0;5;7;6;4;0;0;2;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;Китай;311;32. Извън страната;124001;Китай, Пекин;Китай, Пекин (Посолство);чужбина;12
320570312;3;1;19;7;1;0;0;1;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;Китай;312;32. Извън страната;124002;Китай, Шанхай;Китай, Шанхай (Генерално консулство);чужбина;14
320610313;28;1;19;36;6;22;23;14;9;2;1;0;4;6;0;0;1;2;0;5;1;0;1;0;1;1;0;0;1;0;0;0;0;;6;Косово;313;32. Извън страната;125001;Косово, Прищина;Косово, Прищина (Посолство);чужбина;94
320640314;14;1;9;11;2;2;5;0;2;3;1;0;0;1;3;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;6;Кувейт;314;32. Извън страната;126001;Кувейт, Кувейт;Кувейт, Кувейт (Посолство);чужбина;5
320680315;6;0;6;11;1;3;6;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;6;Ливан;315;32. Извън страната;127001;Ливан, Бейрут;Ливан, Бейрут (Посолство);чужбина;4
320710316;48;0;224;32;13;10;12;5;10;2;13;11;0;0;4;3;3;1;2;3;2;0;0;0;0;0;0;1;0;1;0;0;0;;7;Люксембург;316;32. Извън страната;128001;Люксембург, Люксембург;Люксембург, Люксембург;чужбина;79
320710317;19;0;141;33;5;11;11;0;4;3;12;2;2;0;0;1;0;0;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;;7;Люксембург;317;32. Извън страната;128001;Люксембург, Люксембург;Люксембург, Люксембург – Щрасен;чужбина;32
320760318;21;0;29;42;2;24;15;7;7;4;0;4;2;3;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;;7;Малта;318;32. Извън страната;129001;Малта, Буджиба;Малта, Буджиба;чужбина;13
320760319;29;0;43;46;4;28;24;2;4;0;6;6;2;0;0;0;1;1;1;2;2;0;0;0;0;1;2;0;0;0;0;0;0;;7;Малта;319;32. Извън страната;129002;Малта, Сейнт Джулианс;Малта, Сейнт Джулианс;чужбина;34
320770320;8;0;9;3;2;0;2;1;1;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;7;Мароко;320;32. Извън страната;130001;Мароко, Рабат;Мароко, Рабат (Посолство);чужбина;4
320800323;1;1;0;15;6;0;0;1;1;5;0;1;43;1;0;1;0;2;1;0;0;3;0;0;0;1;0;1;1;0;0;0;0;;8;Молдова;323;32. Извън страната;131003;Молдова, Кахул;Молдова, Кахул;чужбина;1
320800321;10;0;19;38;5;2;7;0;3;37;2;1;12;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;8;Молдова;321;32. Извън страната;131001;Молдова, Кишинев;Молдова, Кишинев (Посолство);чужбина;8
320800324;2;1;2;5;2;0;0;0;0;4;2;0;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;;8;Молдова;324;32. Извън страната;131004;Молдова, Комрат;Молдова, Комрат;чужбина;0
320800325;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;8;Молдова;325;32. Извън страната;131005;Молдова, Копчак;Молдова, Копчак;чужбина;0
320800322;8;0;3;55;5;3;6;0;0;6;0;0;9;2;0;0;0;0;0;0;0;1;0;5;10;0;2;0;0;0;1;0;0;;8;Молдова;322;32. Извън страната;131002;Молдова, Тараклия;Молдова, Тараклия (Консулство);чужбина;1
320800326;7;0;3;9;0;1;1;0;2;15;1;0;92;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;8;Молдова;326;32. Извън страната;131006;Молдова, Твардица;Молдова, Твардица;чужбина;0
320800327;3;1;0;19;6;1;0;0;1;17;0;0;21;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;1;1;0;;8;Молдова;327;32. Извън страната;131007;Молдова, Чадър-Лунга;Молдова, Чадър-Лунга;чужбина;1
320870332;33;1;269;37;3;30;35;21;41;4;15;1;13;0;3;1;6;3;3;2;1;2;0;2;0;1;0;3;0;0;0;0;0;;8;Нидерландия;332;32. Извън страната;132002;Нидерландия, Айндховен;Нидерландия, Айндховен;чужбина;83
320870333;25;4;206;28;4;20;18;22;10;2;9;2;4;2;1;0;5;2;3;4;0;1;0;0;0;1;0;0;0;0;1;0;0;;8;Нидерландия;333;32. Извън страната;132003;Нидерландия, Амстердам;Нидерландия, Амстердам 1;чужбина;80
320870334;18;1;142;22;5;22;23;14;8;7;7;2;2;2;0;0;7;2;2;1;1;1;1;0;0;0;0;0;0;0;1;0;0;;8;Нидерландия;334;32. Извън страната;132003;Нидерландия, Амстердам;Нидерландия, Амстердам 2;чужбина;5
320870335;7;2;52;16;1;8;6;2;4;0;2;0;2;0;1;0;6;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;8;Нидерландия;335;32. Извън страната;132004;Нидерландия, Арнем;Нидерландия, Арнем;чужбина;12
320870336;20;2;116;31;6;26;23;17;9;2;0;1;8;1;0;2;8;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;8;Нидерландия;336;32. Извън страната;132005;Нидерландия, Бреда;Нидерландия, Бреда;чужбина;63
320870337;14;0;58;11;3;7;4;6;14;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;8;Нидерландия;337;32. Извън страната;132006;Нидерландия, Ваалс;Нидерландия, Ваалс;чужбина;16
320870338;13;0;33;26;0;22;5;5;6;1;2;0;8;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;;8;Нидерландия;338;32. Извън страната;132007;Нидерландия, Венло;Нидерландия, Венло;чужбина;9
320870339;20;0;109;15;2;8;10;5;16;0;3;0;3;0;0;0;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;8;Нидерландия;339;32. Извън страната;132008;Нидерландия, Грьонинген;Нидерландия, Грьонинген;чужбина;66
320870340;8;0;107;14;2;10;11;2;5;2;5;0;3;1;0;0;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;;8;Нидерландия;340;32. Извън страната;132009;Нидерландия, Делфт;Нидерландия, Делфт;чужбина;54
320870341;7;0;54;18;2;6;11;18;13;6;3;1;3;1;0;0;3;3;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;;8;Нидерландия;341;32. Извън страната;132010;Нидерландия, Енсхеде;Нидерландия, Енсхеде;чужбина;34
320870342;6;8;8;14;0;1;14;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;8;Нидерландия;342;32. Извън страната;132011;Нидерландия, Заандам;Нидерландия, Заандам;чужбина;45
320870343;0;0;14;13;3;6;9;7;2;1;1;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;;8;Нидерландия;343;32. Извън страната;132012;Нидерландия, Лелистад;Нидерландия, Лелистад;чужбина;63
320870344;2;1;38;3;2;4;9;1;11;0;2;1;2;0;1;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;;8;Нидерландия;344;32. Извън страната;132013;Нидерландия, Леуварден;Нидерландия, Леуварден;чужбина;31
320870345;9;7;74;15;4;8;8;6;0;6;1;1;1;2;0;0;2;0;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0;;8;Нидерландия;345;32. Извън страната;132014;Нидерландия, Маастрихт;Нидерландия, Маастрихт;чужбина;29
320870346;6;5;28;15;3;8;4;1;4;1;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;8;Нидерландия;346;32. Извън страната;132015;Нидерландия, Наймехен;Нидерландия, Наймехен;чужбина;19
320870347;22;21;118;42;6;29;32;60;8;7;2;3;3;4;0;3;3;2;1;1;1;2;1;1;0;0;0;1;0;0;0;0;0;;8;Нидерландия;347;32. Извън страната;132016;Нидерландия, Ротердам;Нидерландия, Ротердам;чужбина;51
