sid;Движение 21;БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ;БНС-НД;НОВОТО ВРЕМЕ;ОБЕДИНЕНА БЪЛГАРИЯ;СОЦИАЛДЕМ. ПАРТИЯ;РЕФОРМАТОРСКИ БЛОК;Нова България;ГЕРБ;ОБЩЕСТВО ЗА НОВА БГ;АТАКА;НДСВ;ББЦ;АБВ;ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ;НОВА АЛТЕРНАТИВА;ДЕСНИТЕ;ДПС;Глас Народен;ПАРТИЯ НА ЗЕЛЕНИТЕ;НОВА СИЛА;БСП;ЗЕЛЕНИТЕ;ПФ (НФСБ-ВМРО);РЕПУБЛИКА БГ;независими;npn;invalid;station_type;municipality;municipality_name;country_name;station;region_name;place;ekatte;address;eligible_voters
042200021;1;2;0;1;0;2;2;1;44;1;10;1;4;5;1;0;1;154;0;1;0;118;1;13;0;0;0;34;;22;Павликени;България;21;-;с.Батак;2823;-;690
042200022;4;2;6;0;0;0;8;1;48;1;18;0;20;27;0;0;0;89;1;0;3;100;1;31;0;0;0;25;;22;Павликени;България;22;-;с.Бутово;7123;-;708
042200023;0;2;0;0;2;0;7;2;105;0;20;0;39;6;0;1;0;53;3;1;0;65;3;35;0;0;0;25;;22;Павликени;България;23;-;гр.Бяла черква;7716;-;762
042200024;1;3;1;0;1;2;9;2;72;0;3;0;18;9;0;0;1;38;0;0;1;42;0;22;0;0;0;18;;22;Павликени;България;24;-;гр.Бяла черква;7716;-;684
042200025;1;1;1;0;0;1;4;1;40;0;3;1;31;9;1;1;1;64;0;1;1;80;0;6;1;0;0;34;;22;Павликени;България;25;-;гр.Бяла черква;7716;-;868
042200026;0;2;1;0;1;1;8;2;33;0;11;0;15;9;1;0;0;1;1;0;0;38;1;9;0;0;0;13;;22;Павликени;България;26;-;с.Вишовград;11380;-;268
042200027;0;0;0;0;0;0;1;1;17;0;11;0;6;0;1;1;2;276;2;1;0;36;0;3;0;0;0;18;;22;Павликени;България;27;-;с.Върбовка;12783;-;627
042200028;0;0;0;0;0;0;2;0;5;0;1;0;0;3;1;1;0;225;0;0;0;12;0;0;0;0;0;10;;22;Павликени;България;28;-;с.Върбовка;12783;-;412
042200029;3;2;0;0;3;1;8;0;38;0;22;0;10;2;0;0;0;19;0;0;0;62;1;17;0;0;0;14;;22;Павликени;България;29;-;с.Горна Липница;16290;-;414
042200030;1;3;1;0;1;0;10;1;62;0;22;1;20;2;2;0;0;17;0;1;1;58;1;36;0;0;0;22;;22;Павликени;България;30;-;с.Долна Липница;22160;-;596
042200031;0;0;0;0;1;1;3;1;49;0;3;0;4;4;1;2;0;58;1;0;0;75;0;5;0;0;0;12;;22;Павликени;България;31;-;с.Димча;21138;-;316
042200032;1;3;0;0;0;0;35;0;20;0;8;2;11;5;3;0;0;7;1;1;0;42;0;10;2;0;0;19;;22;Павликени;България;32;-;с.Дъскот;24685;-;323
042200033;4;0;0;0;1;0;7;0;90;0;20;0;22;11;1;0;0;9;2;0;0;52;0;16;0;0;0;22;;22;Павликени;България;33;-;с.Караисен;36289;-;503
042200034;4;0;0;0;0;0;9;0;58;0;16;0;17;9;0;0;0;6;0;0;0;47;0;22;1;0;0;9;;22;Павликени;България;34;-;с.Караисен;36289;-;425
042200035;0;2;1;0;7;0;15;0;68;0;7;1;7;8;2;0;0;17;0;1;2;60;0;17;1;0;0;15;;22;Павликени;България;35;-;с.Лесичери;43356;-;412
042200036;3;2;0;0;0;2;8;0;73;0;13;1;20;14;2;0;1;5;0;0;2;82;0;20;2;0;0;19;;22;Павликени;България;36;-;с.Михалци;48550;-;564
042200037;2;0;0;0;0;0;1;0;18;0;6;1;11;4;0;0;0;4;0;0;0;39;0;6;0;0;0;8;;22;Павликени;България;37;-;с.Мусина;49429;-;153
042200038;0;0;0;0;0;0;2;0;53;0;12;0;33;1;1;0;0;17;1;1;0;69;0;18;0;0;0;22;;22;Павликени;България;38;-;с.Недан;51295;-;457
042200039;0;1;1;0;0;2;2;1;41;0;9;2;19;4;0;0;1;162;0;2;0;58;0;13;0;0;0;32;;22;Павликени;България;39;-;с.Недан;51295;-;742
042200040;0;0;0;0;0;0;1;1;22;0;5;0;16;0;0;0;1;0;1;0;1;57;2;5;0;0;0;10;;22;Павликени;България;40;-;с.Паскалевец;55508;-;169
042200041;6;0;0;0;1;0;7;1;73;0;15;0;16;6;0;0;7;10;0;0;1;75;2;15;0;0;0;29;;22;Павликени;България;41;-;с.Патреш;55573;-;422
042200042;0;0;1;0;0;1;1;0;14;0;2;0;10;0;0;0;1;30;0;0;0;31;0;4;1;0;0;2;;22;Павликени;България;42;-;с.Росица;63080;-;134
042200043;0;0;0;0;0;2;2;2;42;0;11;1;12;5;0;0;7;10;0;0;1;43;0;20;0;0;0;24;;22;Павликени;България;43;-;с.Сломер;67475;-;341
042200044;1;0;0;0;0;1;3;0;36;0;10;0;6;5;0;1;0;157;0;0;0;55;0;9;0;0;0;18;;22;Павликени;България;44;-;с.Стамболово;68708;-;616
042200045;0;2;0;1;0;0;2;0;2;0;1;0;1;4;0;0;0;0;0;0;0;4;0;0;0;0;0;5;;22;Павликени;България;45;-;с.Караисен;36289;-;33
042600001;3;4;0;1;0;1;32;2;101;2;18;1;31;20;2;1;7;13;8;1;0;81;1;39;7;0;0;21;;26;Полски Тръмбеш;България;1;-;гр.Полски Тръмбеш;57354;-;876
042600002;2;0;0;0;0;1;14;2;114;0;29;1;22;15;1;5;3;4;9;0;2;101;0;25;0;0;0;21;;26;Полски Тръмбеш;България;2;-;гр.Полски Тръмбеш;57354;-;816
042600003;6;0;0;0;1;1;16;5;72;0;26;0;28;3;1;1;3;21;3;2;0;88;0;34;3;0;0;16;;26;Полски Тръмбеш;България;3;-;гр.Полски Тръмбеш;57354;-;812
042600004;0;0;0;0;1;1;7;2;60;0;13;0;22;6;1;1;5;254;0;0;1;29;0;25;2;0;0;19;;26;Полски Тръмбеш;България;4;-;гр.Полски Тръмбеш;57354;-;890
042600005;4;2;0;0;2;0;18;1;134;0;27;0;36;12;0;0;6;9;6;1;1;84;1;42;4;0;0;16;;26;Полски Тръмбеш;България;5;-;гр.Полски Тръмбеш;57354;-;879
042600006;1;0;0;0;0;0;4;11;72;0;11;1;14;26;1;1;4;129;0;0;1;53;1;11;2;0;0;28;;26;Полски Тръмбеш;България;6;-;с.Раданово;61279;-;703
042600007;1;0;1;0;0;0;0;3;40;0;8;0;7;12;1;3;4;263;0;1;0;32;0;11;2;0;0;24;;26;Полски Тръмбеш;България;7;-;с.Раданово;61279;-;699
042600008;1;1;0;1;2;1;5;0;45;0;1;1;15;3;0;1;1;35;3;1;0;61;0;3;0;0;0;36;;26;Полски Тръмбеш;България;8;-;с.Орловец;53905;-;451
042600009;0;0;0;0;0;0;7;1;28;0;16;2;24;9;0;0;3;12;1;0;0;30;1;7;2;0;0;11;;26;Полски Тръмбеш;България;9;-;с.Каранци;36405;-;260
042600010;0;0;0;0;5;0;13;1;59;0;41;1;22;6;2;0;6;0;0;1;1;75;0;20;6;0;0;16;;26;Полски Тръмбеш;България;10;-;с.Масларево;47439;-;530
042600011;0;2;0;0;0;0;4;1;17;0;1;0;3;4;0;1;0;0;0;0;0;24;0;4;0;0;0;3;;26;Полски Тръмбеш;България;11;-;с.Вързулица;12869;-;112
042600012;2;0;0;0;3;0;7;1;66;0;22;0;22;11;3;0;0;4;0;0;0;102;0;16;5;0;0;26;;26;Полски Тръмбеш;България;12;-;с.Обединение;53014;-;628
042600013;1;2;0;1;5;0;4;1;63;0;11;0;20;2;0;0;2;0;0;0;0;81;0;16;4;0;0;9;;26;Полски Тръмбеш;България;13;-;с.Иванча;32175;-;381
042600014;2;1;0;0;2;0;19;1;66;1;13;1;11;16;1;0;1;0;0;1;1;107;2;36;6;0;0;26;;26;Полски Тръмбеш;България;14;-;с.Полски Сеновец;57340;-;550
042600015;0;0;0;0;0;0;3;0;10;0;3;1;1;0;0;0;0;2;0;0;0;110;0;6;0;0;0;4;;26;Полски Тръмбеш;България;15;-;с.Стефан Стамболово;17467;-;171
042600016;3;2;0;0;0;0;12;0;55;0;13;1;21;11;1;1;1;0;2;1;3;85;0;38;1;0;0;17;;26;Полски Тръмбеш;България;16;-;с.Павел;55018;-;662
042600017;0;2;0;2;2;1;8;3;101;1;17;0;23;10;0;1;4;2;2;1;0;53;0;26;16;0;0;43;;26;Полски Тръмбеш;България;17;-;с.Страхилово;69732;-;786
042600018;3;0;0;0;0;0;13;1;51;0;38;0;11;5;0;1;2;218;2;2;0;23;1;18;2;0;0;22;;26;Полски Тръмбеш;България;18;-;с.Петко Каравелово;65471;-;670
042600019;0;1;0;1;0;0;3;0;28;1;14;0;7;3;0;2;2;371;2;2;0;18;0;3;6;0;0;20;;26;Полски Тръмбеш;България;19;-;с.Петко Каравелово;65471;-;727
042600020;0;1;2;0;1;0;5;0;46;0;17;0;13;7;0;1;2;98;0;0;0;62;2;17;1;0;0;12;;26;Полски Тръмбеш;България;20;-;с.Куцина;40782;-;531
042600021;6;1;2;0;3;0;25;1;104;0;21;2;29;9;0;1;8;4;4;3;0;47;0;46;9;0;0;20;;26;Полски Тръмбеш;България;21;-;с.Климентово;41246;-;711
042800001;0;0;0;1;1;0;19;1;24;0;8;1;9;6;0;1;2;200;1;0;0;11;0;11;3;0;0;24;;28;Свищов;България;1;-;гр.Свищов;65766;-;686
042800002;8;1;0;0;2;0;62;1;69;3;13;0;11;8;1;0;2;59;6;0;0;38;0;14;2;0;0;16;;28;Свищов;България;2;-;гр.Свищов;65766;-;516
042800003;0;1;0;0;1;0;26;0;50;0;15;0;12;6;0;0;1;13;2;0;1;22;0;15;4;0;0;19;;28;Свищов;България;3;-;гр.Свищов;65766;-;496
042800004;0;0;0;0;0;0;8;0;5;0;1;0;1;2;0;0;0;1;0;0;0;3;0;1;1;0;0;4;;28;Свищов;България;4;-;гр.Свищов;65766;-;48
042800005;2;1;1;1;1;0;40;0;88;2;16;0;12;9;1;0;0;93;5;1;1;36;1;14;8;0;0;16;;28;Свищов;България;5;-;гр.Свищов;65766;-;661
042800006;3;2;0;0;3;0;44;3;61;0;16;0;8;14;2;3;4;4;4;0;1;54;0;23;10;0;0;10;;28;Свищов;България;6;-;гр.Свищов;65766;-;488
042800007;11;0;0;0;1;1;83;2;93;0;28;0;17;22;2;0;2;11;4;0;0;87;2;31;1;0;0;22;;28;Свищов;България;7;-;гр.Свищов;65766;-;777
042800009;0;0;1;0;1;0;15;2;32;0;3;0;3;3;0;0;1;205;3;0;1;10;2;1;2;0;0;15;;28;Свищов;България;9;-;гр.Свищов;65766;-;300
042800010;1;0;1;0;1;0;34;2;55;0;9;0;11;16;1;2;2;78;0;1;0;22;1;23;4;0;0;10;;28;Свищов;България;10;-;гр.Свищов;65766;-;599
042800011;3;0;1;0;0;2;43;1;88;0;14;1;20;26;1;3;0;9;0;1;0;44;0;25;8;0;0;17;;28;Свищов;България;11;-;гр.Свищов;65766;-;616
042800012;10;1;2;1;0;0;77;1;85;0;20;0;17;17;3;0;0;0;12;0;1;48;0;22;7;0;0;16;;28;Свищов;България;12;-;гр.Свищов;65766;-;569
042800013;7;0;1;0;1;2;71;0;71;1;12;0;9;15;0;0;0;3;3;1;1;39;1;22;15;0;0;8;;28;Свищов;България;13;-;гр.Свищов;65766;-;533
042800014;1;0;0;0;0;1;52;2;63;0;17;0;16;7;2;0;0;0;5;0;0;50;2;21;6;0;0;8;;28;Свищов;България;14;-;гр.Свищов;65766;-;467
042800016;2;1;3;0;0;1;59;0;81;0;21;0;12;9;1;1;0;14;4;1;0;66;0;41;7;0;0;12;;28;Свищов;България;16;-;гр.Свищов;65766;-;630
042800017;5;1;0;0;4;2;91;5;114;1;30;0;24;17;1;1;0;4;8;1;0;61;4;36;11;0;0;30;;28;Свищов;България;17;-;гр.Свищов;65766;-;818
042800018;1;1;0;0;0;0;63;1;116;1;24;0;21;19;2;0;1;1;1;0;0;41;1;26;3;0;0;17;;28;Свищов;България;18;-;гр.Свищов;65766;-;698
042800019;2;0;3;0;1;0;43;1;89;2;20;1;20;18;0;1;0;17;2;2;0;28;0;17;6;0;0;5;;28;Свищов;България;19;-;гр.Свищов;65766;-;559
042800020;9;1;4;0;2;0;61;0;94;0;18;0;26;20;2;1;3;6;5;2;0;49;0;26;17;0;0;12;;28;Свищов;България;20;-;гр.Свищов;65766;-;771
042800021;7;2;0;1;2;1;91;0;100;1;26;1;28;21;0;2;2;8;2;0;2;59;2;43;8;0;0;14;;28;Свищов;България;21;-;гр.Свищов;65766;-;792
042800022;3;2;1;4;0;1;55;0;122;0;17;2;12;16;1;0;1;3;4;0;2;62;3;23;5;0;0;10;;28;Свищов;България;22;-;гр.Свищов;65766;-;664
042800023;3;0;2;0;1;1;61;1;67;0;15;0;26;9;0;0;1;13;0;2;0;45;0;28;10;0;0;19;;28;Свищов;България;23;-;гр.Свищов;65766;-;659
042800024;2;1;2;0;1;0;96;2;71;2;7;1;15;16;1;1;1;9;6;6;0;52;6;41;3;0;0;19;;28;Свищов;България;24;-;гр.Свищов;65766;-;713
042800025;4;3;2;0;1;0;66;1;75;2;6;0;12;15;0;0;1;18;4;0;0;37;2;30;10;0;0;14;;28;Свищов;България;25;-;гр.Свищов;65766;-;562
042800026;4;0;1;1;2;2;88;0;83;0;14;1;18;25;3;1;0;0;5;0;0;49;1;25;12;0;0;20;;28;Свищов;България;26;-;гр.Свищов;65766;-;655
042800029;0;0;0;0;0;0;2;0;4;0;2;0;2;0;0;0;0;1;0;0;1;4;0;0;1;0;0;0;;28;Свищов;България;29;-;гр.Свищов;65766;-;20
042800030;0;2;1;0;1;0;3;0;13;0;6;0;2;0;0;0;0;2;0;0;0;16;0;3;5;0;0;14;;28;Свищов;България;30;-;гр.Свищов;65766;-;121
042800031;4;3;1;1;2;1;66;0;106;0;31;0;25;29;0;1;2;10;1;1;2;63;2;33;16;0;0;18;;28;Свищов;България;31;-;гр.Свищов;65766;-;817
042800032;2;0;1;0;2;1;55;4;61;3;13;1;22;20;2;0;0;41;7;2;0;52;7;35;9;0;0;10;;28;Свищов;България;32;-;гр.Свищов;65766;-;658
042800033;8;3;1;0;1;2;48;0;73;0;27;0;24;14;1;2;0;3;3;0;0;35;1;37;6;0;0;15;;28;Свищов;България;33;-;гр.Свищов;65766;-;577
042800034;5;0;0;0;3;0;66;3;117;1;39;2;34;27;0;2;2;125;6;2;1;49;4;29;24;0;0;25;;28;Свищов;България;34;-;гр.Свищов;65766;-;1161
042800035;1;0;0;0;6;2;27;1;78;1;28;0;17;13;1;0;0;32;12;1;0;37;1;26;16;0;0;13;;28;Свищов;България;35;-;гр.Свищов;65766;-;765
042800041;2;0;1;0;0;1;34;0;40;2;16;0;25;11;1;0;0;50;0;0;0;57;1;12;0;0;0;19;;28;Свищов;България;41;-;с.Алеково;237;-;517
042800044;0;0;0;3;0;1;31;0;10;0;2;0;13;2;0;0;0;5;0;0;0;27;0;7;0;0;0;20;;28;Свищов;България;44;-;с.Александрово;285;-;194
042800047;0;1;3;0;0;0;52;0;50;1;9;0;15;5;1;0;0;1;0;0;1;70;2;17;11;0;0;21;;28;Свищов;България;47;-;с.Българско Сливово;7363;-;561
042800048;0;0;3;0;1;0;35;4;50;0;6;0;32;6;0;0;1;0;1;0;0;71;0;18;8;0;0;20;;28;Свищов;България;48;-;с.Българско Сливово;7363;-;574
042800050;4;0;2;3;3;3;38;1;130;2;14;0;22;19;0;0;0;49;2;1;1;63;1;34;15;0;0;34;;28;Свищов;България;50;-;с.Вардим;10118;-;911
042800053;2;1;0;0;0;0;22;1;33;0;22;1;14;14;2;0;0;0;1;2;0;50;0;13;2;0;0;22;;28;Свищов;България;53;-;с.Горна Студена;16393;-;402
042800056;0;0;0;0;0;0;27;0;7;0;9;0;2;0;0;0;0;1;0;0;0;11;0;2;0;0;0;12;;28;Свищов;България;56;-;с.Деляновци;20630;-;106
042800058;3;1;3;1;0;1;108;0;62;0;23;2;24;6;0;0;1;3;0;0;0;36;3;23;4;0;0;37;;28;Свищов;България;58;-;с.Драгомирово;23431;-;589
042800062;5;0;0;0;0;0;22;1;52;0;16;0;12;7;0;0;0;9;1;0;0;44;0;17;5;0;0;20;;28;Свищов;България;62;-;с.Козловец;37784;-;472
042800063;0;0;0;0;1;2;46;0;36;0;16;0;15;5;0;2;0;17;1;0;1;65;1;41;2;0;0;38;;28;Свищов;България;63;-;с.Козловец;37784;-;741
042800065;1;3;3;2;1;1;52;2;62;0;28;0;25;15;1;2;0;62;1;0;0;64;1;43;5;0;0;52;;28;Свищов;България;65;-;с.Морава;49028;-;965
042800069;0;2;0;0;1;0;53;0;30;0;25;1;14;15;1;0;0;36;0;0;1;67;2;22;3;0;0;27;;28;Свищов;България;69;-;с.Овча могила;53196;-;628
042800070;2;2;3;0;0;0;52;1;19;1;5;0;21;7;0;0;2;28;0;0;1;63;0;17;2;0;0;29;;28;Свищов;България;70;-;с.Овча могила;53196;-;727
042800071;0;1;0;0;0;0;4;0;26;0;3;0;3;1;0;0;0;0;0;0;0;20;1;8;0;0;0;6;;28;Свищов;България;71;-;с.Овча могила;53196;-;29
042800073;2;1;4;0;1;2;97;1;76;0;29;0;39;13;3;0;0;3;2;0;0;39;1;40;10;0;0;29;;28;Свищов;България;73;-;с.Ореш;53672;-;778
042800074;0;1;0;0;2;1;63;2;72;1;35;0;21;13;0;0;0;7;6;0;2;30;1;44;11;0;0;28;;28;Свищов;България;74;-;с.Ореш;53672;-;689
042800078;1;0;1;0;0;0;24;0;5;0;1;0;5;1;0;1;0;8;0;0;1;17;1;0;28;0;0;17;;28;Свищов;България;78;-;с.Совата;67787;-;235
042800080;2;0;0;0;1;0;21;1;88;1;8;0;22;15;3;2;2;3;7;0;1;56;1;41;27;0;0;28;;28;Свищов;България;80;-;с.Хаджидимитрово;77013;-;680
042800083;1;3;0;2;5;2;47;2;102;1;20;0;30;11;1;0;1;1;0;1;2;271;2;55;11;0;0;45;;28;Свищов;България;83;-;с.Царевец;78121;-;1001
042800086;2;0;0;1;0;0;41;0;11;0;9;0;6;1;0;0;0;23;1;0;1;32;0;4;4;0;0;21;;28;Свищов;България;86;-;с.Червена;80457;-;260
042800087;3;1;2;0;0;0;54;2;67;1;10;0;16;28;3;0;6;110;2;0;0;49;2;16;5;0;0;17;;28;Свищов;България;87;-;гр.Свищов;65766;-;759
042800088;1;2;0;0;0;0;53;0;63;0;20;0;23;12;0;0;1;9;7;1;0;49;1;26;1;0;0;8;;28;Свищов;България;88;-;гр.Свищов;65766;-;577
042800089;2;0;0;0;0;1;70;0;83;0;17;0;13;17;0;1;1;2;4;1;2;42;2;35;7;0;0;11;;28;Свищов;България;89;-;гр.Свищов;65766;-;588
042800090;2;0;0;0;3;0;59;5;104;0;18;0;25;11;0;2;1;50;5;0;2;25;2;22;15;0;0;20;;28;Свищов;България;90;-;гр.Свищов;65766;-;876
043100001;3;3;1;0;0;0;19;1;157;1;22;2;29;21;0;0;4;62;7;1;1;94;1;37;1;0;0;20;;31;Стражица;България;1;-;гр.Стражица;69633;-;828
043100002;4;3;0;1;1;0;21;0;153;0;30;1;25;21;1;0;2;78;9;1;1;54;2;25;4;0;0;22;;31;Стражица;България;2;-;гр.Стражица;69633;-;779
043100003;7;3;0;0;2;0;10;1;100;0;21;1;30;10;0;1;5;135;7;0;1;53;0;31;4;0;0;36;;31;Стражица;България;3;-;гр.Стражица;69633;-;877
043100004;0;1;1;0;1;2;7;0;94;0;19;1;18;10;1;0;2;105;7;1;0;48;1;17;0;0;0;44;;31;Стражица;България;4;-;гр.Стражица;69633;-;1048
043100005;2;1;0;1;2;0;10;1;101;1;28;0;23;11;0;0;3;112;10;0;0;63;0;29;2;0;0;19;;31;Стражица;България;5;-;гр.Стражица;69633;-;953
043100006;0;0;0;0;1;0;2;1;78;0;6;0;7;4;0;0;0;127;0;0;0;24;0;5;8;0;0;43;;31;Стражица;България;6;-;с.Асеново;730;-;533
043100007;1;0;1;0;0;1;2;1;27;0;7;0;15;6;1;0;0;64;0;0;0;50;0;16;0;0;0;22;;31;Стражица;България;7;-;с.Бряговица;6731;-;408
043100008;0;0;0;0;0;0;2;0;21;0;1;0;1;0;0;0;0;9;0;1;0;20;0;3;0;0;0;8;;31;Стражица;България;8;-;с.Балканци;2470;-;109
043100009;0;0;0;0;0;0;2;1;53;0;1;1;10;2;0;0;0;25;0;0;1;36;0;20;0;0;0;16;;31;Стражица;България;9;-;с.Благоево;4282;-;356
043100010;0;0;0;0;1;0;1;1;97;0;14;1;12;2;1;0;0;79;2;0;0;12;0;4;0;0;0;23;;31;Стражица;България;10;-;с.Виноград;11140;-;574
043100011;0;0;0;0;0;0;0;2;28;1;10;0;2;3;0;0;0;55;0;0;0;20;1;6;0;0;0;12;;31;Стражица;България;11;-;с.Владислав;11466;-;237
043100012;2;0;0;0;0;0;7;0;56;0;7;0;7;9;0;0;1;33;0;0;0;25;0;9;0;0;0;16;;31;Стражица;България;12;-;с.Горски Сеновец;17155;-;238
043100013;3;1;0;0;0;0;7;2;162;3;8;0;13;5;0;2;0;71;0;0;0;25;0;6;0;0;0;51;;31;Стражица;България;13;-;с.Камен;35657;-;614
043100014;2;0;0;0;0;1;2;1;175;0;8;0;10;4;0;0;0;115;0;0;2;32;0;5;0;0;0;59;;31;Стражица;България;14;-;с.Камен;35657;-;656
043100015;0;1;0;0;1;0;5;0;45;0;5;0;17;4;2;1;0;182;1;0;0;22;1;17;2;0;0;20;;31;Стражица;България;15;-;с.Кесарево;36782;-;626
043100016;0;0;0;0;0;0;5;0;45;0;2;0;13;4;1;1;2;137;1;0;0;21;0;12;0;0;0;27;;31;Стражица;България;16;-;с.Кесарево;36782;-;562
043100017;0;0;0;0;0;1;0;0;12;0;0;0;1;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;;31;Стражица;България;17;-;с.Железарци;29091;-;20
043100018;0;0;0;0;0;0;2;0;12;0;4;0;2;1;0;0;0;4;0;0;0;8;0;0;0;0;0;0;;31;Стражица;България;18;-;с.Кавлак;35078;-;46
043100019;0;1;0;0;1;1;0;0;49;0;5;0;6;2;0;0;0;19;0;0;0;62;0;8;1;0;0;28;;31;Стражица;България;19;-;с.Лозен;44046;-;305
043100020;0;0;0;0;0;0;1;0;29;0;5;0;5;5;0;0;0;28;1;0;0;15;0;2;0;0;0;12;;31;Стражица;България;20;-;с.Мирово;48341;-;149
043100021;0;1;0;0;0;0;1;0;14;0;3;0;1;3;0;0;0;11;0;0;0;14;0;5;0;0;0;4;;31;Стражица;България;21;-;с.Николаево;51593;-;88
043100022;1;0;0;0;0;0;1;0;94;0;7;1;7;5;0;0;0;11;0;0;0;24;0;0;0;0;0;10;;31;Стражица;България;22;-;с.Нова Върбовка;51799;-;214
043100023;1;0;0;0;0;0;0;0;21;0;0;1;7;1;0;0;0;6;0;0;1;6;0;3;0;0;0;8;;31;Стражица;България;23;-;с.Ново градище;52060;-;83
043100026;1;2;1;23;1;1;1;0;67;0;15;1;14;10;0;0;6;68;1;0;1;81;0;11;0;0;0;28;;31;Стражица;България;26;-;с.Сушица;70408;-;643
043100028;0;0;0;0;0;0;0;0;7;0;2;0;0;0;0;0;0;0;0;0;0;6;0;2;0;0;0;2;;31;Стражица;България;28;-;с.Теменуга;72237;-;23
043100030;0;0;1;1;0;1;6;0;86;0;7;2;13;0;0;0;0;103;1;1;0;20;0;11;0;0;0;36;;31;Стражица;България;30;-;с.Царски извор;80203;-;610
043200001;0;1;0;0;3;0;7;1;53;0;7;0;15;9;0;0;0;75;4;1;1;62;2;7;0;0;0;18;;32;Сухиндол;България;1;-;гр.Сухиндол;70295;-;527
043200002;0;2;1;0;2;0;1;1;67;0;18;0;18;11;0;1;0;29;2;1;0;100;1;12;0;0;0;20;;32;Сухиндол;България;2;-;гр.Сухиндол;70295;-;579
043200003;1;2;1;0;1;1;8;0;69;1;5;0;14;11;1;0;2;47;0;1;1;78;1;11;0;0;0;19;;32;Сухиндол;България;3;-;гр.Сухиндол;70295;-;550
043200004;0;0;0;0;0;0;1;0;5;0;4;0;1;1;1;0;1;17;0;0;0;17;0;3;0;0;0;5;;32;Сухиндол;България;4;-;с.Красно градище;39582;-;72
043200005;0;1;0;0;0;1;2;0;11;0;3;0;6;1;0;0;0;4;0;0;0;21;0;7;1;0;0;10;;32;Сухиндол;България;5;-;с.Горско Калугерово;17192;-;95
043200006;0;0;0;0;0;0;1;0;10;2;3;0;4;2;0;0;1;16;0;0;0;39;0;3;0;0;0;7;;32;Сухиндол;България;6;-;с.Бяла река;7661;-;139
043200007;0;0;0;0;0;0;2;0;8;0;7;1;7;0;1;0;0;1;0;0;0;27;2;4;0;0;0;6;;32;Сухиндол;България;7;-;с.Горско Косово;17208;-;89
043200008;1;0;0;1;1;0;1;4;21;0;1;1;5;1;0;1;0;11;0;0;0;15;0;3;0;0;0;7;;32;Сухиндол;България;8;-;с.Коевци;37561;-;112
043200009;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;1;m;32;Сухиндол;България;9;-;гр.Сухиндол;70295;-;21
043200010;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;13;;32;Сухиндол;България;10;-;с.Горско Косово;17208;-;49
050100001;3;1;0;0;4;0;22;0;69;1;13;2;47;13;0;0;1;12;4;1;0;66;1;24;3;0;0;9;;1;Белоградчик;България;1;-;гр.Белоградчик;3616;-;630
050100002;3;0;0;0;1;1;10;1;60;0;18;0;29;4;1;0;0;6;6;1;3;41;2;10;0;0;0;7;;1;Белоградчик;България;2;-;гр.Белоградчик;3616;-;474
050100003;6;1;0;1;0;1;18;0;57;0;13;1;26;7;0;2;2;5;3;0;0;57;1;16;7;0;0;6;;1;Белоградчик;България;3;-;гр.Белоградчик;3616;-;521
050100004;2;1;0;0;2;0;11;0;50;0;15;0;13;11;2;0;0;7;1;2;1;49;1;12;2;0;0;8;;1;Белоградчик;България;4;-;гр.Белоградчик;3616;-;418
050100005;3;0;0;0;2;1;9;1;55;1;16;1;51;13;0;1;0;4;0;0;0;70;0;17;2;0;0;11;;1;Белоградчик;България;5;-;гр.Белоградчик;3616;-;599
050100006;4;1;0;0;0;1;7;0;80;0;15;1;63;35;2;0;0;5;0;0;0;87;1;21;4;0;0;12;;1;Белоградчик;България;6;-;гр.Белоградчик;3616;-;780
050100007;2;2;1;0;4;1;11;1;72;0;17;0;52;15;0;1;1;11;0;1;0;62;1;15;1;0;0;11;;1;Белоградчик;България;7;-;гр.Белоградчик;3616;-;768
050100008;0;1;1;0;0;0;0;0;34;0;1;0;39;2;0;0;0;8;0;2;1;25;0;1;0;0;0;13;;1;Белоградчик;България;8;-;гр.Белоградчик;3616;-;785
050100009;0;0;0;0;0;0;3;0;7;0;5;0;17;1;1;0;0;2;1;0;0;25;0;0;0;0;0;4;;1;Белоградчик;България;9;-;с.Боровица;5582;-;131
050100010;0;0;0;0;0;0;2;0;22;0;3;0;13;8;0;0;0;2;0;0;0;17;0;0;2;0;0;3;;1;Белоградчик;България;10;-;с.Чифлик;81459;-;86
050100011;1;1;0;0;0;0;4;0;19;0;3;0;64;3;0;1;0;4;0;0;0;33;0;6;0;0;0;10;;1;Белоградчик;България;11;-;с.Рабиша;61011;-;210
050100012;2;0;0;0;0;0;0;0;6;0;3;0;4;0;1;0;0;2;0;0;0;21;0;0;0;0;0;2;;1;Белоградчик;България;12;-;с.Праужда;58092;-;51
050100013;1;0;0;0;0;0;0;0;12;0;1;0;8;0;0;0;0;4;0;0;0;14;0;4;0;0;0;1;;1;Белоградчик;България;13;-;с.Раяновци;62339;-;82
