sid,Нова Алтернатива,Демократическа Партия,НФСБ,Коалиция за България,Свобода и Достойнство,Нац.-Демократична Партия,Гражданска Листа - Модерна БГ,СДС,Либерален Алианс,Християн-Социален Съюз,Атака,ГЕРБ,РЗС,ВМРО - БНД,Демокр. Гражд. Инициатива,Християндем. партия,Средна Европейска Класа,Нац. Патриотично Обединение,Лидер,Зелените,ДСБ-БДФ,Социалдем. Партия,Другата България,Българската Левица,Кауза България,ДБГ,ДАНО,Българска Пролет,Горда България,Глас Народен,БЗНС,ДПС,Нац. Движение Единство,Партия на Бълг. Жени,Единна Народна Партия,Съюз на Комунистите,независими,npn,invalid,station_type,municipality,municipality_name,country_name,station,region_name,place,ekatte,address,eligible_voters
312500052,0,0.0,7,3,1,0,0,0,0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,25,Тунджа,България,052,ЯМБОЛ,с.Безмер,3229,-,12
312600001,1,0.0,24,148,3,0,1,2,1,0.0,25,134,24,6,0.0,2.0,0.0,0.0,0,2.0,13,0.0,0.0,3,1,17,1,0.0,0,1,2.0,3,0.0,0.0,0,0.0,0.0,0.0,3.0,,26,Ямбол,България,001,ЯМБОЛ,гр.Ямбол,87374,-,734
312600002,4,0.0,19,126,1,0,1,4,0,0.0,14,103,22,8,0.0,0.0,0.0,0.0,0,3.0,8,0.0,0.0,1,0,17,0,0.0,0,2,2.0,2,0.0,0.0,0,1.0,0.0,0.0,7.0,,26,Ямбол,България,002,ЯМБОЛ,гр.Ямбол,87374,-,670
312600003,1,0.0,29,75,1,1,2,1,0,0.0,17,106,6,2,0.0,0.0,0.0,0.0,2,2.0,2,0.0,0.0,0,0,15,1,0.0,0,0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,8.0,,26,Ямбол,България,003,ЯМБОЛ,гр.Ямбол,87374,-,521
312600004,3,0.0,22,93,0,0,2,0,0,0.0,21,114,23,4,0.0,1.0,0.0,0.0,2,2.0,4,0.0,0.0,1,0,11,0,2.0,3,4,0.0,2,1.0,0.0,1,3.0,0.0,0.0,4.0,,26,Ямбол,България,004,ЯМБОЛ,гр.Ямбол,87374,-,672
312600005,4,0.0,22,96,4,0,0,13,0,0.0,16,101,9,2,0.0,0.0,0.0,2.0,0,4.0,4,0.0,0.0,3,0,10,0,1.0,2,4,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,,26,Ямбол,България,005,ЯМБОЛ,гр.Ямбол,87374,-,609
312600006,2,0.0,13,111,0,0,2,1,0,0.0,37,122,17,6,0.0,0.0,0.0,1.0,3,1.0,5,0.0,1.0,3,0,11,0,0.0,2,1,2.0,2,0.0,0.0,2,1.0,0.0,0.0,11.0,,26,Ямбол,България,006,ЯМБОЛ,гр.Ямбол,87374,-,762
312600007,1,0.0,26,145,3,0,1,9,0,0.0,28,155,22,7,0.0,0.0,0.0,0.0,2,5.0,6,0.0,0.0,0,0,11,0,0.0,0,3,2.0,2,0.0,0.0,0,1.0,0.0,0.0,1.0,,26,Ямбол,България,007,ЯМБОЛ,гр.Ямбол,87374,-,815
312600008,4,0.0,23,111,0,0,0,7,0,0.0,21,152,15,7,0.0,1.0,4.0,0.0,7,1.0,12,0.0,0.0,1,0,14,0,0.0,2,2,2.0,1,1.0,0.0,0,1.0,0.0,0.0,6.0,,26,Ямбол,България,008,ЯМБОЛ,гр.Ямбол,87374,-,750
312600009,6,0.0,15,107,1,0,1,5,0,0.0,20,108,13,5,0.0,1.0,0.0,0.0,3,4.0,9,0.0,0.0,0,0,12,0,1.0,3,2,1.0,1,0.0,0.0,1,0.0,0.0,0.0,1.0,,26,Ямбол,България,009,ЯМБОЛ,гр.Ямбол,87374,-,580
312600010,2,0.0,11,111,2,0,0,2,0,0.0,21,120,9,9,0.0,0.0,0.0,0.0,2,2.0,7,0.0,0.0,1,0,21,0,0.0,1,6,1.0,3,0.0,0.0,1,0.0,0.0,0.0,4.0,,26,Ямбол,България,010,ЯМБОЛ,гр.Ямбол,87374,-,589
312600011,3,0.0,26,109,5,1,3,7,0,0.0,20,113,10,3,0.0,0.0,1.0,0.0,0,1.0,14,0.0,0.0,0,0,21,1,0.0,0,4,1.0,1,0.0,0.0,0,0.0,0.0,0.0,7.0,,26,Ямбол,България,011,ЯМБОЛ,гр.Ямбол,87374,-,628
312600012,3,0.0,20,101,1,1,4,5,0,0.0,16,99,5,3,0.0,0.0,0.0,0.0,1,1.0,10,0.0,0.0,0,0,13,0,0.0,1,0,0.0,2,0.0,0.0,0,2.0,0.0,0.0,4.0,,26,Ямбол,България,012,ЯМБОЛ,гр.Ямбол,87374,-,620
312600013,1,0.0,21,108,2,0,4,1,0,0.0,26,112,10,6,0.0,0.0,0.0,0.0,0,2.0,12,0.0,1.0,0,0,22,0,0.0,0,1,0.0,1,0.0,0.0,0,0.0,0.0,0.0,9.0,,26,Ямбол,България,013,ЯМБОЛ,гр.Ямбол,87374,-,617
312600014,5,0.0,20,123,3,0,1,5,0,0.0,29,221,17,3,0.0,0.0,0.0,1.0,3,1.0,15,0.0,0.0,0,0,32,0,0.0,2,3,0.0,3,0.0,0.0,0,0.0,0.0,0.0,6.0,,26,Ямбол,България,014,ЯМБОЛ,гр.Ямбол,87374,-,870
312600015,3,0.0,17,95,3,1,1,9,0,0.0,37,124,10,7,0.0,2.0,0.0,0.0,3,0.0,7,0.0,1.0,0,0,11,0,0.0,0,5,0.0,1,0.0,0.0,0,2.0,0.0,0.0,6.0,,26,Ямбол,България,015,ЯМБОЛ,гр.Ямбол,87374,-,620
312600016,1,0.0,15,98,3,0,1,8,1,0.0,24,105,10,7,0.0,1.0,0.0,0.0,3,0.0,6,0.0,0.0,0,1,10,0,0.0,1,5,0.0,2,0.0,0.0,0,0.0,0.0,0.0,8.0,,26,Ямбол,България,016,ЯМБОЛ,гр.Ямбол,87374,-,560
312600017,3,0.0,11,102,3,0,1,6,0,0.0,29,135,12,4,0.0,0.0,0.0,0.0,3,1.0,14,0.0,0.0,0,0,9,1,1.0,2,7,1.0,3,0.0,0.0,1,2.0,0.0,0.0,5.0,,26,Ямбол,България,017,ЯМБОЛ,гр.Ямбол,87374,-,709
312600018,1,0.0,15,135,4,0,6,5,0,0.0,24,95,14,3,0.0,0.0,0.0,0.0,1,4.0,14,0.0,0.0,0,0,5,0,0.0,2,4,1.0,6,0.0,0.0,0,1.0,0.0,0.0,5.0,,26,Ямбол,България,018,ЯМБОЛ,гр.Ямбол,87374,-,650
312600019,4,0.0,11,131,11,0,1,9,1,0.0,28,135,10,8,0.0,0.0,0.0,3.0,0,5.0,16,0.0,1.0,0,1,24,0,0.0,2,7,0.0,3,0.0,0.0,0,0.0,0.0,0.0,12.0,,26,Ямбол,България,019,ЯМБОЛ,гр.Ямбол,87374,-,750
312600020,9,0.0,16,117,3,0,2,4,0,0.0,28,172,15,5,0.0,0.0,0.0,0.0,0,8.0,6,0.0,0.0,3,0,28,0,0.0,5,4,1.0,6,1.0,0.0,0,1.0,0.0,0.0,5.0,,26,Ямбол,България,020,ЯМБОЛ,гр.Ямбол,87374,-,842
312600021,5,0.0,19,67,1,1,0,8,0,0.0,21,109,18,10,0.0,0.0,0.0,0.0,0,3.0,4,0.0,0.0,1,1,9,1,0.0,0,2,1.0,3,0.0,0.0,2,1.0,0.0,0.0,3.0,,26,Ямбол,България,021,ЯМБОЛ,гр.Ямбол,87374,-,629
312600022,3,0.0,10,99,2,0,3,5,0,0.0,37,127,10,6,0.0,1.0,1.0,0.0,3,1.0,4,0.0,1.0,0,0,20,0,0.0,0,5,1.0,1,0.0,0.0,0,2.0,0.0,0.0,6.0,,26,Ямбол,България,022,ЯМБОЛ,гр.Ямбол,87374,-,750
312600023,3,0.0,21,78,3,1,3,1,0,0.0,41,123,25,4,0.0,0.0,1.0,2.0,1,2.0,4,0.0,0.0,0,0,10,0,0.0,1,2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.0,,26,Ямбол,България,023,ЯМБОЛ,гр.Ямбол,87374,-,672
312600024,3,0.0,21,80,0,1,0,4,0,0.0,42,142,21,4,0.0,0.0,0.0,0.0,0,3.0,6,0.0,0.0,0,0,12,1,1.0,4,3,2.0,1,1.0,0.0,0,0.0,0.0,0.0,5.0,,26,Ямбол,България,024,ЯМБОЛ,гр.Ямбол,87374,-,791
312600025,5,0.0,21,93,2,0,1,1,1,0.0,41,149,20,5,0.0,1.0,1.0,0.0,1,1.0,1,0.0,0.0,2,0,17,3,0.0,0,6,1.0,1,0.0,0.0,0,1.0,0.0,0.0,3.0,,26,Ямбол,България,025,ЯМБОЛ,гр.Ямбол,87374,-,790
312600026,7,0.0,24,75,0,0,4,5,2,0.0,37,124,17,1,0.0,2.0,0.0,0.0,3,0.0,1,0.0,1.0,0,1,8,0,0.0,2,1,2.0,1,0.0,0.0,0,0.0,0.0,0.0,11.0,,26,Ямбол,България,026,ЯМБОЛ,гр.Ямбол,87374,-,839
312600027,6,0.0,15,105,1,0,1,2,3,0.0,41,143,12,1,0.0,0.0,0.0,0.0,2,2.0,7,0.0,0.0,1,0,14,0,1.0,0,1,0.0,3,0.0,0.0,1,1.0,0.0,0.0,3.0,,26,Ямбол,България,027,ЯМБОЛ,гр.Ямбол,87374,-,734
312600028,8,0.0,26,77,4,1,1,2,1,0.0,38,113,21,2,0.0,2.0,0.0,0.0,0,0.0,3,0.0,1.0,0,0,13,0,1.0,2,0,0.0,5,2.0,0.0,1,0.0,0.0,0.0,6.0,,26,Ямбол,България,028,ЯМБОЛ,гр.Ямбол,87374,-,717
312600029,5,0.0,20,106,3,0,2,4,1,0.0,22,145,31,3,0.0,0.0,1.0,0.0,1,4.0,7,0.0,1.0,1,0,11,2,1.0,4,5,0.0,1,0.0,0.0,0,0.0,0.0,0.0,4.0,,26,Ямбол,България,029,ЯМБОЛ,гр.Ямбол,87374,-,807
312600030,1,0.0,4,56,1,0,1,0,0,0.0,20,32,14,5,0.0,0.0,0.0,0.0,1,0.0,3,0.0,0.0,0,0,5,0,0.0,0,1,1.0,6,0.0,0.0,1,0.0,0.0,0.0,2.0,,26,Ямбол,България,030,ЯМБОЛ,гр.Ямбол,87374,-,568
312600031,9,0.0,33,108,1,0,0,1,0,0.0,18,62,6,3,0.0,0.0,0.0,1.0,0,0.0,2,0.0,0.0,0,0,15,0,0.0,6,2,0.0,2,0.0,0.0,0,2.0,0.0,0.0,20.0,,26,Ямбол,България,031,ЯМБОЛ,гр.Ямбол,87374,-,469
312600032,1,0.0,15,130,6,0,0,5,0,0.0,21,86,12,5,0.0,1.0,0.0,1.0,1,0.0,4,0.0,0.0,0,0,9,1,0.0,0,2,0.0,3,0.0,0.0,0,0.0,0.0,0.0,6.0,,26,Ямбол,България,032,ЯМБОЛ,гр.Ямбол,87374,-,610
312600033,1,0.0,21,114,0,0,2,12,0,0.0,29,98,19,3,0.0,0.0,0.0,0.0,0,0.0,6,0.0,0.0,0,1,9,0,0.0,0,4,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7.0,,26,Ямбол,България,033,ЯМБОЛ,гр.Ямбол,87374,-,647
312600034,0,0.0,26,106,5,2,5,8,0,1.0,37,133,12,3,0.0,0.0,0.0,1.0,3,1.0,8,0.0,0.0,1,1,14,0,0.0,4,5,4.0,3,1.0,0.0,0,1.0,0.0,0.0,6.0,,26,Ямбол,България,034,ЯМБОЛ,гр.Ямбол,87374,-,695
312600035,2,0.0,12,65,1,1,4,7,0,0.0,28,106,18,3,0.0,0.0,0.0,2.0,8,2.0,11,0.0,0.0,1,1,4,1,0.0,1,3,2.0,1,0.0,0.0,0,0.0,0.0,0.0,5.0,,26,Ямбол,България,035,ЯМБОЛ,гр.Ямбол,87374,-,591
312600036,1,0.0,16,93,2,0,1,1,0,0.0,26,107,11,5,0.0,0.0,0.0,0.0,10,2.0,11,0.0,0.0,0,0,14,0,0.0,2,3,0.0,5,1.0,0.0,0,1.0,0.0,0.0,3.0,,26,Ямбол,България,036,ЯМБОЛ,гр.Ямбол,87374,-,603
312600037,8,0.0,27,135,3,0,2,3,3,0.0,42,156,24,4,0.0,0.0,0.0,0.0,4,3.0,18,0.0,0.0,0,0,28,0,0.0,4,4,1.0,2,0.0,0.0,0,0.0,0.0,0.0,5.0,,26,Ямбол,България,037,ЯМБОЛ,гр.Ямбол,87374,-,868
312600038,3,0.0,18,89,3,0,1,7,0,1.0,34,133,12,7,0.0,0.0,0.0,0.0,1,2.0,3,0.0,0.0,0,0,6,0,0.0,1,3,0.0,9,0.0,0.0,0,0.0,0.0,0.0,9.0,,26,Ямбол,България,038,ЯМБОЛ,гр.Ямбол,87374,-,695
312600039,1,0.0,20,83,1,0,1,2,0,0.0,18,107,13,8,0.0,0.0,0.0,0.0,3,1.0,1,0.0,1.0,0,0,5,0,0.0,1,0,3.0,8,0.0,0.0,0,0.0,0.0,0.0,5.0,,26,Ямбол,България,039,ЯМБОЛ,гр.Ямбол,87374,-,588
312600040,1,0.0,20,81,0,1,1,1,0,1.0,24,110,6,3,0.0,1.0,0.0,0.0,4,1.0,4,0.0,0.0,5,0,9,0,0.0,2,0,0.0,4,0.0,0.0,1,0.0,0.0,0.0,7.0,,26,Ямбол,България,040,ЯМБОЛ,гр.Ямбол,87374,-,588
312600041,2,0.0,15,77,2,0,0,6,0,0.0,2,62,26,1,0.0,1.0,1.0,0.0,2,2.0,5,0.0,0.0,1,0,0,0,0.0,2,3,0.0,85,0.0,0.0,0,0.0,0.0,0.0,40.0,,26,Ямбол,България,041,ЯМБОЛ,гр.Ямбол,87374,-,779
312600042,0,0.0,15,61,5,0,3,1,0,0.0,7,45,13,4,0.0,1.0,0.0,0.0,9,1.0,1,0.0,0.0,0,0,2,1,0.0,0,1,0.0,135,0.0,0.0,0,0.0,0.0,0.0,38.0,,26,Ямбол,България,042,ЯМБОЛ,гр.Ямбол,87374,-,882
312600043,1,0.0,7,40,5,0,0,0,0,0.0,12,25,8,0,0.0,1.0,0.0,1.0,1,0.0,1,0.0,0.0,0,0,2,0,1.0,1,0,0.0,301,1.0,0.0,0,3.0,0.0,0.0,17.0,,26,Ямбол,България,043,ЯМБОЛ,гр.Ямбол,87374,-,978
312600044,0,0.0,8,59,0,1,0,2,0,0.0,17,64,11,2,0.0,1.0,0.0,0.0,1,0.0,0,0.0,0.0,0,0,0,0,0.0,1,1,0.0,214,1.0,0.0,2,1.0,0.0,0.0,25.0,,26,Ямбол,България,044,ЯМБОЛ,гр.Ямбол,87374,-,951
312600045,0,0.0,3,95,0,1,0,2,2,1.0,6,16,53,6,0.0,0.0,2.0,0.0,0,0.0,0,0.0,0.0,0,0,1,0,1.0,0,0,0.0,71,1.0,0.0,1,0.0,0.0,0.0,10.0,,26,Ямбол,България,045,ЯМБОЛ,гр.Ямбол,87374,-,760
312600046,0,0.0,1,179,5,1,0,0,0,2.0,2,26,96,1,0.0,1.0,0.0,0.0,4,1.0,0,0.0,0.0,0,0,1,0,0.0,1,1,0.0,79,1.0,0.0,1,1.0,0.0,0.0,20.0,,26,Ямбол,България,046,ЯМБОЛ,гр.Ямбол,87374,-,943
312600047,1,0.0,2,134,6,0,1,1,0,1.0,1,22,127,6,0.0,0.0,0.0,0.0,2,3.0,0,0.0,0.0,0,0,1,0,0.0,0,1,0.0,71,0.0,0.0,1,0.0,0.0,0.0,14.0,,26,Ямбол,България,047,ЯМБОЛ,гр.Ямбол,87374,-,850
312600048,1,0.0,5,97,0,0,1,1,1,1.0,9,25,32,5,0.0,0.0,0.0,0.0,9,0.0,2,0.0,0.0,0,0,11,0,0.0,6,1,1.0,114,2.0,0.0,1,1.0,0.0,0.0,18.0,,26,Ямбол,България,048,ЯМБОЛ,гр.Ямбол,87374,-,334
312600049,2,0.0,0,144,1,1,0,0,0,0.0,1,21,51,3,0.0,1.0,0.0,0.0,2,0.0,1,0.0,0.0,0,0,1,0,0.0,0,0,1.0,122,1.0,0.0,0,1.0,0.0,0.0,26.0,,26,Ямбол,България,049,ЯМБОЛ,гр.Ямбол,87374,-,854
312600050,4,0.0,22,116,1,1,4,2,0,0.0,51,133,12,4,0.0,0.0,0.0,0.0,3,2.0,3,0.0,0.0,0,0,13,0,0.0,5,1,1.0,10,0.0,0.0,0,0.0,0.0,0.0,5.0,,26,Ямбол,България,050,ЯМБОЛ,гр.Ямбол,87374,-,849
312600051,14,0.0,23,95,1,1,2,2,0,0.0,66,129,18,1,0.0,1.0,0.0,1.0,0,0.0,1,0.0,0.0,1,0,10,0,2.0,0,4,0.0,6,0.0,0.0,1,1.0,0.0,0.0,6.0,,26,Ямбол,България,051,ЯМБОЛ,гр.Ямбол,87374,-,843
312600052,8,0.0,29,81,3,0,0,0,0,2.0,38,145,17,2,0.0,0.0,0.0,0.0,4,0.0,4,0.0,0.0,0,0,9,0,0.0,0,3,1.0,5,0.0,0.0,0,1.0,0.0,0.0,3.0,,26,Ямбол,България,052,ЯМБОЛ,гр.Ямбол,87374,-,874
312600053,4,0.0,13,53,3,0,4,1,0,0.0,70,154,15,5,0.0,1.0,0.0,0.0,3,2.0,0,0.0,0.0,0,0,10,1,0.0,0,2,1.0,17,0.0,0.0,0,1.0,0.0,0.0,5.0,,26,Ямбол,България,053,ЯМБОЛ,гр.Ямбол,87374,-,888
312600054,4,0.0,12,51,0,0,2,1,0,0.0,36,113,16,4,0.0,0.0,0.0,0.0,4,2.0,4,0.0,0.0,0,0,1,0,0.0,2,2,0.0,4,0.0,0.0,0,0.0,0.0,0.0,7.0,,26,Ямбол,България,054,ЯМБОЛ,гр.Ямбол,87374,-,595
312600055,2,0.0,10,61,4,0,0,1,0,1.0,31,145,11,3,0.0,1.0,0.0,0.0,1,2.0,5,0.0,0.0,0,0,7,0,1.0,0,0,2.0,7,0.0,0.0,0,0.0,0.0,0.0,4.0,,26,Ямбол,България,055,ЯМБОЛ,гр.Ямбол,87374,-,716
312600056,5,0.0,22,67,4,0,0,0,0,0.0,34,65,21,16,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0,0.0,17,0.0,0.0,0,2.0,0.0,0.0,5.0,,26,Ямбол,България,056,ЯМБОЛ,гр.Ямбол,87374,-,650
312600057,7,0.0,18,92,0,0,1,0,0,1.0,29,103,17,9,0.0,0.0,0.0,0.0,2,0.0,2,0.0,0.0,1,0,5,1,1.0,1,1,1.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,,26,Ямбол,България,057,ЯМБОЛ,гр.Ямбол,87374,-,692
312600058,23,0.0,17,114,0,0,1,3,0,0.0,34,101,16,3,0.0,0.0,0.0,0.0,2,1.0,3,0.0,0.0,0,1,8,1,0.0,0,1,0.0,2,0.0,0.0,1,0.0,0.0,0.0,5.0,,26,Ямбол,България,058,ЯМБОЛ,гр.Ямбол,87374,-,738
312600059,2,0.0,34,81,2,0,1,4,1,0.0,23,165,14,3,0.0,1.0,0.0,0.0,3,1.0,6,0.0,0.0,1,0,13,0,2.0,1,2,0.0,1,1.0,0.0,0,2.0,0.0,0.0,5.0,,26,Ямбол,България,059,ЯМБОЛ,гр.Ямбол,87374,-,662
312600060,1,0.0,27,89,2,0,2,2,0,0.0,33,137,20,4,0.0,0.0,0.0,0.0,0,5.0,6,0.0,0.0,1,0,12,0,0.0,0,3,2.0,0,0.0,0.0,0,0.0,0.0,0.0,2.0,,26,Ямбол,България,060,ЯМБОЛ,гр.Ямбол,87374,-,726
312600061,0,0.0,25,61,0,0,3,0,1,0.0,30,115,18,2,0.0,0.0,0.0,1.0,1,0.0,9,0.0,0.0,0,0,10,0,0.0,1,2,0.0,1,0.0,0.0,0,1.0,0.0,0.0,6.0,,26,Ямбол,България,061,ЯМБОЛ,гр.Ямбол,87374,-,567
312600062,2,0.0,13,67,6,0,0,0,0,0.0,11,115,7,8,0.0,1.0,0.0,0.0,0,3.0,5,0.0,0.0,1,0,8,0,0.0,0,1,1.0,0,0.0,0.0,0,0.0,0.0,0.0,3.0,,26,Ямбол,България,062,ЯМБОЛ,гр.Ямбол,87374,-,544
312600063,4,0.0,17,112,4,2,4,5,2,0.0,19,125,19,6,0.0,2.0,1.0,0.0,1,4.0,5,0.0,0.0,1,0,19,0,1.0,5,2,0.0,1,0.0,0.0,0,2.0,0.0,0.0,6.0,,26,Ямбол,България,063,ЯМБОЛ,гр.Ямбол,87374,-,742
312600064,3,0.0,21,108,1,0,0,0,0,0.0,24,95,7,3,0.0,0.0,0.0,0.0,0,0.0,6,0.0,0.0,0,0,9,1,0.0,3,2,0.0,1,0.0,0.0,0,1.0,0.0,0.0,2.0,,26,Ямбол,България,064,ЯМБОЛ,гр.Ямбол,87374,-,488
312600065,5,0.0,25,74,4,0,0,0,0,0.0,22,103,21,3,0.0,0.0,0.0,0.0,3,0.0,3,0.0,0.0,0,0,8,0,0.0,3,0,1.0,1,0.0,0.0,0,2.0,0.0,0.0,6.0,,26,Ямбол,България,065,ЯМБОЛ,гр.Ямбол,87374,-,533
312600066,5,0.0,19,91,1,0,2,2,0,0.0,32,129,18,8,0.0,5.0,0.0,1.0,1,5.0,1,0.0,0.0,1,0,10,0,0.0,0,3,1.0,1,0.0,0.0,0,0.0,0.0,0.0,3.0,,26,Ямбол,България,066,ЯМБОЛ,гр.Ямбол,87374,-,663
312600067,5,0.0,25,112,0,1,5,2,1,0.0,37,153,47,4,0.0,0.0,0.0,4.0,1,4.0,4,0.0,0.0,1,0,6,0,1.0,3,8,0.0,6,0.0,0.0,0,1.0,0.0,0.0,7.0,,26,Ямбол,България,067,ЯМБОЛ,гр.Ямбол,87374,-,835
312600068,1,0.0,18,123,4,0,0,4,0,0.0,29,108,17,4,0.0,0.0,0.0,1.0,2,3.0,5,0.0,0.0,0,0,13,1,0.0,0,1,0.0,1,0.0,0.0,0,0.0,0.0,0.0,5.0,,26,Ямбол,България,068,ЯМБОЛ,гр.Ямбол,87374,-,677
312600069,7,0.0,7,67,2,0,1,0,0,0.0,35,97,3,4,0.0,1.0,0.0,0.0,1,1.0,3,0.0,1.0,0,0,8,2,0.0,0,3,1.0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,,26,Ямбол,България,069,ЯМБОЛ,гр.Ямбол,87374,-,500
312600070,7,0.0,24,94,4,0,0,0,0,0.0,33,86,14,2,0.0,0.0,0.0,0.0,10,1.0,4,0.0,0.0,1,0,14,0,1.0,2,8,1.0,2,0.0,0.0,0,2.0,0.0,0.0,8.0,,26,Ямбол,България,070,ЯМБОЛ,гр.Ямбол,87374,-,675
312600071,2,0.0,18,60,0,1,1,4,1,1.0,36,95,21,0,0.0,0.0,0.0,0.0,3,3.0,6,0.0,0.0,0,0,12,0,0.0,4,2,0.0,0,0.0,0.0,0,1.0,0.0,0.0,5.0,,26,Ямбол,България,071,ЯМБОЛ,гр.Ямбол,87374,-,626
312600072,13,0.0,30,130,1,0,7,2,0,0.0,38,142,13,4,0.0,2.0,0.0,0.0,3,2.0,2,0.0,0.0,0,0,11,0,0.0,1,3,1.0,1,0.0,0.0,0,1.0,0.0,0.0,7.0,,26,Ямбол,България,072,ЯМБОЛ,гр.Ямбол,87374,-,779
312600073,5,0.0,16,149,1,0,1,1,0,0.0,39,154,11,2,0.0,0.0,0.0,0.0,4,2.0,4,0.0,0.0,0,1,13,0,1.0,1,4,1.0,3,0.0,0.0,0,1.0,0.0,0.0,5.0,,26,Ямбол,България,073,ЯМБОЛ,гр.Ямбол,87374,-,795
312600074,1,0.0,30,105,1,0,2,1,0,1.0,18,152,16,3,0.0,1.0,0.0,2.0,1,2.0,4,0.0,0.0,0,0,10,0,0.0,1,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,4.0,,26,Ямбол,България,074,ЯМБОЛ,гр.Ямбол,87374,-,711
312600075,0,0.0,16,62,0,0,0,3,1,0.0,33,93,18,3,0.0,0.0,0.0,0.0,0,2.0,2,0.0,1.0,0,0,7,0,1.0,1,1,0.0,1,0.0,0.0,0,1.0,0.0,0.0,4.0,,26,Ямбол,България,075,ЯМБОЛ,гр.Ямбол,87374,-,440
312600076,5,0.0,27,85,2,0,6,2,0,0.0,29,106,22,1,0.0,0.0,0.0,1.0,0,1.0,2,0.0,0.0,1,0,11,0,0.0,3,3,1.0,0,0.0,0.0,1,1.0,0.0,0.0,7.0,,26,Ямбол,България,076,ЯМБОЛ,гр.Ямбол,87374,-,737
312600077,1,0.0,30,90,1,0,1,3,0,0.0,30,105,22,4,0.0,0.0,0.0,1.0,3,1.0,5,0.0,0.0,1,0,10,0,0.0,1,0,0.0,1,1.0,0.0,0,1.0,0.0,0.0,7.0,,26,Ямбол,България,077,ЯМБОЛ,гр.Ямбол,87374,-,677
312600078,4,0.0,25,104,1,0,0,6,2,0.0,16,92,25,3,0.0,1.0,0.0,0.0,4,0.0,2,0.0,0.0,0,0,14,1,0.0,0,1,5.0,3,0.0,0.0,0,1.0,0.0,0.0,8.0,,26,Ямбол,България,078,ЯМБОЛ,гр.Ямбол,87374,-,583
312600079,2,0.0,26,139,2,0,0,1,0,0.0,29,122,10,9,0.0,0.0,0.0,0.0,3,5.0,5,0.0,0.0,0,0,13,0,0.0,1,0,1.0,1,0.0,0.0,0,1.0,0.0,0.0,5.0,,26,Ямбол,България,079,ЯМБОЛ,гр.Ямбол,87374,-,765
312600080,8,0.0,12,111,1,0,5,2,0,0.0,42,111,18,3,0.0,0.0,0.0,1.0,2,1.0,13,0.0,0.0,0,0,23,1,0.0,0,2,1.0,3,1.0,0.0,0,0.0,0.0,0.0,8.0,,26,Ямбол,България,080,ЯМБОЛ,гр.Ямбол,87374,-,779
312600081,7,0.0,24,111,3,3,0,6,1,0.0,16,144,21,3,0.0,0.0,4.0,2.0,1,1.0,4,0.0,0.0,0,0,11,1,0.0,0,3,4.0,0,1.0,0.0,0,0.0,0.0,0.0,12.0,,26,Ямбол,България,081,ЯМБОЛ,гр.Ямбол,87374,-,800
312600082,12,0.0,21,93,3,0,3,3,0,0.0,46,120,20,4,0.0,1.0,0.0,0.0,1,3.0,7,0.0,0.0,2,0,20,3,0.0,2,3,2.0,1,0.0,0.0,1,1.0,0.0,0.0,5.0,,26,Ямбол,България,082,ЯМБОЛ,гр.Ямбол,87374,-,894
312600083,1,0.0,28,103,1,0,1,0,0,0.0,29,112,8,8,0.0,2.0,0.0,0.0,0,4.0,4,0.0,0.0,0,0,9,0,1.0,0,1,1.0,1,0.0,0.0,1,0.0,0.0,0.0,1.0,,26,Ямбол,България,083,ЯМБОЛ,гр.Ямбол,87374,-,684
312600084,15,0.0,17,108,1,0,0,2,2,1.0,16,97,14,3,0.0,0.0,1.0,0.0,3,3.0,3,0.0,0.0,0,0,18,2,0.0,0,3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3.0,,26,Ямбол,България,084,ЯМБОЛ,гр.Ямбол,87374,-,687
312600085,1,0.0,21,90,1,0,0,2,0,1.0,37,157,9,3,0.0,2.0,0.0,0.0,1,3.0,10,0.0,0.0,1,1,15,0,0.0,3,3,0.0,1,1.0,0.0,0,1.0,0.0,0.0,3.0,,26,Ямбол,България,085,ЯМБОЛ,гр.Ямбол,87374,-,752
312600086,3,0.0,17,98,0,0,4,2,0,0.0,32,142,16,1,0.0,0.0,0.0,0.0,1,2.0,6,0.0,1.0,1,0,17,0,0.0,1,1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,,26,Ямбол,България,086,ЯМБОЛ,гр.Ямбол,87374,-,651
