sid,Нова Алтернатива,Демократическа Партия,НФСБ,Коалиция за България,Свобода и Достойнство,Нац.-Демократична Партия,Гражданска Листа - Модерна БГ,СДС,Либерален Алианс,Християн-Социален Съюз,Атака,ГЕРБ,РЗС,ВМРО - БНД,Демокр. Гражд. Инициатива,Християндем. партия,Средна Европейска Класа,Нац. Патриотично Обединение,Лидер,Зелените,ДСБ-БДФ,Социалдем. Партия,Другата България,Българската Левица,Кауза България,ДБГ,ДАНО,Българска Пролет,Горда България,Глас Народен,БЗНС,ДПС,Нац. Движение Единство,Партия на Бълг. Жени,Единна Народна Партия,Съюз на Комунистите,независими,npn,invalid,station_type,municipality,municipality_name,country_name,station,region_name,place,ekatte,address,eligible_voters
061000109,0,1.0,3,14,0,0,0,0,0,0.0,5,13,1,1,0.0,0.0,1.0,0.0,1,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,1.0,,10,Враца,България,109,ВРАЦА,гр.Враца,12259,-,70
061000110,0,0.0,0,8,0,0,0,0,0,0.0,4,4,0,1,1.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0,0.0,4,0.0,0.0,0,0.0,0.0,0.0,1.0,,10,Враца,България,110,ВРАЦА,гр.Враца,12259,-,22
061000111,0,0.0,0,4,0,0,1,0,0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0,0,0,0,0.0,1,0,1.0,10,0.0,0.0,0,1.0,0.0,0.0,0.0,,10,Враца,България,111,ВРАЦА,гр.Враца,12259,-,21
062000001,3,1.0,7,123,0,0,2,1,1,0.0,30,109,5,6,5.0,0.0,0.0,0.0,82,1.0,1,0.0,0.0,1,0,0,0,1.0,3,4,0.0,5,0.0,0.0,0,0.0,0.0,0.0,4.0,,20,Козлодуй,България,001,ВРАЦА,гр.Козлодуй,37798,-,658
062000002,0,0.0,11,112,2,0,3,3,0,0.0,39,92,4,5,0.0,0.0,1.0,1.0,81,3.0,7,0.0,0.0,0,0,6,0,0.0,2,6,0.0,3,0.0,2.0,1,2.0,0.0,0.0,8.0,,20,Козлодуй,България,002,ВРАЦА,гр.Козлодуй,37798,-,790
062000003,1,0.0,11,75,0,0,0,0,0,0.0,22,82,4,2,0.0,0.0,0.0,0.0,48,0.0,1,0.0,0.0,0,0,3,0,0.0,0,1,0.0,1,0.0,2.0,0,1.0,0.0,0.0,3.0,,20,Козлодуй,България,003,ВРАЦА,гр.Козлодуй,37798,-,505
062000004,2,0.0,2,117,1,0,0,4,0,1.0,60,155,8,18,5.0,2.0,0.0,0.0,54,2.0,7,0.0,1.0,0,0,11,0,1.0,4,9,1.0,6,0.0,2.0,0,2.0,0.0,0.0,14.0,,20,Козлодуй,България,004,ВРАЦА,гр.Козлодуй,37798,-,887
062000005,0,0.0,10,90,1,0,0,4,2,0.0,44,119,1,6,1.0,0.0,0.0,0.0,53,1.0,7,0.0,0.0,1,0,4,0,0.0,3,3,0.0,4,0.0,2.0,1,2.0,0.0,0.0,4.0,,20,Козлодуй,България,005,ВРАЦА,гр.Козлодуй,37798,-,657
062000006,1,0.0,3,130,0,0,3,5,1,0.0,63,181,3,15,4.0,0.0,0.0,0.0,62,2.0,7,0.0,1.0,2,0,7,0,1.0,2,6,0.0,4,0.0,2.0,1,0.0,0.0,0.0,6.0,,20,Козлодуй,България,006,ВРАЦА,гр.Козлодуй,37798,-,899
062000007,1,0.0,7,128,2,0,3,2,1,0.0,57,135,4,10,2.0,0.0,0.0,0.0,64,0.0,6,0.0,0.0,0,0,4,0,0.0,3,3,0.0,1,0.0,2.0,0,1.0,0.0,0.0,4.0,,20,Козлодуй,България,007,ВРАЦА,гр.Козлодуй,37798,-,744
062000008,1,0.0,9,119,0,0,1,3,3,0.0,57,132,5,14,1.0,1.0,1.0,0.0,65,4.0,4,0.0,0.0,0,2,11,0,3.0,4,13,0.0,7,0.0,0.0,0,2.0,0.0,0.0,10.0,,20,Козлодуй,България,008,ВРАЦА,гр.Козлодуй,37798,-,848
062000009,1,0.0,12,120,7,0,4,3,0,0.0,71,174,8,11,5.0,0.0,0.0,0.0,76,1.0,11,0.0,0.0,2,0,7,0,1.0,2,5,0.0,8,1.0,2.0,0,1.0,0.0,0.0,8.0,,20,Козлодуй,България,009,ВРАЦА,гр.Козлодуй,37798,-,915
062000010,0,0.0,19,152,2,0,0,4,4,0.0,63,151,5,18,3.0,1.0,1.0,0.0,55,1.0,10,0.0,0.0,0,0,2,1,0.0,2,11,2.0,8,0.0,5.0,0,3.0,0.0,0.0,8.0,,20,Козлодуй,България,010,ВРАЦА,гр.Козлодуй,37798,-,909
062000011,0,0.0,26,151,1,0,7,6,0,0.0,103,156,3,11,6.0,1.0,0.0,0.0,51,1.0,3,0.0,0.0,0,0,6,2,0.0,1,14,0.0,9,0.0,5.0,1,0.0,0.0,0.0,10.0,,20,Козлодуй,България,011,ВРАЦА,гр.Козлодуй,37798,-,1035
062000012,2,0.0,9,118,2,0,2,1,2,5.0,54,119,6,6,1.0,0.0,0.0,0.0,60,0.0,2,1.0,1.0,0,0,4,0,0.0,2,5,1.0,10,0.0,0.0,1,2.0,0.0,0.0,17.0,,20,Козлодуй,България,012,ВРАЦА,гр.Козлодуй,37798,-,813
062000013,1,0.0,1,94,1,1,1,0,0,1.0,12,51,3,2,0.0,0.0,0.0,0.0,27,1.0,2,1.0,0.0,1,0,4,0,0.0,0,0,0.0,92,0.0,0.0,0,0.0,0.0,0.0,17.0,,20,Козлодуй,България,013,ВРАЦА,гр.Козлодуй,37798,-,685
062000014,1,0.0,5,60,1,0,0,1,0,0.0,28,93,2,3,1.0,0.0,1.0,0.0,56,1.0,3,0.0,0.0,0,0,1,1,1.0,0,0,0.0,3,0.0,0.0,1,1.0,0.0,0.0,12.0,,20,Козлодуй,България,014,ВРАЦА,гр.Козлодуй,37798,-,617
062000015,1,1.0,0,7,2,0,0,2,0,0.0,2,7,3,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0,0,0,0,0.0,1,0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,m,20,Козлодуй,България,015,ВРАЦА,гр.Козлодуй,37798,-,36
062000016,0,1.0,4,139,0,0,0,2,2,0.0,16,56,0,0,0.0,0.0,0.0,1.0,82,0.0,0,0.0,0.0,0,0,1,0,0.0,0,0,0.0,3,0.0,1.0,0,0.0,0.0,0.0,7.0,,20,Козлодуй,България,016,ВРАЦА,с.Хърлец,77548,-,675
062000017,1,0.0,8,162,2,0,0,1,2,0.0,29,43,2,2,0.0,0.0,1.0,0.0,57,0.0,0,0.0,0.0,2,0,3,0,0.0,5,0,0.0,1,0.0,1.0,1,0.0,0.0,0.0,16.0,,20,Козлодуй,България,017,ВРАЦА,с.Хърлец,77548,-,585
062000018,0,1.0,12,130,0,0,1,5,2,1.0,31,65,4,2,0.0,0.0,0.0,0.0,31,0.0,3,0.0,0.0,0,0,3,0,0.0,0,1,1.0,2,0.0,0.0,0,2.0,0.0,0.0,5.0,,20,Козлодуй,България,018,ВРАЦА,с.Хърлец,77548,-,545
062000019,0,1.0,4,101,3,0,0,3,0,0.0,33,57,3,3,0.0,0.0,0.0,0.0,36,0.0,6,1.0,1.0,0,0,0,0,0.0,1,1,0.0,9,0.0,2.0,0,1.0,0.0,0.0,16.0,,20,Козлодуй,България,019,ВРАЦА,с.Гложене,18505,-,552
062000020,1,0.0,6,87,5,0,0,1,0,1.0,24,41,5,9,0.0,1.0,1.0,0.0,25,2.0,3,2.0,0.0,0,0,4,1,0.0,3,0,0.0,6,0.0,1.0,0,1.0,0.0,0.0,7.0,,20,Козлодуй,България,020,ВРАЦА,с.Гложене,18505,-,546
062000021,0,0.0,5,100,2,0,0,1,1,0.0,29,62,3,3,0.0,0.0,2.0,0.0,34,1.0,7,0.0,0.0,1,0,4,0,0.0,2,2,1.0,17,0.0,2.0,0,0.0,0.0,0.0,10.0,,20,Козлодуй,България,021,ВРАЦА,с.Гложене,18505,-,532
062000022,0,0.0,4,185,11,0,0,3,0,1.0,4,29,3,0,0.0,0.0,0.0,0.0,46,1.0,2,0.0,1.0,1,1,0,0,0.0,2,0,0.0,20,0.0,0.0,0,0.0,0.0,0.0,5.0,,20,Козлодуй,България,022,ВРАЦА,с.Гложене,18505,-,698
062000023,0,0.0,4,47,55,0,0,1,0,0.0,3,7,3,0,0.0,1.0,0.0,0.0,34,1.0,0,0.0,0.0,0,0,1,0,0.0,1,0,0.0,36,0.0,1.0,0,1.0,0.0,0.0,2.0,,20,Козлодуй,България,023,ВРАЦА,с.Бутан,7116,-,628
062000024,0,0.0,30,70,25,1,0,4,0,0.0,40,78,2,3,1.0,0.0,0.0,0.0,103,1.0,4,0.0,0.0,0,0,0,0,1.0,0,1,1.0,20,0.0,0.0,0,1.0,0.0,0.0,5.0,,20,Козлодуй,България,024,ВРАЦА,с.Бутан,7116,-,391
062000025,1,1.0,32,112,32,0,1,13,1,0.0,46,95,5,0,2.0,2.0,0.0,0.0,92,1.0,5,1.0,0.0,3,0,5,0,0.0,5,1,0.0,13,0.0,0.0,0,0.0,0.0,0.0,9.0,,20,Козлодуй,България,025,ВРАЦА,с.Бутан,7116,-,929
062000026,0,1.0,9,66,3,1,0,2,0,0.0,12,32,0,1,3.0,0.0,0.0,0.0,79,0.0,3,1.0,0.0,0,0,1,0,0.0,1,2,0.0,20,0.0,0.0,0,0.0,0.0,0.0,2.0,,20,Козлодуй,България,026,ВРАЦА,с.Крива бара,39730,-,340
062100001,11,0.0,13,100,3,1,0,0,0,0.0,18,58,0,18,0.0,3.0,0.0,0.0,8,0.0,9,0.0,0.0,0,0,13,0,0.0,3,4,3.0,67,0.0,1.0,1,2.0,0.0,0.0,15.0,,21,Криводол,България,001,ВРАЦА,гр.Криводол,39846,-,668
062100002,6,1.0,15,130,2,0,1,2,0,0.0,27,89,3,8,1.0,8.0,1.0,0.0,0,3.0,1,0.0,0.0,0,1,14,0,0.0,1,3,0.0,62,0.0,1.0,0,0.0,0.0,0.0,9.0,,21,Криводол,България,002,ВРАЦА,гр.Криводол,39846,-,671
062100003,3,1.0,14,163,2,0,1,2,0,0.0,36,90,2,21,1.0,3.0,0.0,0.0,1,0.0,9,0.0,0.0,0,0,2,0,0.0,13,6,1.0,53,0.0,1.0,0,0.0,0.0,0.0,8.0,,21,Криводол,България,003,ВРАЦА,гр.Криводол,39846,-,786
062100004,1,0.0,14,132,30,0,0,1,0,0.0,37,58,3,4,2.0,6.0,2.0,0.0,0,0.0,1,0.0,0.0,1,0,3,1,0.0,9,1,1.0,141,0.0,2.0,1,1.0,0.0,0.0,3.0,,21,Криводол,България,004,ВРАЦА,гр.Криводол,39846,-,800
062100005,1,0.0,2,113,0,0,0,1,0,0.0,8,28,2,0,0.0,0.0,0.0,0.0,6,0.0,0,0.0,0.0,0,0,0,0,1.0,5,0,0.0,6,0.0,0.0,0,0.0,0.0,0.0,14.0,,21,Криводол,България,005,ВРАЦА,с.Баурене,2912,-,313
062100006,1,0.0,2,50,1,0,0,0,0,0.0,6,13,0,1,0.0,0.0,0.0,0.0,0,0.0,1,1.0,0.0,0,0,1,0,0.0,2,0,0.0,32,0.0,0.0,0,0.0,0.0,0.0,4.0,,21,Криводол,България,006,ВРАЦА,с.Ботуня,5894,-,164
062100007,2,1.0,2,63,1,0,1,5,0,0.0,18,43,0,0,0.0,4.0,1.0,0.0,0,1.0,5,0.0,0.0,0,0,2,0,0.0,2,0,1.0,164,0.0,1.0,2,0.0,0.0,0.0,16.0,,21,Криводол,България,007,ВРАЦА,с.Галатин,14390,-,500
062100008,1,1.0,5,73,1,0,0,0,0,0.0,3,49,1,0,0.0,0.0,1.0,0.0,2,0.0,0,0.0,0.0,0,0,3,0,0.0,1,1,0.0,15,0.0,0.0,0,0.0,0.0,0.0,4.0,,21,Криводол,България,008,ВРАЦА,с.Главаци,15014,-,211
062100009,1,1.0,6,46,2,0,1,0,0,0.0,2,24,0,1,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.0,1,0,0,0,0.0,0,1,0.0,91,0.0,0.0,0,0.0,0.0,0.0,10.0,,21,Криводол,България,009,ВРАЦА,с.Големо Бабино,15494,-,260
062100010,2,0.0,19,74,0,0,0,2,0,0.0,9,52,4,3,0.0,0.0,0.0,0.0,3,0.0,1,0.0,0.0,0,0,5,0,2.0,2,0,0.0,49,1.0,0.0,0,1.0,0.0,0.0,5.0,,21,Криводол,България,010,ВРАЦА,с.Градешница,17453,-,430
062100011,0,1.0,7,70,0,0,2,0,2,0.0,7,18,1,0,1.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,1,0,2,0,1.0,4,0,1.0,2,0.0,0.0,0,2.0,0.0,0.0,3.0,,21,Криводол,България,011,ВРАЦА,с.Добруша,21734,-,185
062100012,1,0.0,21,152,3,0,0,0,0,0.0,12,79,2,9,0.0,0.0,1.0,0.0,2,0.0,1,0.0,0.0,0,0,4,0,0.0,19,0,0.0,139,0.0,1.0,2,0.0,0.0,0.0,12.0,,21,Криводол,България,012,ВРАЦА,с.Краводер,39236,-,694
062100013,0,0.0,10,146,0,0,1,0,0,0.0,23,33,6,2,0.0,0.0,0.0,0.0,1,2.0,4,0.0,0.0,0,0,3,0,0.0,5,0,0.0,184,1.0,0.0,6,1.0,0.0,0.0,18.0,,21,Криводол,България,013,ВРАЦА,с.Лесура,43462,-,753
062100014,0,0.0,11,52,0,0,1,1,0,0.0,4,27,4,1,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0,0,4,0,0.0,4,0,0.0,44,0.0,0.0,0,0.0,0.0,0.0,43.0,,21,Криводол,България,014,ВРАЦА,с.Осен,54064,-,266
062100015,0,0.0,15,107,3,1,1,0,0,0.0,17,76,1,7,0.0,0.0,1.0,0.0,2,0.0,0,1.0,0.0,1,0,0,0,0.0,0,2,1.0,66,0.0,0.0,0,1.0,0.0,0.0,6.0,,21,Криводол,България,015,ВРАЦА,с.Пудрия,58788,-,562
062100016,0,0.0,14,78,2,0,0,1,0,1.0,27,61,0,8,0.0,2.0,0.0,1.0,0,0.0,0,0.0,0.0,2,0,2,0,0.0,3,0,2.0,377,0.0,0.0,2,1.0,0.0,0.0,4.0,,21,Криводол,България,016,ВРАЦА,с.Ракево,61933,-,768
062100017,0,0.0,0,42,0,0,0,2,0,0.0,1,32,0,2,0.0,0.0,0.0,0.0,3,0.0,1,1.0,0.0,0,0,2,0,0.0,3,1,0.0,21,0.0,0.0,0,0.0,0.0,0.0,3.0,,21,Криводол,България,017,ВРАЦА,с.Уровене,75143,-,140
062100018,0,0.0,2,54,0,0,0,0,0,0.0,1,27,3,0,0.0,0.0,0.0,0.0,4,0.0,0,0.0,0.0,1,0,0,0,0.0,3,0,0.0,46,0.0,0.0,0,0.0,0.0,0.0,14.0,,21,Криводол,България,018,ВРАЦА,с.Фурен,76193,-,228
062100019,0,0.0,2,4,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,1,0,0,0,0.0,0,0,0.0,16,0.0,0.0,1,0.0,0.0,0.0,4.0,m,21,Криводол,България,019,ВРАЦА,гр.Криводол,39846,-,31
062700001,1,0.0,23,98,0,0,0,4,3,0.0,44,112,7,11,0.0,0.0,1.0,1.0,4,2.0,5,0.0,0.0,0,1,18,0,0.0,0,7,1.0,19,0.0,1.0,4,1.0,0.0,0.0,5.0,,27,Мездра,България,001,ВРАЦА,гр.Мездра,47714,-,712
062700002,1,1.0,21,112,2,0,0,5,0,0.0,43,98,2,23,2.0,1.0,0.0,0.0,5,2.0,7,0.0,0.0,0,0,16,0,0.0,6,7,0.0,15,0.0,0.0,0,0.0,0.0,0.0,4.0,,27,Мездра,България,002,ВРАЦА,гр.Мездра,47714,-,762
062700003,1,0.0,14,132,0,0,2,4,3,0.0,55,93,4,6,2.0,0.0,0.0,0.0,1,2.0,6,0.0,0.0,2,0,26,0,8.0,8,4,0.0,15,0.0,1.0,1,0.0,0.0,0.0,11.0,,27,Мездра,България,003,ВРАЦА,гр.Мездра,47714,-,756
062700004,2,0.0,8,150,1,0,0,1,5,0.0,37,100,6,10,1.0,0.0,1.0,0.0,0,4.0,8,0.0,0.0,0,1,20,0,1.0,3,6,0.0,9,0.0,2.0,0,0.0,0.0,0.0,11.0,,27,Мездра,България,004,ВРАЦА,гр.Мездра,47714,-,823
062700005,1,0.0,10,125,2,0,0,3,4,0.0,36,126,2,17,1.0,0.0,0.0,1.0,2,4.0,6,0.0,0.0,0,0,10,0,2.0,4,5,0.0,13,0.0,1.0,2,0.0,0.0,0.0,0.0,,27,Мездра,България,005,ВРАЦА,гр.Мездра,47714,-,725
062700006,0,0.0,7,144,4,0,3,4,1,0.0,41,95,3,15,1.0,0.0,0.0,0.0,0,3.0,7,0.0,2.0,0,0,17,0,2.0,3,11,1.0,5,0.0,2.0,1,1.0,0.0,0.0,12.0,,27,Мездра,България,006,ВРАЦА,гр.Мездра,47714,-,715
062700007,2,0.0,15,120,0,1,0,4,2,0.0,37,98,3,4,0.0,0.0,0.0,0.0,1,0.0,7,0.0,0.0,1,1,29,0,0.0,2,4,2.0,6,0.0,0.0,0,1.0,0.0,0.0,5.0,,27,Мездра,България,007,ВРАЦА,гр.Мездра,47714,-,643
062700008,0,0.0,10,147,2,0,1,6,1,0.0,51,76,5,10,5.0,0.0,0.0,0.0,0,1.0,16,1.0,0.0,0,0,13,0,0.0,4,7,0.0,10,0.0,2.0,0,0.0,0.0,0.0,9.0,,27,Мездра,България,008,ВРАЦА,гр.Мездра,47714,-,745
062700009,0,1.0,18,138,2,0,4,0,4,0.0,26,98,10,19,0.0,1.0,0.0,0.0,2,2.0,2,0.0,0.0,1,0,14,0,1.0,1,6,1.0,0,0.0,1.0,3,1.0,0.0,0.0,1.0,,27,Мездра,България,009,ВРАЦА,гр.Мездра,47714,-,692
062700010,0,0.0,13,125,3,0,1,6,0,0.0,32,82,8,7,4.0,0.0,0.0,0.0,2,0.0,4,0.0,0.0,0,0,19,0,1.0,1,7,0.0,4,0.0,1.0,0,0.0,0.0,0.0,9.0,,27,Мездра,България,010,ВРАЦА,гр.Мездра,47714,-,694
062700011,0,0.0,13,125,0,0,2,4,0,0.0,39,81,5,7,1.0,0.0,0.0,0.0,3,4.0,3,1.0,0.0,0,0,9,0,0.0,1,7,0.0,13,0.0,0.0,0,2.0,0.0,0.0,8.0,,27,Мездра,България,011,ВРАЦА,гр.Мездра,47714,-,692
062700012,6,0.0,20,159,2,0,0,6,5,0.0,78,100,13,12,3.0,0.0,0.0,0.0,1,5.0,1,0.0,0.0,3,0,30,0,1.0,6,7,1.0,30,0.0,3.0,0,0.0,0.0,0.0,4.0,,27,Мездра,България,012,ВРАЦА,гр.Мездра,47714,-,1128
062700013,1,0.0,11,88,2,1,3,2,2,0.0,47,57,1,7,0.0,0.0,1.0,0.0,2,0.0,8,0.0,0.0,0,0,5,0,0.0,10,6,0.0,3,0.0,3.0,0,0.0,0.0,0.0,7.0,,27,Мездра,България,013,ВРАЦА,гр.Мездра,47714,-,584
062700014,2,0.0,19,139,4,1,3,3,0,0.0,40,64,3,2,3.0,0.0,1.0,0.0,0,0.0,2,0.0,1.0,0,0,15,0,3.0,4,4,2.0,11,0.0,0.0,0,0.0,0.0,0.0,5.0,,27,Мездра,България,014,ВРАЦА,гр.Мездра,47714,-,751
062700015,0,0.0,17,75,4,0,1,2,1,0.0,28,51,4,7,0.0,0.0,0.0,0.0,3,1.0,5,0.0,0.0,0,0,3,1,0.0,8,1,0.0,8,0.0,0.0,1,0.0,0.0,0.0,11.0,,27,Мездра,България,015,ВРАЦА,с.Боденец,4827,-,506
062700016,1,1.0,6,62,0,0,1,0,3,1.0,22,51,2,0,0.0,0.0,1.0,0.0,7,0.0,3,0.0,0.0,0,0,8,0,2.0,6,1,0.0,10,0.0,1.0,0,0.0,0.0,0.0,8.0,,27,Мездра,България,016,ВРАЦА,с.Брусен,6598,-,370
062700017,1,0.0,5,66,1,0,0,0,0,0.0,24,17,1,3,0.0,0.0,0.0,1.0,5,1.0,1,0.0,0.0,0,0,3,0,0.0,2,0,0.0,6,0.0,1.0,0,0.0,0.0,0.0,2.0,,27,Мездра,България,017,ВРАЦА,с.Върбешница,12704,-,295
062700018,0,1.0,2,62,1,0,1,0,1,0.0,8,13,0,7,1.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0,0,3,0,0.0,0,0,0.0,2,0.0,0.0,2,3.0,0.0,0.0,2.0,,27,Мездра,България,018,ВРАЦА,с.Горна Бешовица,16122,-,163
062700019,0,1.0,8,97,1,0,0,1,2,0.0,16,64,3,1,0.0,0.0,0.0,0.0,4,2.0,6,0.0,0.0,0,0,7,0,0.0,1,1,0.0,23,0.0,0.0,1,1.0,0.0,0.0,2.0,,27,Мездра,България,019,ВРАЦА,с.Горна Кремена,16256,-,396
062700020,2,1.0,15,87,1,1,3,0,2,3.0,18,44,5,2,1.0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0,0,11,0,0.0,1,1,0.0,21,0.0,2.0,0,2.0,0.0,0.0,3.0,,27,Мездра,България,020,ВРАЦА,с.Долна Кремена,22126,-,434
062700021,0,0.0,11,76,0,0,0,1,0,0.0,20,57,7,1,1.0,0.0,0.0,0.0,12,0.0,1,0.0,0.0,0,0,1,0,5.0,0,1,0.0,4,0.0,0.0,0,1.0,0.0,0.0,4.0,,27,Мездра,България,021,ВРАЦА,с.Дърманци,24668,-,302
062700022,0,0.0,2,62,0,0,0,3,0,0.0,14,35,1,4,1.0,0.0,0.0,0.0,2,0.0,0,15.0,0.0,1,0,1,0,0.0,0,1,0.0,3,0.0,0.0,0,0.0,0.0,0.0,5.0,,27,Мездра,България,022,ВРАЦА,с.Елисейна,27317,-,317
062700023,2,0.0,16,116,1,0,1,3,0,1.0,28,105,5,5,1.0,0.0,0.0,0.0,4,3.0,2,4.0,0.0,0,0,12,0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5.0,,27,Мездра,България,023,ВРАЦА,с.Зверино,30510,-,717
062700024,1,2.0,16,152,3,0,1,2,0,0.0,31,94,5,7,2.0,0.0,0.0,0.0,5,1.0,13,3.0,0.0,4,0,18,0,0.0,1,1,1.0,12,0.0,1.0,0,0.0,0.0,0.0,7.0,,27,Мездра,България,024,ВРАЦА,с.Зверино,30510,-,832
062700025,0,0.0,4,51,0,0,0,0,0,0.0,3,6,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0,0.0,2,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,,27,Мездра,България,025,ВРАЦА,с.Злидол,31190,-,90
062700026,0,0.0,8,90,2,1,1,3,1,0.0,57,78,7,3,0.0,0.0,0.0,0.0,7,0.0,3,1.0,0.0,3,1,4,0,6.0,8,1,0.0,7,0.0,0.0,0,2.0,0.0,0.0,10.0,,27,Мездра,България,026,ВРАЦА,с.Игнатица,32281,-,540
062700027,1,0.0,3,76,1,0,2,0,0,0.0,13,38,6,1,1.0,0.0,0.0,0.0,1,0.0,4,0.0,0.0,0,0,3,0,0.0,1,0,0.0,5,0.0,0.0,0,4.0,0.0,0.0,1.0,,27,Мездра,България,027,ВРАЦА,с.Крапец,39483,-,275
062700028,0,0.0,3,23,0,0,0,0,0,0.0,0,10,3,2,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0,0,1,0,1.0,0,0,0.0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,,27,Мездра,България,028,ВРАЦА,с.Кален,35314,-,78
062700029,0,0.0,0,55,1,0,0,0,2,0.0,14,20,3,2,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0,0,0,0,0.0,1,0,0.0,3,0.0,0.0,0,1.0,0.0,0.0,4.0,,27,Мездра,България,029,ВРАЦА,с.Крета,39709,-,185
062700030,1,1.0,2,90,0,0,2,2,0,0.0,13,31,3,7,0.0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0,0,5,0,0.0,10,0,0.0,4,0.0,0.0,0,0.0,0.0,0.0,1.0,,27,Мездра,България,030,ВРАЦА,с.Лик,43654,-,317
062700031,0,0.0,9,60,0,0,0,1,1,0.0,7,40,5,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0,1,2,0,0.0,4,1,0.0,2,0.0,0.0,0,1.0,0.0,0.0,1.0,,27,Мездра,България,031,ВРАЦА,с.Лютидол,44759,-,218
062700032,1,0.0,6,87,0,0,1,0,0,0.0,26,50,4,0,1.0,0.0,0.0,0.0,8,0.0,3,0.0,0.0,1,0,3,0,1.0,3,0,0.0,4,0.0,0.0,0,0.0,0.0,0.0,4.0,,27,Мездра,България,032,ВРАЦА,с.Лютиброд,44745,-,306
062700033,1,1.0,14,112,0,0,1,0,1,0.0,39,90,1,7,1.0,0.0,0.0,0.0,3,1.0,4,0.0,0.0,0,0,3,0,1.0,2,0,0.0,5,0.0,0.0,0,2.0,0.0,0.0,6.0,,27,Мездра,България,033,ВРАЦА,с.Моравица,49031,-,647
062700034,0,0.0,24,68,0,0,0,1,1,0.0,40,51,1,2,0.0,0.0,0.0,0.0,6,0.0,0,0.0,0.0,0,0,9,0,0.0,1,1,1.0,2,0.0,0.0,0,1.0,0.0,0.0,4.0,,27,Мездра,България,034,ВРАЦА,с.Оселна,54047,-,402
062700035,0,0.0,6,32,1,0,0,2,0,0.0,7,23,0,1,0.0,0.0,0.0,0.0,2,0.0,2,0.0,0.0,5,0,14,0,0.0,0,1,0.0,1,0.0,0.0,0,0.0,0.0,0.0,2.0,,27,Мездра,България,035,ВРАЦА,с.Очиндол,54506,-,142
062700036,0,1.0,0,36,0,0,0,0,0,1.0,3,11,1,1,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,,27,Мездра,България,036,ВРАЦА,с.Ослен Криводол,54256,-,79
062700037,1,0.0,8,64,0,0,0,1,0,0.0,15,66,4,3,1.0,1.0,0.0,0.0,1,0.0,8,0.0,0.0,0,0,1,0,0.0,1,0,1.0,2,0.0,0.0,0,1.0,0.0,0.0,2.0,,27,Мездра,България,037,ВРАЦА,с.Руска Бела,63450,-,307
062700038,0,1.0,3,87,0,0,0,1,0,0.0,9,57,0,2,1.0,0.0,0.0,0.0,7,2.0,0,0.0,0.0,0,0,2,0,0.0,13,1,1.0,4,0.0,1.0,1,0.0,0.0,0.0,2.0,,27,Мездра,България,038,ВРАЦА,с.Ребърково,62390,-,285
062700039,1,0.0,0,39,0,0,0,0,0,0.0,4,24,1,0,0.0,0.0,0.0,0.0,0,0.0,2,0.0,0.0,0,0,4,0,1.0,0,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,,27,Мездра,България,039,ВРАЦА,с.Старо село,69050,-,123
062700040,1,0.0,11,141,0,0,0,2,0,0.0,21,37,1,1,2.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0,1.0,22,0.0,0.0,0,1.0,0.0,0.0,2.0,,27,Мездра,България,040,ВРАЦА,с.Типченица,72432,-,366
062700041,1,1.0,1,40,0,0,0,0,0,0.0,3,5,2,1,1.0,0.0,0.0,1.0,0,0.0,2,0.0,0.0,0,0,0,0,0.0,1,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,1.0,,27,Мездра,България,041,ВРАЦА,с.Цаконица,78015,-,77
