,station no,adm_id,ПП ДРОМ,ПП ДРОМ result,ПП ДРОМ result invalid,ПП Движение за радикална промяна Българската пролет,ПП Движение за радикална промяна Българската пролет result,ПП Движение за радикална промяна Българската пролет result invalid,Политическа партия Движение Напред България,Политическа партия Движение Напред България result,Политическа партия Движение Напред България result invalid,"Нова Република – ДСБ, Съюз за Пловдив, Българска демократична общност","Нова Република – ДСБ, Съюз за Пловдив, Българска демократична общност result","Нова Република – ДСБ, Съюз за Пловдив, Българска демократична общност result invalid","КОАЛИЦИЯ НА НЕДОВОЛНИТЕ (БСД – Евролевица, Българска Социалдемократическа партия, Християн-Социален Съюз)","КОАЛИЦИЯ НА НЕДОВОЛНИТЕ (БСД – Евролевица, Българска Социалдемократическа партия, Християн-Социален Съюз) result","КОАЛИЦИЯ НА НЕДОВОЛНИТЕ (БСД – Евролевица, Българска Социалдемократическа партия, Християн-Социален Съюз) result invalid",ВОЛЯ,ВОЛЯ result,ВОЛЯ result invalid,ПП БЪЛГАРСКИ ДЕМОКРАТИЧЕН ЦЕНТЪР - БДЦ,ПП БЪЛГАРСКИ ДЕМОКРАТИЧЕН ЦЕНТЪР - БДЦ result,ПП БЪЛГАРСКИ ДЕМОКРАТИЧЕН ЦЕНТЪР - БДЦ result invalid,Коалиция АБВ – Движение 21,Коалиция АБВ – Движение 21 result,Коалиция АБВ – Движение 21 result invalid,Движение за права и свободи – ДПС,Движение за права и свободи – ДПС result,Движение за права и свободи – ДПС result invalid,БСП за БЪЛГАРИЯ,БСП за БЪЛГАРИЯ result,БСП за БЪЛГАРИЯ result invalid,ПП ГЕРБ,ПП ГЕРБ result,ПП ГЕРБ result invalid,партия на ЗЕЛЕНИТЕ,партия на ЗЕЛЕНИТЕ result,партия на ЗЕЛЕНИТЕ result invalid,Обединение ДОСТ,Обединение ДОСТ result,Обединение ДОСТ result invalid,ПП Възраждане,ПП Възраждане result,ПП Възраждане result invalid,ДВИЖЕНИЕ ПРЕЗАРЕДИ БЪЛГАРИЯ,ДВИЖЕНИЕ ПРЕЗАРЕДИ БЪЛГАРИЯ result,ДВИЖЕНИЕ ПРЕЗАРЕДИ БЪЛГАРИЯ result invalid,"КП ДВИЖЕНИЕ ДА БЪЛГАРИЯ (Зелените, ДЕОС)","КП ДВИЖЕНИЕ ДА БЪЛГАРИЯ (Зелените, ДЕОС) result","КП ДВИЖЕНИЕ ДА БЪЛГАРИЯ (Зелените, ДЕОС) result invalid","ОБЕДИНЕНИ ПАТРИОТИ – НФСБ, АТАКА и ВМРО","ОБЕДИНЕНИ ПАТРИОТИ – НФСБ, АТАКА и ВМРО result","ОБЕДИНЕНИ ПАТРИОТИ – НФСБ, АТАКА и ВМРО result invalid",КОЙ – Българската левица и Зелена партия,КОЙ – Българската левица и Зелена партия result,КОЙ – Българската левица и Зелена партия result invalid,ПП НАЦИОНАЛНА РЕПУБЛИКАНСКА ПАРТИЯ,ПП НАЦИОНАЛНА РЕПУБЛИКАНСКА ПАРТИЯ result,ПП НАЦИОНАЛНА РЕПУБЛИКАНСКА ПАРТИЯ result invalid,БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ,БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ result,БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ result invalid,РЕФОРМАТОРСКИ БЛОК – ГЛАС НАРОДЕН,РЕФОРМАТОРСКИ БЛОК – ГЛАС НАРОДЕН result,РЕФОРМАТОРСКИ БЛОК – ГЛАС НАРОДЕН result invalid,независими1,независими1 result,независими1 result invalid,независими2,независими2 result,независими2 result invalid
1057,020900042,2,1,0,0,2,0,0,3,0,0,4,0,0,5,1,0,6,3,0,7,0,0,8,0,0,9,23,0,10,34,0,11,44,0,12,1,0,13,21,0,14,0,0,15,0,0,16,1,0,17,12,0,18,1,0,19,0,0,20,0,0,21,1,0,22,,,23,,
1058,020900043,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,2,0,7,0,0,8,0,0,9,66,0,10,1,0,11,3,0,12,0,0,13,33,0,14,0,0,15,0,0,16,0,0,17,1,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
1059,020900044,2,1,1,0,2,0,0,3,1,0,4,0,0,5,1,0,6,1,0,7,0,0,8,0,0,9,2,0,10,8,2,11,22,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,5,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1060,020900045,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,8,0,0,9,1,0,10,20,0,11,14,0,12,0,0,13,0,0,14,1,0,15,0,0,16,0,0,17,11,0,18,0,0,19,0,0,20,0,1,21,1,0,22,,,23,,
1061,020900046,2,1,0,0,2,2,0,3,0,0,4,0,0,5,0,0,6,13,0,7,0,0,8,5,0,9,186,0,10,23,0,11,26,0,12,0,0,13,137,0,14,2,0,15,0,0,16,1,0,17,3,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1062,020900047,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,1,0,7,0,0,8,1,0,9,52,0,10,19,0,11,10,0,12,0,0,13,23,0,14,0,0,15,0,0,16,1,0,17,4,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1063,020900048,2,1,0,0,2,0,0,3,0,0,4,1,0,5,0,0,6,0,0,7,0,0,8,0,0,9,2,0,10,6,0,11,8,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,3,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1064,020900049,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,1,0,7,0,0,8,0,0,9,0,0,10,30,0,11,10,0,12,0,0,13,0,0,14,1,0,15,0,0,16,0,0,17,4,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1065,020900050,2,1,0,0,2,1,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,8,0,0,9,0,0,10,31,0,11,12,0,12,0,0,13,0,0,14,1,0,15,0,0,16,3,0,17,12,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1066,020900051,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,1,0,7,0,0,8,0,0,9,58,0,10,32,0,11,17,0,12,0,0,13,1,0,14,0,0,15,0,0,16,0,0,17,2,0,18,0,0,19,1,0,20,0,0,21,1,0,22,,,23,,
1067,020900052,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,1,0,8,0,0,9,0,0,10,22,0,11,27,1,12,0,0,13,0,0,14,3,0,15,0,0,16,0,0,17,15,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1068,020900053,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,3,0,7,0,0,8,0,0,9,0,0,10,35,0,11,25,0,12,0,0,13,0,0,14,1,0,15,0,0,16,0,0,17,9,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1069,020900054,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,2,0,7,0,0,8,2,0,9,0,0,10,33,0,11,23,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,15,0,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
1070,020900055,2,1,0,0,2,0,0,3,3,0,4,1,0,5,0,0,6,2,0,7,0,0,8,1,0,9,0,0,10,40,0,11,36,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,11,0,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
1071,020900056,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,9,0,7,0,4,8,0,0,9,0,0,10,71,4,11,50,3,12,0,0,13,1,1,14,0,1,15,0,0,16,3,0,17,17,0,18,3,0,19,2,0,20,0,0,21,2,2,22,,,23,,
1072,020900057,2,1,0,0,2,0,0,3,0,0,4,1,0,5,0,0,6,2,0,7,0,0,8,0,0,9,0,0,10,14,0,11,8,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,5,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1073,020900058,2,1,0,0,2,0,0,3,0,0,4,2,0,5,0,0,6,2,0,7,0,0,8,0,0,9,0,0,10,17,0,11,22,3,12,0,0,13,1,0,14,1,0,15,0,0,16,0,0,17,4,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1074,020900059,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,1,0,7,0,0,8,1,0,9,0,0,10,5,0,11,1,0,12,0,0,13,0,0,14,2,0,15,0,0,16,0,0,17,3,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1075,021200001,2,1,2,0,2,0,0,3,0,0,4,2,0,5,2,0,6,2,1,7,0,0,8,2,0,9,11,0,10,55,1,11,54,0,12,0,0,13,1,0,14,8,0,15,0,0,16,1,0,17,28,0,18,0,0,19,0,0,20,1,0,21,8,0,22,,,23,,
1076,021200002,2,1,2,0,2,0,0,3,0,0,4,1,0,5,0,0,6,14,0,7,2,0,8,3,0,9,12,0,10,121,0,11,101,0,12,1,0,13,0,0,14,4,0,15,0,0,16,2,0,17,39,0,18,1,0,19,0,0,20,1,0,21,12,0,22,,,23,,
1077,021200003,2,1,1,0,2,3,0,3,1,0,4,4,0,5,0,0,6,17,0,7,0,0,8,11,0,9,8,0,10,125,0,11,103,0,12,0,0,13,0,0,14,2,0,15,0,0,16,2,0,17,26,0,18,1,0,19,0,0,20,0,0,21,6,0,22,,,23,,
1078,021200004,2,1,3,0,2,0,0,3,1,0,4,1,0,5,1,0,6,12,0,7,1,0,8,9,0,9,3,0,10,101,2,11,77,1,12,0,0,13,0,1,14,0,0,15,0,0,16,2,0,17,46,0,18,1,0,19,0,0,20,0,0,21,6,0,22,,,23,,
1079,021200005,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,1,0,7,0,0,8,0,0,9,1,0,10,11,0,11,24,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,3,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1080,021200007,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,3,0,7,0,0,8,9,0,9,3,0,10,54,0,11,52,0,12,1,0,13,0,0,14,1,0,15,0,0,16,0,0,17,18,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
1081,021200008,2,1,0,0,2,0,0,3,0,0,4,0,0,5,2,0,6,1,0,7,0,0,8,1,0,9,2,0,10,7,0,11,5,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,4,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1082,021200009,2,1,0,0,2,0,0,3,1,0,4,0,0,5,0,0,6,0,0,7,0,0,8,1,0,9,1,0,10,11,0,11,15,0,12,0,0,13,0,0,14,0,0,15,0,0,16,1,0,17,4,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
1083,021200010,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,1,0,7,0,0,8,0,0,9,0,0,10,6,0,11,7,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,4,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
1084,021200011,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,8,2,2,9,0,0,10,8,2,11,19,0,12,1,0,13,0,0,14,0,0,15,0,0,16,1,0,17,5,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1085,021200012,2,1,0,0,2,1,0,3,0,0,4,0,0,5,0,0,6,2,0,7,0,0,8,0,0,9,0,0,10,12,0,11,18,0,12,0,0,13,0,0,14,0,0,15,0,0,16,1,0,17,5,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1086,021200013,2,1,0,0,2,1,0,3,0,0,4,1,0,5,0,0,6,1,0,7,0,0,8,4,0,9,11,0,10,71,0,11,56,0,12,0,0,13,2,0,14,0,0,15,0,0,16,4,0,17,12,0,18,0,0,19,0,0,20,1,0,21,10,0,22,,,23,,
1087,021200014,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,8,0,0,9,0,0,10,10,0,11,9,0,12,0,0,13,0,0,14,0,0,15,0,0,16,4,0,17,1,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
1088,021200016,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,8,0,0,9,0,0,10,6,1,11,15,1,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,7,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
1089,021300001,2,1,0,0,2,2,0,3,0,0,4,9,0,5,2,0,6,9,0,7,1,0,8,8,0,9,0,0,10,103,0,11,147,0,12,0,0,13,0,0,14,3,0,15,0,0,16,5,0,17,21,0,18,0,0,19,0,0,20,1,0,21,4,0,22,,,23,,
1090,021300002,2,1,0,0,2,0,0,3,0,0,4,8,0,5,1,0,6,17,0,7,0,0,8,7,0,9,1,0,10,132,0,11,220,0,12,0,0,13,1,0,14,3,0,15,0,0,16,3,0,17,47,1,18,1,0,19,0,0,20,2,0,21,5,1,22,,,23,,
1091,021300003,2,1,3,0,2,0,0,3,0,0,4,5,0,5,0,0,6,19,0,7,0,1,8,11,0,9,19,0,10,142,2,11,250,4,12,3,0,13,1,0,14,2,0,15,0,0,16,9,0,17,51,0,18,0,0,19,0,0,20,0,0,21,4,0,22,,,23,,
1092,021300004,2,1,0,0,2,1,0,3,0,0,4,25,0,5,3,0,6,17,0,7,0,0,8,8,0,9,0,0,10,138,2,11,241,0,12,1,0,13,0,0,14,3,0,15,0,0,16,5,0,17,59,2,18,0,0,19,0,0,20,0,0,21,9,0,22,,,23,,
1093,021300005,2,1,0,0,2,0,0,3,0,0,4,1,0,5,0,0,6,4,0,7,0,0,8,2,0,9,0,0,10,38,0,11,142,0,12,6,0,13,0,0,14,2,0,15,0,0,16,3,0,17,22,0,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
1094,021300006,2,1,0,0,2,1,0,3,1,0,4,1,0,5,1,0,6,13,0,7,0,0,8,3,0,9,14,0,10,176,5,11,230,1,12,3,0,13,0,0,14,4,0,15,0,0,16,3,0,17,42,0,18,0,0,19,0,0,20,3,0,21,11,0,22,,,23,,
1095,021300007,2,1,4,0,2,3,1,3,0,0,4,7,0,5,0,0,6,19,0,7,2,0,8,4,0,9,30,1,10,175,6,11,245,3,12,7,0,13,0,0,14,1,0,15,0,0,16,2,0,17,50,0,18,0,0,19,0,0,20,1,0,21,7,0,22,,,23,,
1096,021300008,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,1,0,7,0,0,8,3,0,9,0,0,10,7,0,11,6,0,12,0,0,13,0,0,14,0,0,15,0,0,16,2,0,17,4,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1097,021300009,2,1,0,0,2,2,0,3,0,0,4,3,0,5,0,0,6,6,0,7,2,0,8,4,0,9,1,0,10,72,0,11,148,1,12,1,0,13,0,0,14,2,0,15,0,0,16,15,0,17,39,0,18,0,0,19,0,0,20,1,0,21,3,0,22,,,23,,
1098,021300010,2,1,0,0,2,2,0,3,0,0,4,0,0,5,0,0,6,6,0,7,0,0,8,0,0,9,0,0,10,19,1,11,14,1,12,1,0,13,0,0,14,3,0,15,0,0,16,1,0,17,2,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
1099,021300011,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,8,0,0,9,0,0,10,5,0,11,11,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,3,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1100,021300012,2,1,1,0,2,0,0,3,1,0,4,2,0,5,0,0,6,4,0,7,0,0,8,4,0,9,0,0,10,73,0,11,148,0,12,5,0,13,0,0,14,1,0,15,0,0,16,11,0,17,28,0,18,0,0,19,0,0,20,1,0,21,1,0,22,,,23,,
1101,021300013,2,1,1,0,2,1,0,3,2,0,4,11,0,5,0,0,6,15,0,7,0,0,8,7,0,9,3,0,10,68,11,11,146,10,12,2,0,13,0,0,14,1,0,15,0,0,16,1,0,17,46,0,18,1,0,19,0,0,20,0,0,21,8,0,22,,,23,,
1102,021300014,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,8,0,0,9,1,0,10,14,0,11,19,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,1,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1103,021300015,2,1,0,0,2,1,0,3,0,0,4,2,0,5,0,0,6,1,0,7,0,0,8,1,0,9,0,0,10,44,0,11,94,1,12,1,0,13,0,0,14,3,0,15,0,0,16,3,0,17,8,0,18,0,0,19,0,0,20,0,0,21,5,0,22,,,23,,
1104,021300016,2,1,0,0,2,3,0,3,0,0,4,3,0,5,0,0,6,1,0,7,0,0,8,1,0,9,2,0,10,64,2,11,58,4,12,1,0,13,0,0,14,1,0,15,0,0,16,2,0,17,12,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1105,021300017,2,1,0,0,2,0,0,3,0,0,4,2,0,5,0,0,6,4,0,7,0,0,8,0,0,9,0,0,10,37,0,11,62,0,12,1,0,13,0,0,14,0,0,15,0,0,16,1,0,17,13,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1106,021300018,2,1,1,0,2,0,0,3,0,0,4,4,0,5,0,0,6,2,0,7,0,0,8,0,0,9,7,0,10,23,0,11,106,0,12,0,0,13,0,0,14,2,0,15,0,0,16,3,0,17,4,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
1107,021300019,2,1,0,0,2,0,0,3,0,0,4,2,0,5,0,0,6,2,0,7,0,0,8,0,0,9,0,0,10,10,0,11,22,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,6,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1108,021500001,2,1,0,0,2,0,0,3,1,0,4,14,0,5,0,0,6,19,0,7,1,0,8,2,0,9,0,0,10,93,0,11,90,0,12,0,0,13,0,0,14,7,0,15,0,0,16,8,0,17,42,0,18,0,0,19,0,0,20,0,0,21,13,0,22,,,23,,
1109,021500002,2,1,0,0,2,1,0,3,0,0,4,19,0,5,0,0,6,16,0,7,2,0,8,1,0,9,2,0,10,108,2,11,80,1,12,0,0,13,2,0,14,3,0,15,0,0,16,15,1,17,38,0,18,0,0,19,0,0,20,0,0,21,3,0,22,,,23,,
1110,021500003,2,1,1,0,2,0,0,3,1,0,4,8,3,5,0,0,6,13,0,7,0,0,8,2,0,9,7,0,10,118,0,11,59,1,12,1,0,13,0,0,14,0,1,15,0,0,16,4,0,17,34,2,18,0,0,19,0,0,20,0,0,21,6,0,22,,,23,,
1111,021500004,2,1,0,0,2,2,0,3,0,0,4,9,0,5,2,0,6,26,0,7,0,0,8,7,0,9,2,0,10,100,0,11,135,2,12,1,0,13,0,0,14,8,0,15,0,0,16,5,0,17,64,0,18,1,0,19,1,0,20,0,0,21,12,0,22,,,23,,
1112,021500005,2,1,0,0,2,4,0,3,0,0,4,12,0,5,1,0,6,26,0,7,1,0,8,11,0,9,2,0,10,133,0,11,145,0,12,1,0,13,2,0,14,13,0,15,0,0,16,7,0,17,40,0,18,0,0,19,1,0,20,0,0,21,14,0,22,,,23,,
1113,021500006,2,1,0,0,2,1,0,3,2,0,4,10,0,5,0,0,6,36,0,7,1,0,8,7,0,9,1,0,10,115,0,11,140,0,12,0,0,13,0,0,14,5,0,15,0,0,16,4,0,17,52,0,18,0,0,19,0,0,20,0,0,21,18,0,22,,,23,,
1114,021500007,2,1,0,0,2,0,0,3,1,0,4,13,0,5,1,0,6,33,0,7,1,0,8,3,0,9,24,0,10,122,0,11,99,0,12,1,0,13,2,0,14,2,0,15,0,0,16,8,0,17,33,0,18,0,0,19,0,0,20,0,0,21,9,0,22,,,23,,
1115,021500008,2,1,0,0,2,2,0,3,1,0,4,1,0,5,0,0,6,26,0,7,1,0,8,1,0,9,16,0,10,139,0,11,136,0,12,1,0,13,0,0,14,6,0,15,0,0,16,7,0,17,33,0,18,0,0,19,0,0,20,1,0,21,11,0,22,,,23,,
1116,021500009,2,1,0,0,2,2,0,3,2,0,4,19,0,5,0,0,6,33,0,7,0,0,8,12,0,9,4,0,10,137,1,11,150,1,12,0,0,13,0,0,14,14,0,15,0,0,16,5,0,17,39,0,18,0,0,19,1,0,20,0,0,21,18,0,22,,,23,,
1117,021500010,2,1,0,0,2,3,0,3,0,0,4,9,0,5,4,0,6,29,0,7,0,0,8,7,0,9,5,0,10,141,1,11,152,0,12,0,0,13,0,0,14,5,0,15,0,0,16,7,0,17,48,0,18,0,0,19,0,0,20,1,0,21,15,0,22,,,23,,
1118,021500011,2,1,0,0,2,3,0,3,1,0,4,5,0,5,1,0,6,45,0,7,1,0,8,19,0,9,0,0,10,110,0,11,131,0,12,2,0,13,0,0,14,9,0,15,0,0,16,8,0,17,72,0,18,0,0,19,1,0,20,0,0,21,16,0,22,,,23,,
1119,021500012,2,1,0,0,2,1,0,3,2,0,4,3,0,5,0,0,6,20,1,7,0,0,8,1,0,9,23,0,10,58,1,11,101,0,12,3,0,13,20,0,14,7,0,15,0,0,16,3,0,17,23,0,18,1,0,19,0,0,20,0,0,21,4,0,22,,,23,,
1120,021500013,2,1,0,0,2,2,0,3,2,0,4,10,0,5,0,0,6,19,0,7,0,0,8,5,0,9,10,0,10,61,0,11,134,0,12,1,0,13,9,0,14,2,0,15,0,0,16,4,0,17,31,0,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
1121,021500014,2,1,0,0,2,0,0,3,1,0,4,1,0,5,0,0,6,6,0,7,0,0,8,1,0,9,0,0,10,36,1,11,30,0,12,0,0,13,0,0,14,3,0,15,0,0,16,2,0,17,11,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
1122,021500015,2,1,0,0,2,0,0,3,3,0,4,4,0,5,0,0,6,28,0,7,0,0,8,2,0,9,7,0,10,96,0,11,136,0,12,1,0,13,0,0,14,2,0,15,0,0,16,3,0,17,63,0,18,0,0,19,0,0,20,0,0,21,10,0,22,,,23,,
1123,021500016,2,1,0,0,2,6,0,3,0,0,4,5,0,5,0,0,6,28,0,7,1,0,8,4,0,9,8,0,10,114,0,11,163,0,12,0,0,13,1,0,14,4,0,15,0,0,16,3,0,17,66,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
1124,021500017,2,1,0,0,2,1,0,3,0,0,4,3,0,5,0,0,6,37,0,7,0,0,8,3,0,9,18,0,10,119,0,11,154,0,12,1,0,13,2,0,14,1,0,15,0,0,16,7,0,17,59,0,18,0,0,19,1,0,20,1,0,21,7,0,22,,,23,,
1125,021500018,2,1,1,0,2,1,0,3,1,0,4,1,0,5,0,0,6,5,0,7,3,0,8,3,0,9,96,0,10,61,0,11,56,0,12,1,0,13,2,0,14,0,0,15,0,0,16,0,0,17,3,0,18,0,0,19,1,0,20,0,0,21,2,0,22,,,23,,
1126,021500019,2,1,0,0,2,0,0,3,0,0,4,2,0,5,0,0,6,11,0,7,0,0,8,2,0,9,3,0,10,63,0,11,69,0,12,0,0,13,1,0,14,6,0,15,0,0,16,1,0,17,39,0,18,0,0,19,0,0,20,0,0,21,3,0,22,,,23,,
1127,021500020,2,1,0,0,2,1,0,3,1,1,4,0,0,5,0,0,6,20,0,7,0,0,8,4,0,9,78,0,10,57,0,11,63,1,12,1,0,13,0,0,14,2,0,15,0,0,16,3,0,17,16,3,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
1128,021500021,2,1,0,0,2,2,0,3,1,0,4,0,0,5,0,0,6,9,0,7,0,0,8,1,0,9,4,0,10,77,2,11,86,0,12,0,0,13,0,0,14,0,0,15,0,0,16,4,0,17,46,0,18,0,0,19,0,0,20,0,0,21,3,0,22,,,23,,
1129,021500022,2,1,0,0,2,0,0,3,0,0,4,7,0,5,0,0,6,31,0,7,1,0,8,14,0,9,0,0,10,89,1,11,114,1,12,1,0,13,0,0,14,4,0,15,0,0,16,2,0,17,48,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
1130,021500023,2,1,1,0,2,4,0,3,1,0,4,0,0,5,2,0,6,21,0,7,0,0,8,7,0,9,0,0,10,106,1,11,128,2,12,1,0,13,0,0,14,4,0,15,0,0,16,2,0,17,51,0,18,2,0,19,0,0,20,0,0,21,5,0,22,,,23,,
1131,021500024,2,1,0,0,2,1,0,3,1,0,4,7,0,5,1,0,6,33,0,7,2,0,8,7,0,9,1,0,10,145,0,11,139,0,12,0,0,13,0,0,14,3,0,15,0,0,16,6,0,17,65,0,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
1132,021500025,2,1,0,0,2,2,0,3,0,0,4,1,0,5,1,0,6,2,0,7,0,0,8,0,0,9,0,0,10,15,0,11,14,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,10,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
1133,021500026,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,6,0,7,0,1,8,0,1,9,0,0,10,14,0,11,11,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,5,0,18,0,0,19,1,0,20,0,0,21,0,0,22,,,23,,
1134,021500027,2,1,0,0,2,0,0,3,1,0,4,5,0,5,0,0,6,18,0,7,1,0,8,4,0,9,1,0,10,90,0,11,70,1,12,0,0,13,0,1,14,3,0,15,0,0,16,1,0,17,66,0,18,0,0,19,0,0,20,0,0,21,10,0,22,,,23,,
1135,021500028,2,1,7,0,2,0,0,3,0,0,4,1,0,5,0,0,6,9,0,7,2,0,8,0,0,9,52,1,10,90,0,11,26,0,12,1,0,13,11,1,14,0,0,15,0,0,16,3,0,17,17,0,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
1136,021500029,2,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,3,0,7,0,0,8,1,0,9,1,0,10,22,1,11,23,0,12,0,0,13,0,0,14,1,0,15,0,0,16,0,0,17,4,0,18,0,0,19,0,0,20,1,0,21,1,0,22,,,23,,
1137,021500030,2,1,0,0,2,0,0,3,1,0,4,18,0,5,0,0,6,24,0,7,1,0,8,3,0,9,0,0,10,77,1,11,147,0,12,1,0,13,2,0,14,1,0,15,0,0,16,5,0,17,66,1,18,0,0,19,0,0,20,1,0,21,5,0,22,,,23,,
1138,021500031,2,1,0,0,2,3,0,3,1,0,4,11,0,5,1,0,6,21,0,7,0,0,8,3,0,9,3,0,10,75,0,11,102,0,12,0,0,13,0,0,14,2,0,15,0,0,16,3,0,17,49,0,18,0,0,19,0,0,20,1,0,21,7,0,22,,,23,,
1139,021500032,2,1,0,0,2,1,0,3,1,0,4,0,0,5,0,0,6,9,0,7,0,0,8,1,0,9,23,0,10,65,0,11,67,1,12,2,0,13,0,0,14,4,0,15,0,0,16,1,0,17,29,0,18,0,0,19,0,0,20,0,0,21,3,0,22,,,23,,
1140,021500033,2,1,0,0,2,2,0,3,0,0,4,0,0,5,1,0,6,11,0,7,5,0,8,2,0,9,34,0,10,86,0,11,67,0,12,4,0,13,0,0,14,0,0,15,0,0,16,2,0,17,14,0,18,0,0,19,0,0,20,0,0,21,3,0,22,,,23,,
1141,021500034,2,1,0,0,2,1,0,3,0,0,4,5,0,5,2,0,6,27,0,7,1,0,8,3,0,9,4,0,10,65,0,11,86,0,12,1,0,13,1,0,14,5,0,15,0,0,16,6,0,17,21,0,18,0,0,19,0,0,20,0,0,21,9,0,22,,,23,,
