,sid,Движение 21 result,Движение 21 result invalid,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ result,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ result invalid,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ - НД result,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ - НД result invalid,ПП НОВОТО ВРЕМЕ result,ПП НОВОТО ВРЕМЕ result invalid,ОБЕДИНЕНА БЪЛГАРИЯ result,ОБЕДИНЕНА БЪЛГАРИЯ result invalid,СОЦИАЛДЕМОКРАТИЧЕСКА ПАРТИЯ result,СОЦИАЛДЕМОКРАТИЧЕСКА ПАРТИЯ result invalid,"РЕФОРМАТОРСКИ БЛОК – БЗНС, ДБГ, ДСБ, НПСД, СДС result","РЕФОРМАТОРСКИ БЛОК – БЗНС, ДБГ, ДСБ, НПСД, СДС result invalid",ПП Нова България result,ПП Нова България result invalid,ПП ГЕРБ result,ПП ГЕРБ result invalid,ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ result,ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ result invalid,АТАКА result,АТАКА result invalid,НДСВ result,НДСВ result invalid,КП БЪЛГАРИЯ БЕЗ ЦЕНЗУРА result,КП БЪЛГАРИЯ БЕЗ ЦЕНЗУРА result invalid,Коалиция АБВ – (Алтернатива за българско възраждане) result,Коалиция АБВ – (Алтернатива за българско възраждане) result invalid,ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ result,ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ result invalid,НОВА АЛТЕРНАТИВА result,НОВА АЛТЕРНАТИВА result invalid,КП ДЕСНИТЕ result,КП ДЕСНИТЕ result invalid,ДПС – Движение за права и свободи result,ДПС – Движение за права и свободи result invalid,ПП Глас Народен result,ПП Глас Народен result invalid,ПАРТИЯ НА ЗЕЛЕНИТЕ result,ПАРТИЯ НА ЗЕЛЕНИТЕ result invalid,НОВА СИЛА result,НОВА СИЛА result invalid,БСП лява България result,БСП лява България result invalid,ЗЕЛЕНИТЕ result,ЗЕЛЕНИТЕ result invalid,ПАТРИОТИЧЕН ФРОНТ – НФСБ И ВМРО result,ПАТРИОТИЧЕН ФРОНТ – НФСБ И ВМРО result invalid,РЕПУБЛИКА БГ result,РЕПУБЛИКА БГ result invalid,независими result,независими result invalid
1191,022300006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1.0,0.0,13,0,0,0,2,0,0,0,0.0,0.0
1192,022300007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0.0,0.0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,13,0,0,0,11,0,0,0,0.0,0.0
1193,022300008,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,23,1,1.0,0.0,6,0,12,1,0,0,5,0,1,0,0,0,0,0,77,2,0,1,0,0,0.0,0.0,17,0,1,0,9,0,0,0,0.0,0.0
1194,022300009,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,19,0,0.0,0.0,2,0,0,0,4,0,3,0,1,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,13,0,0,0,8,0,1,0,0.0,0.0
1195,022300010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,5,0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,1.0,0.0
1196,022300011,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,0.0,0.0,2,0,0,0,2,0,7,0,0,0,0,0,0,0,24,0,0,0,0,0,0.0,0.0,31,0,0,0,10,0,0,0,0.0,0.0
1197,022300012,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,107,3,0.0,0.0,7,0,0,0,12,0,3,0,1,0,1,0,0,0,158,2,0,1,0,0,0.0,0.0,17,1,0,0,6,0,0,0,0.0,0.0
1198,022300013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0.0,0.0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,16,0,0,0,4,0,0,0,0.0,0.0
1199,022300014,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0.0,0.0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,14,0,0,0,4,0,0,0,0.0,0.0
1200,022300015,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0.0,0.0,4,0,1,0,6,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,10,0,0,0,9,0,0,0,1.0,0.0
1201,022300016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,34,10,0,0,0,0,0.0,0.0,3,0,1,0,0,0,0,0,0.0,0.0
1202,022300017,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,6,0,0.0,0.0,4,0,0,0,5,0,1,0,0,0,0,0,0,0,101,0,0,0,0,0,0.0,0.0,6,0,0,0,3,0,0,0,0.0,0.0
1203,022300018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,117,13,0,0,0,0,1.0,0.0,2,0,0,0,1,0,0,0,0.0,0.0
1204,022300019,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,39,0,0.0,0.0,5,0,0,0,18,0,17,0,0,0,0,0,0,0,12,1,0,0,0,0,1.0,0.0,38,5,0,0,11,0,0,0,0.0,0.0
1205,022300020,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,50,0,0.0,0.0,16,0,1,0,10,0,13,0,0,0,0,0,0,0,11,0,0,0,0,0,0.0,0.0,17,0,0,0,19,0,0,0,2.0,0.0
1206,022300021,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0.0,0.0,1,0,0,0,4,0,3,0,1,0,0,0,0,0,246,3,0,0,0,0,0.0,0.0,5,0,0,0,1,0,1,0,2.0,1.0
1207,022300022,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,11,0,0.0,0.0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,254,0,0,0,0,0,0.0,0.0,10,0,0,0,0,0,0,0,2.0,0.0
1208,022300023,0,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,39,1,0.0,0.0,9,0,0,0,10,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0.0,0.0,66,0,0,0,64,4,0,0,0.0,0.0
1209,022300024,0,0,1,0,1,0,0,0,1,0,0,0,6,0,0,0,29,1,0.0,0.0,1,0,1,0,10,1,7,0,0,0,2,0,1,0,89,3,0,0,0,0,0.0,0.0,40,0,1,0,37,2,0,0,32.0,0.0
1210,022300025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0.0,0.0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0.0,0.0,7,0,0,0,12,0,0,0,2.0,0.0
1211,022300026,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,32,2,1.0,1.0,9,0,1,0,19,1,6,0,0,0,0,0,3,0,131,4,0,0,0,0,0.0,0.0,54,3,0,2,11,0,0,0,1.0,0.0
1212,022300027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.0,0.0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0.0,0.0,13,1,0,0,9,0,0,0,0.0,1.0
1213,022300028,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,10,0,0.0,0.0,0,0,0,0,2,0,1,0,0,0,2,0,1,0,328,6,0,0,0,0,0.0,0.0,3,0,0,0,5,0,0,0,0.0,0.0
1214,022300029,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,15,0,0,0,6,0,0,0,0.0,0.0
1215,022300030,2,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,64,1,0.0,0.0,3,0,0,0,23,0,7,0,1,0,0,0,0,0,12,0,0,0,0,0,0.0,0.0,35,1,0,0,29,0,0,0,2.0,0.0
1216,022300031,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0.0,0.0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0
1217,022300032,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,27,2,0.0,0.0,10,0,0,1,70,1,4,0,0,0,1,0,1,0,37,0,1,0,0,0,0.0,0.0,10,0,0,0,2,0,0,0,0.0,0.0
1218,022700001,6,0,4,0,2,0,0,0,2,0,1,0,34,0,1,0,135,1,0.0,1.0,5,0,4,0,16,0,13,0,2,0,0,0,1,0,3,0,3,0,1,0,1.0,0.0,43,0,0,0,102,1,1,1,0.0,0.0
1219,022700002,4,0,2,0,1,0,1,0,0,0,0,0,22,0,0,0,186,0,0.0,0.0,6,0,0,0,16,0,14,0,0,0,1,0,0,0,45,1,4,0,0,0,1.0,1.0,23,0,1,0,108,0,1,0,0.0,0.0
1220,022700003,4,0,1,0,1,0,1,0,2,0,0,0,16,0,1,0,169,1,1.0,0.0,3,0,0,0,22,0,24,0,0,0,1,0,0,0,26,0,5,0,1,0,0.0,0.0,38,0,1,0,79,1,0,0,1.0,0.0
1221,022700004,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,277,1,0.0,0.0,1,0,1,0,28,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0.0,0.0,31,1,0,0,49,0,0,0,0.0,0.0
1222,022700005,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,45,0,0.0,0.0,4,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,4,0,0,0,13,0,0,0,1.0,0.0
1223,022700006,4,0,0,0,0,0,0,0,0,0,2,0,6,1,2,0,98,0,0.0,0.0,0,0,1,0,20,0,5,0,0,0,0,0,0,0,4,0,0,0,1,0,0.0,0.0,53,0,0,0,89,3,0,0,0.0,0.0
1224,022700007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,4,0,0,0,0,0,0,0,0.0,0.0
1225,022700008,4,0,1,0,1,0,0,0,2,0,1,0,21,0,0,0,227,0,0.0,0.0,8,0,2,0,13,0,9,0,1,0,0,0,0,0,2,0,1,0,1,1,1.0,0.0,20,1,0,0,123,1,0,0,1.0,0.0
1226,022700009,2,0,1,0,1,0,0,0,2,0,1,0,10,2,0,0,159,14,0.0,0.0,4,0,1,0,10,1,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,20,0,0,0,100,6,2,0,0.0,1.0
1227,030100001,0,0,1,0,0,0,0,0,0,0,1,0,28,0,1,0,169,3,1.0,0.0,19,0,0,0,42,0,9,0,0,0,0,0,0,0,6,0,1,0,0,0,0.0,0.0,44,0,0,0,17,0,0,0,,
1228,030100002,1,0,3,0,0,0,0,0,1,0,0,0,5,0,1,1,109,0,0.0,0.0,3,0,1,0,13,0,7,0,1,0,0,0,0,0,65,0,0,0,1,0,1.0,0.0,24,1,0,0,4,0,0,0,,
1229,030100003,5,0,1,0,2,0,1,0,0,1,0,2,18,0,0,1,220,3,2.0,0.0,12,0,3,1,33,0,13,0,1,0,0,0,0,0,16,0,0,0,0,0,0.0,1.0,45,0,1,0,20,0,4,0,,
1230,030100004,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,55,0,0.0,0.0,1,0,0,0,8,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0.0,0.0,26,0,0,0,0,0,0,0,,
1231,030100005,0,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,66,1,0.0,0.0,3,0,1,0,21,0,17,0,0,0,0,0,0,0,23,1,1,0,0,0,2.0,0.0,31,3,0,0,11,0,0,0,,
1232,030100006,0,0,2,0,0,0,0,0,0,0,0,0,26,0,0,0,42,0,0.0,0.0,2,0,1,0,2,0,4,0,0,0,0,0,0,0,243,0,3,0,0,0,0.0,0.0,6,0,0,0,0,0,0,0,,
1233,030100007,5,0,2,0,0,0,0,0,0,0,0,0,19,0,1,0,98,0,0.0,0.0,3,0,2,0,7,0,13,0,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0.0,21,0,0,0,15,0,1,0,,
1234,030100008,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,29,0,0.0,0.0,0,0,2,0,9,0,24,0,0,0,0,0,1,0,17,0,0,0,1,0,0.0,0.0,11,0,1,0,2,0,0,0,,
1235,030100009,0,0,0,0,0,1,1,0,0,0,3,0,9,0,0,0,69,2,0.0,0.0,11,0,1,0,11,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,1.0,0.0,23,0,1,0,14,0,0,0,,
1236,030100010,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,31,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,15,0,0,0,4,0,0,0,,
1237,030100011,5,0,3,0,3,0,1,0,1,0,1,0,29,0,4,0,230,0,0.0,0.0,5,0,0,0,30,0,34,0,2,0,0,0,0,0,2,0,2,0,1,0,0.0,0.0,33,0,1,0,40,0,0,0,,
1238,030100012,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,34,0,1.0,0.0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,6,0,3,0,0,0,0.0,0.0,25,0,0,0,3,0,0,0,,
1239,030100013,0,0,0,0,1,0,0,0,0,0,1,0,26,0,0,0,63,1,0.0,0.0,2,0,0,0,5,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,0.0,23,2,0,0,4,0,0,0,,
1240,030100014,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,113,1,0.0,1.0,12,0,3,0,17,0,12,0,0,0,0,0,5,0,236,0,0,0,0,0,1.0,0.0,35,2,0,0,7,1,1,1,,
1241,030100015,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,165,1,1.0,0.0,4,0,1,0,18,0,5,0,1,0,0,0,0,0,45,0,0,0,0,0,0.0,0.0,32,2,0,0,12,0,1,0,,
1242,030100016,2,0,1,0,0,0,0,0,2,0,2,0,15,0,1,1,204,7,0.0,0.0,9,0,0,0,34,0,14,0,1,0,1,0,0,0,31,1,1,0,1,0,0.0,0.0,39,0,1,1,33,0,0,0,,
1243,030100017,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,28,0,0.0,0.0,2,0,0,0,8,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,6,0,0,0,2,0,1,0,,
1244,030200001,8,0,2,0,0,0,1,0,0,0,0,0,23,0,2,0,165,2,0.0,0.0,26,1,1,0,30,0,19,0,0,0,0,0,0,0,2,0,8,0,0,0,0.0,0.0,47,0,2,0,41,0,1,0,,
1245,030200002,12,0,4,0,1,0,0,0,2,0,0,0,66,0,4,0,181,1,1.0,0.0,44,1,1,1,24,0,24,0,0,0,1,0,3,0,1,0,7,0,1,0,2.0,0.0,47,0,2,0,73,0,0,0,,
1246,030200003,11,0,2,0,0,0,0,0,2,0,1,0,30,0,2,0,194,1,0.0,1.0,26,0,0,0,45,0,25,0,1,0,1,0,0,0,2,0,5,0,1,0,1.0,0.0,48,2,3,0,60,1,2,0,,
1247,030200004,8,0,0,0,0,0,0,0,0,0,1,0,41,0,2,0,176,0,0.0,0.0,33,0,2,0,26,0,10,0,0,0,4,0,1,0,2,0,6,0,1,0,0.0,0.0,52,0,3,0,45,0,1,0,,
1248,030200005,1,0,1,0,0,0,4,0,2,0,0,0,24,0,2,0,147,1,2.0,0.0,19,0,2,0,23,0,15,0,0,0,8,0,2,0,8,2,4,0,1,0,0.0,1.0,53,2,4,0,43,0,1,0,,
1249,030200006,7,0,0,0,2,0,1,0,1,0,0,0,30,0,4,0,169,0,0.0,0.0,28,1,2,0,26,0,18,0,0,0,0,0,2,0,1,0,3,0,0,0,0.0,0.0,66,0,2,0,40,0,1,0,,
1250,030200007,11,0,4,0,0,0,1,0,4,0,0,0,46,0,1,0,172,0,0.0,0.0,29,0,2,0,50,0,22,0,0,0,1,0,0,0,9,0,18,0,1,0,2.0,0.0,47,0,1,0,35,0,6,0,,
1251,030200008,1,0,0,0,0,0,0,0,0,0,1,0,11,0,1,0,174,3,0.0,0.0,8,0,0,0,11,0,4,0,0,0,0,0,0,0,58,0,0,0,0,0,1.0,0.0,26,0,0,0,2,0,1,0,,
1252,030200009,0,0,0,0,2,0,0,0,2,0,2,0,11,0,1,0,134,19,1.0,0.0,9,0,1,0,28,3,3,0,0,0,0,0,1,0,101,52,0,0,1,0,0.0,0.0,34,0,1,0,6,0,1,0,,
1253,030200010,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,52,0,1.0,0.0,4,0,0,0,4,0,3,0,0,0,2,0,0,0,1,0,1,0,0,0,0.0,0.0,14,0,0,0,12,0,0,0,,
1254,030200011,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,50,0,0.0,0.0,1,1,0,0,7,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,3,0,0,0,8,0,0,0,,
1255,030200012,0,0,2,0,0,0,2,2,0,0,1,0,26,0,0,0,48,1,0.0,0.0,5,0,2,0,15,0,7,0,0,0,0,0,1,0,46,0,2,0,1,0,1.0,0.0,35,0,0,0,11,0,0,0,,
1256,030200013,1,0,0,0,1,0,0,0,0,0,1,0,22,0,1,0,30,1,0.0,0.0,5,0,0,0,16,1,10,0,0,0,0,0,1,0,124,2,0,0,0,0,1.0,0.0,34,2,0,0,14,0,1,0,,
1257,030200014,3,0,1,0,0,0,1,0,0,0,0,0,13,0,0,1,45,2,1.0,1.0,2,0,0,0,14,0,8,2,0,0,0,0,1,0,113,5,0,0,1,0,2.0,0.0,16,3,0,0,4,0,1,0,,
1258,030200015,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,39,2,2.0,0.0,9,0,0,0,30,7,2,0,1,0,0,0,1,0,73,30,2,0,0,0,0.0,0.0,25,4,0,0,7,0,0,0,,
1259,030200016,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1,0,60,0,0.0,0.0,6,0,0,0,28,0,3,0,0,0,0,0,0,0,112,0,3,0,0,0,0.0,0.0,10,0,0,0,0,0,0,0,,
1260,030200017,4,0,0,0,0,0,1,0,0,0,0,0,15,0,2,0,93,2,1.0,0.0,11,0,1,0,17,0,13,0,1,0,0,0,0,0,7,0,2,0,0,0,1.0,0.0,49,3,1,0,36,2,4,0,,
1261,030200018,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,45,0,0.0,0.0,5,0,0,0,4,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1.0,0.0,12,0,0,0,4,0,0,0,,
1262,030200019,7,0,1,0,0,0,1,0,3,0,0,0,20,0,5,0,163,3,3.0,0.0,28,0,0,0,18,1,12,0,1,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,44,0,3,0,33,0,1,0,,
1263,030200020,1,1,0,0,0,0,0,0,0,0,1,0,11,0,0,0,78,10,0.0,0.0,13,0,1,1,4,0,1,0,0,0,1,0,0,0,3,1,1,0,0,0,0.0,0.0,25,3,0,0,14,2,1,0,,
1264,030200021,5,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,54,0,0.0,0.0,7,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,12,0,0,0,10,0,0,0,,
1265,030200022,1,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,97,2,0.0,0.0,6,0,1,0,8,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0.0,0.0,13,0,0,0,37,0,1,0,,
1266,030200023,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,42,6,0.0,0.0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,11,1,0,0,1,1,0,0,,
1267,030200024,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,44,0,0.0,0.0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,12,0,0,0,8,0,0,0,,
1268,030200025,1,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,76,2,1.0,0.0,6,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,17,0,1,0,15,1,0,0,,
1269,030200026,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,63,0,2.0,0.0,6,0,1,0,9,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,27,0,2,0,21,0,0,0,,
1270,030200027,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,35,0,1.0,0.0,4,0,0,0,5,0,6,0,0,0,1,0,0,0,5,0,0,0,0,0,0.0,0.0,35,0,0,0,8,0,0,0,,
1271,030200028,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0.0,0.0,3,0,0,0,2,0,2,0,0,0,0,0,1,0,18,0,0,0,0,0,0.0,0.0,10,0,0,0,2,0,0,0,,
1272,030200029,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,39,2,0.0,0.0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1.0,0.0,9,0,0,0,2,0,0,0,,
1273,030200030,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5,0,0,0,3,0,0,0,,
1274,030200031,0,0,2,0,1,0,1,0,0,0,0,0,16,0,3,0,166,0,1.0,0.0,12,0,0,0,31,0,8,0,0,0,0,0,0,0,16,0,1,0,1,0,1.0,0.0,124,0,1,0,4,0,0,0,,
1275,030200032,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,74,4,1.0,0.0,6,0,0,0,6,0,7,0,1,0,1,0,0,0,2,0,0,0,0,0,0.0,0.0,9,1,0,0,4,0,0,0,,
1276,030200033,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0.0,0.0,2,0,0,0,5,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,7,0,0,0,2,0,0,0,,
1277,030400001,1,0,1,0,0,0,3,0,1,0,2,0,2,0,0,0,51,4,0.0,0.0,1,0,1,0,6,0,1,0,0,0,0,0,0,0,36,1,0,0,0,0,0.0,0.0,55,5,1,0,1,0,2,0,,
1278,030400002,5,0,0,0,1,0,0,0,1,0,0,0,11,0,2,0,76,1,0.0,0.0,2,0,0,0,19,0,7,0,0,0,0,0,2,0,31,1,1,0,0,0,1.0,0.0,68,1,0,0,45,1,0,0,,
1279,030400003,4,0,1,0,0,0,4,0,0,0,0,0,14,0,0,0,115,0,1.0,1.0,11,1,1,0,27,1,15,0,0,0,4,0,0,0,5,0,0,0,2,0,2.0,0.0,86,0,2,0,80,2,0,0,,
1280,030400004,6,0,2,0,2,0,2,0,2,0,0,0,11,0,1,0,125,2,0.0,0.0,4,0,1,0,18,1,16,0,1,0,0,0,0,0,5,0,4,0,1,0,0.0,0.0,85,0,7,0,65,0,3,0,,
1281,030400005,2,0,0,0,3,0,1,0,1,0,1,0,42,0,2,0,127,0,2.0,0.0,1,0,1,0,17,0,11,0,0,0,2,0,0,0,4,0,4,0,0,0,3.0,0.0,72,0,1,0,53,0,12,0,,
1282,030400006,6,0,0,0,1,0,0,0,1,0,0,0,29,0,1,0,84,0,1.0,0.0,4,0,2,0,12,0,13,0,0,0,0,0,0,0,1,0,3,0,2,0,0.0,0.0,43,0,1,0,37,0,1,0,,
1283,030400007,2,0,1,0,0,0,2,0,2,0,0,0,25,0,0,0,116,2,0.0,0.0,3,0,1,0,18,1,10,0,1,0,0,0,0,0,7,0,0,0,0,0,1.0,0.0,57,1,3,0,65,0,4,0,,
1284,030400008,1,0,1,0,1,0,1,0,3,0,0,0,22,0,1,0,93,0,0.0,0.0,4,0,1,0,27,0,7,0,0,0,3,0,0,0,4,0,3,0,3,0,0.0,0.0,55,0,4,0,43,0,1,0,,
1285,030400009,2,0,2,0,0,0,1,0,2,0,0,0,14,0,0,0,32,1,0.0,0.0,6,0,2,0,13,0,5,0,0,0,0,0,0,0,12,0,2,0,0,0,0.0,0.0,28,0,0,0,59,0,0,0,,
1286,030400010,1,0,0,0,0,0,1,0,1,0,0,0,14,0,1,0,64,0,0.0,0.0,4,0,0,0,21,0,5,0,0,0,2,0,0,0,5,0,1,0,1,0,2.0,0.0,58,0,2,0,57,0,0,0,,
1287,030400011,3,0,1,0,1,1,1,0,0,0,0,0,15,0,2,0,59,0,0.0,0.0,4,0,10,0,15,0,5,0,0,0,0,0,0,0,17,2,1,0,2,0,0.0,0.0,25,1,4,0,36,1,0,0,,
1288,030400012,7,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,149,1,0.0,0.0,14,1,2,0,29,0,9,1,0,0,5,0,0,0,3,0,2,0,1,0,1.0,0.0,39,0,0,0,73,2,0,0,,
1289,030400013,1,0,2,0,0,0,0,0,0,0,1,0,44,0,5,0,82,1,0.0,0.0,4,0,0,0,12,0,5,0,0,0,0,0,0,0,58,1,3,0,0,0,1.0,0.0,6,1,1,0,12,0,1,0,,
1290,030400014,5,0,2,0,0,0,0,0,0,0,2,0,58,0,0,0,51,2,2.0,0.0,6,0,2,0,18,0,14,0,0,0,0,0,0,0,113,3,5,0,1,0,1.0,0.0,29,0,0,0,25,0,2,0,,
1291,030500001,6,0,1,0,0,0,0,0,0,0,2,0,19,0,2,0,173,1,0.0,0.0,10,0,5,0,36,0,12,0,0,0,1,0,1,0,0,0,2,0,0,0,1.0,1.0,64,2,1,0,38,1,3,0,,
1292,030500002,4,0,2,0,0,0,0,0,0,0,1,0,21,0,2,0,140,3,1.0,0.0,11,0,6,0,36,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,3.0,0.0,77,1,2,0,67,0,4,0,,
1293,030500003,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,40,2,0.0,0.0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,10,1,2,0,2,0,0,0,,
1294,030500004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0.0,0.0,4,0,1,0,4,0,1,0,0,0,0,0,0,0,58,1,1,0,1,0,0.0,0.0,22,0,0,0,18,0,0,0,,
1295,030500005,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,46,0,0.0,0.0,5,0,2,0,8,0,2,0,1,0,0,0,0,0,9,0,1,0,0,0,1.0,0.0,36,0,0,0,1,0,0,0,,
1296,030500006,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,22,5,0.0,0.0,2,1,0,1,6,1,0,0,0,0,0,0,0,0,106,32,1,0,0,0,0.0,0.0,10,1,0,0,3,0,0,0,,
1297,030600378,3,0,0,0,2,0,8,0,3,0,0,0,31,1,1,0,130,1,1.0,0.0,10,0,0,0,17,0,21,0,2,0,0,0,0,0,1,0,2,0,0,0,0.0,0.0,37,1,2,0,47,0,13,0,,
