,sid,Движение 21 result,Движение 21 result invalid,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ result,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ result invalid,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ - НД result,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ - НД result invalid,ПП НОВОТО ВРЕМЕ result,ПП НОВОТО ВРЕМЕ result invalid,ОБЕДИНЕНА БЪЛГАРИЯ result,ОБЕДИНЕНА БЪЛГАРИЯ result invalid,СОЦИАЛДЕМОКРАТИЧЕСКА ПАРТИЯ result,СОЦИАЛДЕМОКРАТИЧЕСКА ПАРТИЯ result invalid,"РЕФОРМАТОРСКИ БЛОК – БЗНС, ДБГ, ДСБ, НПСД, СДС result","РЕФОРМАТОРСКИ БЛОК – БЗНС, ДБГ, ДСБ, НПСД, СДС result invalid",ПП Нова България result,ПП Нова България result invalid,ПП ГЕРБ result,ПП ГЕРБ result invalid,ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ result,ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ result invalid,АТАКА result,АТАКА result invalid,НДСВ result,НДСВ result invalid,КП БЪЛГАРИЯ БЕЗ ЦЕНЗУРА result,КП БЪЛГАРИЯ БЕЗ ЦЕНЗУРА result invalid,Коалиция АБВ – (Алтернатива за българско възраждане) result,Коалиция АБВ – (Алтернатива за българско възраждане) result invalid,ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ result,ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ result invalid,НОВА АЛТЕРНАТИВА result,НОВА АЛТЕРНАТИВА result invalid,КП ДЕСНИТЕ result,КП ДЕСНИТЕ result invalid,ДПС – Движение за права и свободи result,ДПС – Движение за права и свободи result invalid,ПП Глас Народен result,ПП Глас Народен result invalid,ПАРТИЯ НА ЗЕЛЕНИТЕ result,ПАРТИЯ НА ЗЕЛЕНИТЕ result invalid,НОВА СИЛА result,НОВА СИЛА result invalid,БСП лява България result,БСП лява България result invalid,ЗЕЛЕНИТЕ result,ЗЕЛЕНИТЕ result invalid,ПАТРИОТИЧЕН ФРОНТ – НФСБ И ВМРО result,ПАТРИОТИЧЕН ФРОНТ – НФСБ И ВМРО result invalid,РЕПУБЛИКА БГ result,РЕПУБЛИКА БГ result invalid,независими result,независими result invalid
11244,301000020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,3,0,0,0,0,0.0,0.0,4,0,0,0,0,0,0,0,,
11245,301100001,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147,4,0,0,1,0,0.0,0.0,5,0,0,0,0,0,0,0,,
11246,301100002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,152,3,1,0,0,0,0.0,0.0,6,0,1,0,2,0,0,0,,
11247,301100003,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,4,0,0,0,0,0.0,0.0,4,1,0,0,0,0,0,0,,
11248,301100004,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,47,0,0.0,0.0,3,0,0,0,5,0,1,0,0,0,0,0,0,0,79,0,0,0,0,0,1.0,0.0,20,0,0,0,5,0,0,0,,
11249,301100005,0,0,0,0,0,0,0,0,1,0,1,0,9,0,0,0,57,1,1.0,0.0,3,1,0,0,6,0,4,0,1,0,2,0,0,0,272,8,0,0,0,0,0.0,0.0,70,0,0,0,15,0,1,0,,
11250,301100006,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0.0,0.0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,158,10,0,0,0,0,0.0,0.0,5,0,0,0,0,0,0,0,,
11251,301100007,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,96,0,1,0,0,0,0.0,0.0,4,0,0,0,0,0,0,0,,
11252,301100008,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,,
11253,301100009,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,14,0,0.0,0.0,4,0,2,0,2,0,0,0,0,0,1,0,2,0,275,19,0,0,0,0,0.0,0.0,15,0,0,0,0,0,2,0,,
11254,301100010,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,3,0,0,0,0,0.0,0.0,7,0,0,0,1,0,0,0,,
11255,301100011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0.0,0.0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,139,1,0,0,0,0,0.0,0.0,6,1,0,0,0,0,0,0,,
11256,301100012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,102,3,0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,,
11257,301100013,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,35,1,0.0,0.0,2,0,1,0,8,0,2,0,0,0,0,0,1,1,190,1,1,0,0,0,0.0,0.0,15,0,0,0,12,0,0,0,,
11258,301100014,0,0,0,0,2,0,0,0,1,0,0,0,10,0,0,0,35,3,1.0,0.0,3,1,0,0,1,0,2,0,2,1,0,0,1,0,445,26,3,0,1,0,0.0,0.0,10,0,0,0,1,1,1,0,,
11259,301100015,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,11,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,88,6,0,0,0,0,0.0,0.0,3,1,0,0,0,0,0,0,,
11260,301100016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.0,0.0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,1.0,0.0,7,0,0,0,2,0,0,0,,
11261,301100018,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,47,1,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,214,6,1,0,0,0,0.0,0.0,11,0,0,0,0,0,0,0,,
11262,301100019,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,8,0,0,0,0,0.0,0.0,3,0,0,0,0,0,0,0,,
11263,301100020,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,1,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,,
11264,301100021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,5,0,0,0,0,0.0,0.0,8,0,0,0,0,0,0,0,,
11265,301100022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,43,0,0,0,0,0,0.0,0.0,7,0,1,0,2,0,0,0,,
11266,301800001,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,27,0,0.0,0.0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,258,7,0,0,0,0,0.0,0.0,8,0,0,0,4,0,0,0,,
11267,301800002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1.0,0.0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,360,6,2,0,0,1,0.0,0.0,54,2,0,0,0,0,0,0,,
11268,301800003,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,30,1,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,300,37,0,0,0,0,0.0,0.0,20,0,0,0,0,0,0,0,,
11269,301800004,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,2,29,0,0.0,0.0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,177,1,0,0,0,0,0.0,0.0,22,1,0,0,0,0,0,0,,
11270,301800005,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,43,1,1.0,0.0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,152,6,0,0,0,0,0.0,0.0,11,0,0,0,0,0,0,0,,
11271,301800006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0.0,0.0,6,0,0,0,1,0,0,0,,
11272,301800007,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,46,0,0.0,0.0,3,0,1,0,12,0,4,0,0,0,1,0,0,0,222,2,0,0,0,0,0.0,0.0,24,0,0,0,16,0,0,0,,
11273,301800008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,1,0,0,0,0.0,0.0,4,0,0,0,0,0,0,0,,
11274,301800009,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,20,0,0.0,0.0,1,0,1,0,2,0,1,0,0,0,0,0,2,0,335,14,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,
11275,301800010,0,0,1,3,0,0,0,1,1,0,0,0,6,2,0,2,10,3,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,247,9,0,0,0,0,0.0,0.0,10,1,0,0,0,1,0,0,,
11276,301800011,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,21,0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,307,0,0,0,0,0,0.0,0.0,7,0,0,0,0,0,0,0,,
11277,301800012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,3,0,0,0,2,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,12,1,0,0,5,0,0,1,,
11278,301800013,1,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,7,0,1.0,0.0,0,0,0,0,1,0,11,0,0,0,0,0,1,0,252,3,0,0,0,0,2.0,0.0,7,0,0,0,0,0,0,0,,
11279,301800014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,1,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,280,6,0,0,0,0,1.0,0.0,5,0,0,0,0,0,0,0,,
11280,301800015,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.0,4,0,0,0,2,0,0,0,,
11281,301800016,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,20,1,0.0,0.0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,275,17,0,0,0,0,0.0,0.0,1,0,0,0,2,0,0,0,,
11282,301800017,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,17,1,0.0,0.0,2,0,0,0,2,0,2,0,0,0,0,1,0,0,240,14,0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,,
11283,301800018,0,0,1,0,0,0,1,0,4,0,0,0,4,0,0,0,11,0,0.0,0.0,2,0,0,0,2,0,4,0,0,0,0,0,1,0,209,0,1,0,0,0,0.0,0.0,14,0,0,0,4,0,0,0,,
11284,301800019,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,1,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,363,14,0,0,0,0,0.0,0.0,3,0,0,0,0,0,0,0,,
11285,301800020,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,0,65,2,0.0,0.0,12,0,1,0,5,2,2,1,0,0,0,0,1,0,217,9,2,0,0,0,0.0,0.0,23,1,0,0,14,0,2,0,,
11286,301800021,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,43,1,0.0,0.0,3,0,0,0,0,0,4,0,0,0,0,0,1,0,330,3,0,0,0,0,0.0,0.0,9,0,0,0,8,0,0,0,,
11287,301800022,2,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,43,0,0.0,0.0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,259,0,3,0,0,0,0.0,0.0,40,0,0,0,9,0,0,0,,
11288,301800023,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,39,0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,395,13,1,0,0,0,1.0,0.0,4,0,0,0,0,0,1,0,,
11289,301800024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,,
11290,301900001,3,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,63,0,0.0,0.0,15,0,0,0,12,0,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0.0,0.0,34,0,0,0,16,0,0,0,,
11291,301900002,0,0,1,0,1,0,0,0,2,0,1,0,6,3,1,0,98,2,1.0,0.0,11,0,0,0,14,0,14,0,0,0,0,0,0,0,14,0,0,0,1,0,1.0,0.0,34,0,1,0,34,2,4,0,,
11292,301900003,5,0,0,0,0,0,0,0,3,0,0,0,10,0,2,0,92,0,0.0,0.0,54,1,1,0,26,0,9,0,1,1,2,0,0,0,26,0,1,0,1,0,2.0,0.0,62,3,0,0,30,0,9,0,,
11293,301900004,3,0,1,0,0,0,2,0,1,0,0,0,7,0,1,0,127,0,0.0,0.0,31,2,1,0,41,0,14,0,0,1,3,0,0,0,27,1,2,0,1,0,3.0,0.0,63,1,3,0,41,0,2,0,,
11294,301900005,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20,0,1.0,0.0,5,0,0,0,12,1,2,0,0,0,1,0,0,0,95,2,0,0,2,0,0.0,0.0,70,2,1,0,5,0,0,0,,
11295,301900006,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,4,0,0,0,12,0,0,0,0,0,3,0,0,0,110,4,0,0,0,0,0.0,0.0,103,6,0,0,4,0,1,0,,
11296,301900007,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,27,0,0.0,0.0,11,0,0,0,7,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,20,0,0,0,3,0,0,0,,
11297,301900008,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,52,1,0.0,0.0,11,2,0,0,13,0,6,1,1,0,2,0,0,0,0,0,0,0,1,0,1.0,0.0,32,0,1,0,22,0,0,0,,
11298,301900009,1,0,2,0,0,0,0,0,0,0,0,0,4,0,5,1,82,0,0.0,0.0,1,0,1,0,21,0,13,0,0,0,3,0,0,0,14,0,2,0,0,0,0.0,0.0,43,1,0,0,20,0,4,0,,
11299,301900010,0,0,4,0,1,0,0,0,0,0,0,0,4,0,0,0,83,1,1.0,0.0,12,0,0,0,28,1,14,1,2,0,1,0,0,0,3,0,2,0,3,0,1.0,0.0,62,1,0,0,17,1,5,0,,
11300,301900011,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,14,1,0.0,0.0,8,0,2,0,6,0,2,0,0,0,0,0,0,0,72,2,0,0,0,0,0.0,0.0,53,1,1,0,8,1,0,0,,
11301,301900012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,1,0.0,0.0,0,0,0,0,3,0,2,0,1,0,1,0,0,0,40,1,0,0,0,0,0.0,0.0,17,0,0,0,7,0,0,0,,
11302,301900013,1,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,69,1,0.0,0.0,12,1,0,0,15,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,44,0,0,0,27,0,0,0,,
11303,301900014,1,0,2,0,2,0,0,0,1,0,1,0,10,0,0,0,78,0,0.0,0.0,1,0,0,0,12,0,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0.0,0.0,60,0,0,0,4,0,0,0,,
11304,301900015,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,39,1,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,0.0,18,0,0,0,1,0,0,0,,
11305,301900016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,94,2,0.0,0.0,3,0,0,0,5,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,8,1,0,0,3,0,0,0,,
11306,301900017,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,0.0,0.0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,7,0,0,0,3,0,0,0,,
11307,302100001,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,27,0,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0.0,0.0,3,0,0,0,8,0,0,0,,
11308,302100002,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,125,0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,394,0,0,0,0,0,0.0,0.0,3,0,0,0,2,0,1,0,,
11309,302100003,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,113,1,0.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,429,6,0,0,0,0,0.0,0.0,2,0,1,0,5,0,0,0,,
11310,302100004,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,20,1,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,179,2,0,0,0,0,0.0,0.0,4,0,0,0,0,0,0,0,,
11311,302100005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0.0,0.0,14,1,0,0,1,0,1,0,,
11312,302100006,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,1.0,0.0,2,0,0,1,2,0,0,0,1,0,0,0,1,0,212,2,1,0,2,0,0.0,0.0,15,1,0,0,0,0,0,0,,
11313,302100007,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,149,2,0.0,0.0,4,0,0,0,3,0,4,0,0,1,0,0,1,0,164,2,1,1,0,0,1.0,1.0,69,5,0,0,11,0,0,0,,
11314,302100008,1,0,1,0,1,0,0,0,0,0,0,0,11,0,1,0,43,2,1.0,0.0,1,0,0,0,0,0,6,0,0,0,1,0,1,0,253,6,1,0,0,0,0.0,0.0,24,2,1,0,15,1,0,0,,
11315,302100009,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,28,1,0.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,171,6,0,0,0,1,0.0,0.0,13,2,0,0,9,1,0,0,,
11316,302100010,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,26,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,159,6,0,0,0,0,0.0,0.0,3,0,0,0,1,0,0,0,,
11317,302100011,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,47,1,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,117,2,0,0,0,0,0.0,0.0,20,0,0,0,1,0,0,0,,
11318,302100012,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,94,15,0.0,0.0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,122,0,0,0,1,0,0.0,0.0,19,0,0,0,4,0,0,0,,
11319,302100013,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,240,9,0,0,0,0,0.0,0.0,144,3,0,0,0,0,0,0,,
11320,302100014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51,0,0,0,0,0,0.0,0.0,1,0,1,0,0,0,0,0,,
11321,302200001,1,0,0,0,0,0,0,1,0,0,0,0,9,1,1,0,63,0,0.0,0.0,7,1,0,0,12,0,9,0,1,0,2,0,0,0,82,2,3,0,0,0,0.0,0.0,36,0,1,0,19,0,4,0,,
11322,302200002,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,9,0,0.0,0.0,1,0,1,0,4,0,10,0,1,0,0,0,0,0,184,0,1,0,0,0,0.0,0.0,59,0,0,0,2,0,1,0,,
11323,302200003,4,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,35,0,0.0,0.0,5,0,0,0,17,0,10,0,0,0,0,1,0,0,166,6,1,0,1,0,0.0,0.0,16,0,1,0,21,0,0,0,,
11324,302200004,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,53,0,0.0,0.0,10,0,0,0,27,0,33,0,1,0,1,0,0,0,51,0,0,0,1,0,0.0,0.0,46,0,0,0,27,0,1,0,,
11325,302200005,1,0,1,0,0,0,0,0,0,0,0,0,26,0,0,1,67,0,0.0,0.0,11,0,1,0,11,0,21,0,0,0,0,0,0,0,47,2,5,0,0,0,0.0,0.0,57,1,0,0,20,0,1,0,,
11326,302200006,1,0,0,0,1,0,0,0,2,0,0,0,31,0,2,0,88,1,0.0,0.0,20,1,1,0,27,0,24,0,1,0,0,0,0,0,42,1,1,0,0,0,1.0,0.0,42,2,0,0,31,0,6,0,,
11327,302200007,3,0,1,0,0,0,0,0,0,0,0,0,14,2,1,0,77,1,0.0,0.0,7,0,1,0,35,0,19,0,0,0,1,0,0,0,10,0,4,0,2,0,0.0,1.0,76,0,0,0,20,0,2,0,,
11328,302200008,4,0,1,0,1,0,0,0,0,0,1,0,13,0,3,0,67,0,0.0,0.0,19,0,1,0,31,0,23,1,0,0,2,0,0,0,13,2,3,0,1,0,0.0,0.0,55,3,1,0,29,1,1,0,,
11329,302200009,1,0,1,0,0,0,0,0,1,0,0,0,9,1,0,0,58,1,0.0,0.0,8,1,1,1,19,1,13,0,0,0,0,0,1,0,25,0,0,0,0,0,0.0,0.0,39,2,0,0,34,0,0,0,,
11330,302200010,1,0,0,0,0,0,0,0,1,0,1,0,9,0,1,0,60,0,0.0,0.0,11,0,0,0,23,0,17,1,0,0,8,1,0,0,15,0,0,0,0,0,0.0,0.0,41,0,1,0,16,1,3,0,,
11331,302200011,0,0,1,0,1,0,0,0,0,0,0,0,17,0,0,0,109,0,0.0,0.0,20,0,2,0,25,0,29,0,3,0,4,0,0,0,42,0,1,0,0,0,0.0,0.0,56,0,3,0,35,0,3,0,,
11332,302200012,2,0,1,0,0,0,1,0,0,0,0,0,20,0,0,0,68,0,0.0,0.0,13,0,2,1,26,0,16,0,0,0,2,0,0,0,8,0,4,0,0,0,0.0,0.0,50,0,1,0,23,0,3,0,,
11333,302200013,3,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,85,2,0.0,0.0,32,1,0,1,21,0,17,0,1,0,0,0,0,0,12,0,1,0,0,0,0.0,0.0,51,1,1,0,31,2,1,0,,
11334,302200014,1,0,0,0,1,0,0,0,0,0,0,0,16,0,2,0,63,2,0.0,0.0,10,0,2,0,22,0,17,0,0,0,3,0,0,0,45,1,0,0,1,1,0.0,0.0,46,0,1,0,11,0,4,0,,
11335,302200015,3,0,0,0,0,0,0,0,1,0,0,1,15,0,0,0,78,1,0.0,0.0,16,1,0,0,23,2,32,0,0,0,5,0,1,0,17,1,3,0,0,0,0.0,0.0,69,1,1,0,44,0,8,0,,
11336,302200016,0,0,0,0,0,0,0,0,2,0,1,0,14,0,2,0,49,0,0.0,0.0,11,0,1,0,16,0,17,0,1,0,2,0,1,0,20,0,1,0,0,0,0.0,0.0,37,0,1,0,29,0,0,0,,
11337,302200017,2,0,2,0,1,0,0,0,0,0,1,0,14,0,0,0,80,0,0.0,0.0,10,0,0,0,33,4,25,0,0,0,2,0,2,0,22,2,1,0,0,0,0.0,0.0,35,0,0,0,35,0,1,0,,
11338,302200018,4,0,2,0,0,0,1,0,2,0,0,0,18,0,1,0,89,3,0.0,0.0,9,0,0,0,51,0,10,0,0,0,5,0,1,0,4,0,0,0,0,0,0.0,0.0,37,0,2,0,50,2,0,0,,
11339,302200019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0.0,0.0,4,0,1,0,3,0,9,0,0,0,0,0,0,0,7,0,1,0,0,1,0.0,0.0,14,1,0,0,2,0,0,0,,
11340,302200020,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0.0,0.0,3,0,0,0,7,0,15,1,0,0,1,0,0,2,299,11,1,0,0,0,0.0,0.0,14,1,0,0,16,0,4,0,,
11341,302200022,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,0,32,0,0.0,0.0,3,0,0,0,3,0,4,0,0,0,3,0,0,0,115,7,0,0,0,0,0.0,0.0,13,0,0,0,7,0,0,0,,
11342,302200023,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,24,0,0.0,0.0,6,0,0,0,18,0,8,0,0,0,5,0,0,0,25,0,0,0,1,0,0.0,0.0,39,0,0,0,18,0,0,0,,
11343,302200024,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,4,0,0.0,0.0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,30,0,0,0,0,0,0.0,0.0,10,0,0,0,2,0,0,0,,
11344,302200025,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,16,1,0.0,0.0,9,0,0,0,6,0,9,0,0,1,23,2,0,0,1,0,0,0,2,0,0.0,0.0,24,1,0,0,4,0,2,0,,
11345,302200026,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0.0,0.0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,108,0,1,0,0,0,0.0,0.0,6,0,0,0,3,0,0,0,,
11346,302200027,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,0,117,0,0.0,0.0,1,0,1,0,4,0,3,0,1,0,0,0,0,0,10,0,0,0,0,0,1.0,0.0,15,0,0,0,7,0,0,0,,
11347,302200028,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,13,0,0.0,0.0,2,0,1,0,5,0,8,0,0,0,1,0,0,0,168,6,0,0,0,0,0.0,0.0,12,1,0,0,7,0,0,0,,
11348,302200029,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,9,0,0.0,0.0,3,0,0,0,6,0,3,0,0,0,0,0,1,1,201,9,0,0,0,0,1.0,0.0,15,0,0,0,5,0,0,0,,
11349,302200030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.0,0.0,2,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,8,0,0,0,3,0,1,0,,
11350,302200031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,117,0,0,0,0,0,0.0,0.0,12,0,0,0,1,0,0,0,,
11351,302200032,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0.0,0.0,2,1,0,0,0,0,4,0,1,0,0,0,1,0,44,0,0,0,0,0,0.0,0.0,9,0,0,0,7,0,0,0,,
11352,302200033,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0.0,0.0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,,
